Rk,Player,WAR▼,IP,Place,Season,Age,Team,Lg,W,L,W-L%,Dec,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,WAR,WAA,Pos,Player-additional
1,Mark Fidrych,9.6,250.1,ROY-1,1976,21,DET,AL,19,9,.679,28,2.34,31,29,24,4,0,250.1,217,76,65,12,53,3,97,3,0,6,996,159,3.15,1.079,7.8,0.4,1.9,3.5,1.83,9.6,7.3,,fidryma01
2,Britt Burns,7.0,238.0,ROY-5,1980,21,CHW,AL,15,13,.536,28,2.84,34,32,11,1,0,238.0,213,83,75,17,63,2,133,4,4,1,970,143,3.41,1.160,8.1,0.6,2.4,5.0,2.11,7.0,4.9,,burnsbr01
3,John Montefusco,6.8,243.2,ROY-1,1975,25,SFG,NL,15,9,.625,24,2.88,35,34,10,4,0,243.2,210,85,78,11,86,12,215,8,2,6,1018,133,2.57,1.215,7.8,0.4,3.2,7.9,2.50,6.8,4.8,1,montejo01
4,José Fernández,6.2,172.2,ROY-1,2013,20,MIA,NL,12,6,.667,18,2.19,28,28,0,0,0,172.2,111,47,42,10,58,5,187,5,1,3,681,176,2.73,0.979,5.8,0.5,3.0,9.7,3.22,6.2,4.8,1,fernajo02
5,Brandon Webb,6.1,180.2,ROY-3,2003,24,ARI,NL,10,9,.526,19,2.84,29,28,1,1,0,180.2,140,65,57,12,68,4,172,13,1,9,750,165,3.34,1.151,7.0,0.6,3.4,8.6,2.53,6.1,4.8,1,webbbr01
6,Michael Soroka,6.1,174.2,ROY-2,2019,21,ATL,NL,13,4,.765,17,2.68,29,29,0,0,0,174.2,153,56,52,14,41,1,142,7,0,3,701,171,3.45,1.111,7.9,0.7,2.1,7.3,3.46,6.1,4.6,1,sorokmi01
7,Dave Rozema,5.7,218.1,ROY-4,1977,20,DET,AL,15,7,.682,22,3.09,28,28,16,1,0,218.1,222,87,75,25,34,4,92,7,2,2,890,139,3.95,1.173,9.2,1.0,1.4,3.8,2.71,5.7,3.7,,rozemda01
8,Paul Skenes,5.5,126.0,,2024,22,PIT,NL,10,3,.769,13,2.07,21,21,0,0,0,126.0,92,31,29,10,32,0,158,5,1,2,490,202,2.58,0.984,6.6,0.7,2.3,11.3,4.94,5.5,4.4,,skenepa01
9,Dwight Gooden,5.5,218.0,ROY-1,1984,19,NYM,NL,17,9,.654,26,2.60,31,31,7,3,0,218.0,161,72,63,7,73,2,276,2,7,3,879,137,1.69,1.073,6.6,0.3,3.0,11.4,3.78,5.5,3.5,1,goodedw01
10,Michael Fulmer,5.4,159.0,ROY-1,2016,23,DET,AL,11,7,.611,18,3.06,26,26,1,1,0,159.0,136,57,54,16,42,1,132,9,1,1,647,139,3.76,1.119,7.7,0.9,2.4,7.5,3.14,5.4,4.0,1,fulmemi01
11,Freddy García,5.4,201.1,ROY-2,1999,22,SEA,AL,17,8,.680,25,4.07,33,33,2,1,0,201.1,205,96,91,18,90,4,170,10,3,12,888,122,4.10,1.465,9.2,0.8,4.0,7.6,1.89,5.4,3.4,1/H,garcifr03
12,Kevin Appier,5.3,185.2,ROY-3,1990,22,KCR,AL,12,8,.600,20,2.76,32,24,3,3,0,185.2,179,67,57,13,54,2,127,6,1,6,784,139,3.32,1.255,8.7,0.6,2.6,6.2,2.35,5.3,3.6,,appieke01
13,Dennis Eckersley,5.3,186.2,,1975,20,CLE,AL,13,7,.650,20,2.60,34,24,6,2,2,186.2,147,61,54,16,90,8,152,7,2,4,794,144,3.63,1.270,7.1,0.8,4.3,7.3,1.69,5.3,3.4,,eckerde01
14,Craig McMurtry,5.2,224.2,ROY-2,1983,23,ATL,NL,15,9,.625,24,3.08,36,35,6,3,0,224.2,204,86,77,13,88,1,105,1,2,1,943,126,3.76,1.300,8.2,0.5,3.5,4.2,1.19,5.2,3.2,1,mcmurcr01
15,Dave Fleming,5.1,228.1,ROY-3,1992,22,SEA,AL,17,10,.630,27,3.39,33,33,7,4,0,228.1,225,95,86,13,60,3,112,4,1,8,946,117,3.38,1.248,8.9,0.5,2.4,4.4,1.87,5.1,3.0,,flemida01
16,Matt Young,5.1,203.2,,1983,24,SEA,AL,11,15,.423,26,3.27,33,32,5,2,0,203.2,178,86,74,17,79,2,130,7,2,4,851,131,3.83,1.262,7.9,0.8,3.5,5.7,1.65,5.1,3.3,,youngma01
17,Ron Guidry,4.8,210.2,,1977,26,NYY,AL,16,7,.696,23,2.82,31,25,9,5,1,210.2,174,72,66,12,65,2,176,0,0,6,850,140,2.73,1.134,7.4,0.5,2.8,7.5,2.71,4.8,2.9,1/H,guidrro01
18,John Halama,4.8,179.0,,1999,27,SEA,AL,11,10,.524,21,4.22,38,24,1,1,0,179.0,193,88,84,20,56,3,105,7,0,4,763,118,4.47,1.391,9.7,1.0,2.8,5.3,1.88,4.8,3.1,1,halamjo01
19,Fernando Valenzuela,4.8,192.1,ROY-1,1981,20,LAD,NL,13,7,.650,20,2.48,25,25,11,8,0,192.1,140,55,53,11,61,4,180,1,0,4,758,135,2.44,1.045,6.6,0.5,2.9,8.4,2.95,4.8,3.1,1,valenfe01
20,Jered Weaver,4.7,123.0,ROY-5,2006,23,LAA,AL,11,2,.846,13,2.56,19,19,0,0,0,123.0,94,36,35,15,33,1,105,3,0,2,490,177,3.90,1.033,6.9,1.1,2.4,7.7,3.18,4.7,3.5,,weaveje02
21,Hideo Nomo,4.7,191.1,ROY-1,1995,26,LAD,NL,13,6,.684,19,2.54,28,28,4,3,0,191.1,124,63,54,14,78,2,236,5,5,19,780,149,2.89,1.056,5.8,0.7,3.7,11.1,3.03,4.7,3.2,1,nomohi01
22,Roy Oswalt,4.7,141.2,ROY-2,2001,23,HOU,NL,14,3,.824,17,2.73,28,20,3,1,0,141.2,126,48,43,13,24,2,144,6,0,0,575,170,2.84,1.059,8.0,0.8,1.5,9.1,6.00,4.7,3.6,1,oswalro01
23,Frank Tanana,4.6,268.2,,1974,20,CAL,AL,14,19,.424,33,3.12,39,35,12,4,0,268.2,262,104,93,27,77,4,180,8,2,4,1127,110,3.49,1.262,8.8,0.9,2.6,6.0,2.34,4.6,2.2,,tananfr01
24,Mike Harkey,4.6,173.2,ROY-5,1990,23,CHC,NL,12,6,.667,18,3.26,27,27,2,1,0,173.2,153,71,63,14,59,8,94,7,1,8,728,126,3.91,1.221,7.9,0.7,3.1,4.9,1.59,4.6,3.2,1,harkemi01
25,Kodai Senga,4.5,166.1,ROY-2,2023,30,NYM,NL,12,7,.632,19,2.98,29,29,0,0,0,166.1,126,60,55,17,77,0,202,5,1,14,694,140,3.63,1.220,6.8,0.9,4.2,10.9,2.62,4.5,3.1,,sengako01
26,Mark Langston,4.4,225.0,ROY-2,1984,23,SEA,AL,17,10,.630,27,3.40,35,33,5,2,0,225.0,188,99,85,16,118,5,204,8,2,4,965,117,3.56,1.360,7.5,0.6,4.7,8.2,1.73,4.4,2.4,,langsma01
27,John Means,4.4,155.0,ROY-2,2019,26,BAL,AL,12,11,.522,23,3.60,31,27,0,0,0,155.0,138,68,62,23,38,0,121,5,0,5,637,131,4.41,1.135,8.0,1.3,2.2,7.0,3.18,4.4,2.9,1,meansjo01
28,Jeremy Hellickson,4.3,189.0,ROY-1,2011,24,TBR,AL,13,10,.565,23,2.95,29,29,2,1,0,189.0,146,64,62,21,72,8,117,4,1,8,774,128,4.44,1.153,7.0,1.0,3.4,5.6,1.63,4.3,2.5,1,hellije01
29,Cal Eldred,4.2,100.1,ROY-4,1992,24,MIL,AL,11,2,.846,13,1.79,14,14,2,1,0,100.1,76,21,20,4,23,0,62,2,0,3,394,217,2.81,0.987,6.8,0.4,2.1,5.6,2.70,4.2,3.3,,eldreca01
30,J.A. Happ,4.2,166.0,ROY-2,2009,26,PHI,NL,12,4,.750,16,2.93,35,23,3,2,0,166.0,149,55,54,20,56,2,119,5,0,2,685,144,4.33,1.235,8.1,1.1,3.0,6.5,2.13,4.2,3.1,1,happja01
31,Randy Wells,4.2,165.1,ROY-6,2009,26,CHC,NL,12,10,.545,22,3.05,27,27,0,0,0,165.1,165,67,56,14,46,4,104,6,1,3,694,146,3.88,1.276,9.0,0.8,2.5,5.7,2.26,4.2,2.9,1,wellsra01
32,Bill Laskey,4.2,189.1,,1982,24,SFG,NL,13,12,.520,25,3.14,32,31,7,1,0,189.1,186,74,66,14,43,2,88,2,2,2,781,114,3.46,1.210,8.8,0.7,2.0,4.2,2.05,4.2,2.5,1,laskebi01
33,Rolando Arrojo,4.1,202.0,ROY-2,1998,32,TBD,AL,14,12,.538,26,3.56,32,32,2,2,0,202.0,195,84,80,21,65,2,152,19,1,3,853,133,4.23,1.287,8.7,0.9,2.9,6.8,2.34,4.1,2.2,1,arrojro01
34,Mike Boddicker,4.1,179.0,ROY-3,1983,25,BAL,AL,16,8,.667,24,2.77,27,26,10,5,0,179.0,141,65,55,13,52,1,120,0,0,5,711,143,3.23,1.078,7.1,0.7,2.6,6.0,2.31,4.1,2.5,1/DH,boddimi01
35,Daisuke Matsuzaka,4.1,204.2,ROY-4,2007,26,BOS,AL,15,12,.556,27,4.40,32,32,1,0,0,204.2,191,100,100,25,80,1,201,13,0,5,874,108,4.23,1.324,8.4,1.1,3.5,8.8,2.51,4.1,2.1,1,matsuda01
36,Justin Verlander,4.0,186.0,ROY-1,2006,23,DET,AL,17,9,.654,26,3.63,30,30,1,1,0,186.0,187,78,75,21,60,1,124,6,1,5,776,125,4.35,1.328,9.0,1.0,2.9,6.0,2.07,4.0,2.3,1,verlaju01
37,Dennis Lamp,4.0,223.2,,1978,25,CHC,NL,7,15,.318,22,3.30,37,36,6,3,0,223.2,221,96,82,16,56,8,73,4,2,2,928,122,3.67,1.238,8.9,0.6,2.3,2.9,1.30,4.0,2.1,1,lampde01
38,Jeremy Guthrie,4.0,175.1,,2007,28,BAL,AL,7,5,.583,12,3.70,32,26,0,0,0,175.1,165,78,72,23,47,2,123,4,1,8,723,125,4.41,1.209,8.5,1.2,2.4,6.3,2.62,4.0,2.3,1,guthrje01
39,Armando Galarraga,4.0,178.2,ROY-4,2008,26,DET,AL,13,7,.650,20,3.73,30,28,0,0,0,178.2,152,83,74,28,61,2,126,6,0,6,746,119,4.88,1.192,7.7,1.4,3.1,6.3,2.07,4.0,2.3,1,galarar01
40,Ross Baumgarten,3.9,190.2,ROY-4,1979,24,CHW,AL,13,8,.619,21,3.54,28,28,4,3,0,190.2,175,82,75,18,83,1,72,1,1,6,818,121,4.53,1.353,8.3,0.8,3.9,3.4,0.87,3.9,2.2,,baumgro01
41,Tim Hudson,3.9,136.1,ROY-5,1999,23,OAK,AL,11,2,.846,13,3.23,21,21,1,0,0,136.1,121,56,49,8,62,2,132,4,0,6,580,142,3.41,1.342,8.0,0.5,4.1,8.7,2.13,3.9,2.6,1/HD,hudsoti01
42,Mike Mason,3.9,184.1,,1984,25,TEX,AL,9,13,.409,22,3.61,36,24,4,0,0,184.1,159,78,74,18,51,4,113,2,1,5,750,114,3.67,1.139,7.8,0.9,2.5,5.5,2.22,3.9,2.2,,masonmi01
43,Dontrelle Willis,3.9,160.2,ROY-1,2003,21,FLA,NL,14,6,.700,20,3.30,27,27,2,2,0,160.2,148,61,59,13,58,0,142,3,1,7,668,127,3.45,1.282,8.3,0.7,3.2,8.0,2.45,3.9,2.6,1,willido03
44,Tommy Hanson,3.9,127.2,ROY-3,2009,22,ATL,NL,11,4,.733,15,2.89,21,21,0,0,0,127.2,105,42,41,10,46,1,116,5,0,2,522,143,3.50,1.183,7.4,0.7,3.2,8.2,2.52,3.9,2.9,1,hansoto01
45,Kerry Wood,3.9,166.2,ROY-1,1998,21,CHC,NL,13,6,.684,19,3.40,26,26,1,1,0,166.2,117,69,63,14,85,1,233,11,3,6,699,129,3.16,1.212,6.3,0.8,4.6,12.6,2.74,3.9,2.6,1,woodke02
46,Jarrod Parker,3.9,181.1,ROY-5,2012,23,OAK,AL,13,8,.619,21,3.47,29,29,0,0,0,181.1,166,71,70,11,63,3,140,3,0,10,751,112,3.43,1.263,8.2,0.5,3.1,6.9,2.22,3.9,2.1,1,parkeja02
47,Matt Morris,3.9,217.0,ROY-2,1997,22,STL,NL,12,9,.571,21,3.19,33,33,3,0,0,217.0,208,88,77,12,69,2,149,7,3,5,900,131,3.51,1.276,8.6,0.5,2.9,6.2,2.16,3.9,2.2,1/H,morrima01
48,Spencer Strider,3.8,131.2,ROY-2,2022,23,ATL,NL,11,5,.688,16,2.67,31,20,0,0,0,131.2,86,42,39,7,45,1,202,3,0,6,528,154,1.83,0.995,5.9,0.5,3.1,13.8,4.49,3.8,2.7,,stridsp01
49,Collin McHugh,3.8,154.2,ROY-4,2014,27,HOU,AL,11,9,.550,20,2.73,25,25,0,0,0,154.2,117,53,47,13,41,1,157,6,0,6,619,141,3.11,1.022,6.8,0.8,2.4,9.1,3.83,3.8,2.4,1,mchugco01
50,Joe Blanton,3.8,201.1,ROY-6,2005,24,OAK,AL,12,12,.500,24,3.53,33,33,2,0,0,201.1,178,86,79,23,67,3,116,5,2,4,835,124,4.43,1.217,8.0,1.0,3.0,5.2,1.73,3.8,1.8,1,blantjo01
51,Josh Johnson,3.8,157.0,ROY-4,2006,22,FLA,NL,12,7,.632,19,3.10,31,24,0,0,0,157.0,136,63,54,14,68,6,133,4,1,3,659,140,3.99,1.299,7.8,0.8,3.9,7.6,1.96,3.8,2.5,1,johnsjo09
52,Joey Hamilton,3.8,108.2,ROY-5,1994,23,SDP,NL,9,6,.600,15,2.98,16,16,1,1,0,108.2,98,40,36,7,29,3,61,6,0,6,447,139,3.81,1.169,8.1,0.6,2.4,5.1,2.10,3.8,2.9,1,hamiljo02
53,Zack Greinke,3.8,145.0,ROY-4,2004,20,KCR,AL,8,11,.421,19,3.97,24,24,0,0,0,145.0,143,64,64,26,26,3,100,8,1,1,599,120,4.70,1.166,8.9,1.6,1.6,6.2,3.85,3.8,2.4,1,greinza01
54,Junior Guerra,3.7,121.2,,2016,31,MIL,NL,9,3,.750,12,2.81,20,20,0,0,0,121.2,94,40,38,10,43,2,100,3,1,7,492,152,3.70,1.126,7.0,0.7,3.2,7.4,2.33,3.7,2.8,1,guerrju02
55,Ismael Valdéz,3.7,197.2,ROY-7,1995,21,LAD,NL,13,11,.542,24,3.05,33,27,6,2,1,197.2,168,76,67,17,51,5,150,1,3,1,804,124,3.49,1.108,7.6,0.8,2.3,6.8,2.94,3.7,2.2,1,valdeis01
56,Rodrigo López,3.7,196.2,ROY-2,2002,26,BAL,AL,15,9,.625,24,3.57,33,28,1,0,0,196.2,172,83,78,23,62,4,136,5,1,2,809,120,4.12,1.190,7.9,1.1,2.8,6.2,2.19,3.7,1.9,1,lopezro02
57,Aníbal Sánchez,3.7,114.1,ROY-9,2006,22,FLA,NL,10,3,.769,13,2.83,18,17,2,1,0,114.1,90,39,36,9,46,1,72,4,1,4,469,153,4.22,1.190,7.1,0.7,3.6,5.7,1.57,3.7,2.8,1,sanchan01
58,Bruce Ruffin,3.7,146.1,ROY-7,1986,22,PHI,NL,9,4,.692,13,2.46,21,21,6,0,0,146.1,138,53,40,6,44,6,70,1,1,0,600,158,3.27,1.244,8.5,0.4,2.7,4.3,1.59,3.7,2.4,1,ruffibr01
59,Tanner Bibee,3.7,142.0,ROY-2,2023,24,CLE,AL,10,4,.714,14,2.98,25,25,0,0,0,142.0,122,49,47,13,45,0,141,5,2,7,585,144,3.52,1.176,7.7,0.8,2.9,8.9,3.13,3.7,2.5,,bibeeta01
60,Tom Browning,3.6,261.1,ROY-2,1985,25,CIN,NL,20,9,.690,29,3.55,38,38,6,4,0,261.1,242,111,103,29,73,8,155,3,0,2,1083,106,3.81,1.205,8.3,1.0,2.5,5.3,2.12,3.6,1.4,1/H,brownto05
61,Kevin Brown,3.6,191.0,ROY-6,1989,24,TEX,AL,12,9,.571,21,3.35,28,28,7,0,0,191.0,167,81,71,10,70,2,104,4,2,7,798,119,3.52,1.241,7.9,0.5,3.3,4.9,1.49,3.6,1.9,,brownke01
62,Jerry Garvin,3.6,244.2,,1977,21,TOR,AL,10,18,.357,28,4.19,34,34,12,1,0,244.2,247,127,114,33,85,5,127,4,2,2,1046,100,4.55,1.357,9.1,1.2,3.1,4.7,1.49,3.6,1.4,,garvije01
63,Walker Buehler,3.6,137.1,ROY-3,2018,23,LAD,NL,8,5,.615,13,2.62,24,23,0,0,0,137.1,95,43,40,12,37,1,151,6,0,4,541,148,3.04,0.961,6.2,0.8,2.4,9.9,4.08,3.6,2.5,1,buehlwa01
64,Orlando Hernández,3.6,141.0,ROY-4,1998,32,NYY,AL,12,4,.750,16,3.13,21,21,3,1,0,141.0,113,53,49,11,52,1,131,6,2,5,574,142,3.53,1.170,7.2,0.7,3.3,8.4,2.52,3.6,2.2,1,hernaor01
65,John Fulgham,3.6,146.0,,1979,23,STL,NL,10,6,.625,16,2.53,20,19,10,2,0,146.0,123,47,41,10,26,3,75,3,1,2,576,151,3.19,1.021,7.6,0.6,1.6,4.6,2.88,3.6,2.4,1/H,fulghjo01
66,Pat Zachry,3.6,204.0,ROY-1,1976,24,CIN,NL,14,7,.667,21,2.74,38,28,6,1,0,204.0,170,70,62,8,83,4,143,2,3,5,842,128,2.99,1.240,7.5,0.4,3.7,6.3,1.72,3.6,1.9,1,zachrpa01
67,Rick Sutcliffe,3.5,242.0,ROY-1,1979,23,LAD,NL,17,10,.630,27,3.46,39,30,5,1,0,242.0,217,104,93,16,97,6,117,2,6,8,1016,105,3.85,1.298,8.1,0.6,3.6,4.4,1.21,3.5,1.5,1/H,sutclri01
68,Trevor Rogers,3.5,133.0,ROY-2,2021,23,MIA,NL,7,8,.467,15,2.64,25,25,0,0,0,133.0,107,46,39,6,46,2,157,5,1,4,550,160,2.55,1.150,7.2,0.4,3.1,10.6,3.41,3.5,2.4,1/H,rogertr01
69,Shelby Miller,3.5,173.1,ROY-3,2013,22,STL,NL,15,9,.625,24,3.06,31,31,1,1,0,173.1,152,65,59,20,57,0,169,5,0,2,722,122,3.67,1.206,7.9,1.0,3.0,8.8,2.96,3.5,2.1,1,millesh01
70,Hyun Jin Ryu,3.5,192.0,ROY-4,2013,26,LAD,NL,14,8,.636,22,3.00,30,30,2,1,0,192.0,182,67,64,15,49,4,154,1,0,5,783,119,3.24,1.203,8.5,0.7,2.3,7.2,3.14,3.5,2.0,1,ryuhy01
71,Germán Márquez,3.5,162.0,ROY-5,2017,22,COL,NL,11,7,.611,18,4.39,29,29,0,0,0,162.0,174,82,79,25,49,3,147,8,0,6,701,115,4.40,1.377,9.7,1.4,2.7,8.2,3.00,3.5,2.2,1,marquge01
72,Yu Darvish,3.5,191.1,ROY-3,2012,25,TEX,AL,16,9,.640,25,3.90,29,29,0,0,0,191.1,156,89,83,14,89,1,221,10,0,8,816,112,3.29,1.280,7.3,0.7,4.2,10.4,2.48,3.5,1.7,1,darviyu01
73,Dave Righetti,3.5,105.1,ROY-1,1981,22,NYY,AL,8,4,.667,12,2.05,15,15,2,0,0,105.1,75,25,24,1,38,0,89,0,1,1,422,174,2.12,1.073,6.4,0.1,3.2,7.6,2.34,3.5,2.6,,righeda01
74,Luis Gil,3.5,135.2,,2024,26,NYY,AL,13,6,.684,19,3.18,26,26,0,0,0,135.2,89,49,48,13,70,0,156,7,2,6,567,129,3.82,1.172,5.9,0.9,4.6,10.3,2.23,3.5,2.3,,gillu01
75,Mark Redman,3.4,151.1,ROY-6,2000,26,MIN,AL,12,9,.571,21,4.76,32,24,0,0,0,151.1,168,81,80,22,45,0,117,3,0,6,651,109,4.43,1.407,10.0,1.3,2.7,7.0,2.60,3.4,2.0,1,redmama01
76,Steve Trachsel,3.4,146.0,ROY-4,1994,23,CHC,NL,9,7,.563,16,3.21,22,22,1,0,0,146.0,133,57,52,19,54,4,108,3,0,6,612,131,4.51,1.281,8.2,1.2,3.3,6.7,2.00,3.4,2.3,1,trachst01
77,Don Robinson,3.4,228.1,ROY-3,1978,21,PIT,NL,14,6,.700,20,3.47,35,32,9,1,1,228.1,203,98,88,20,57,4,135,3,4,9,937,108,3.33,1.139,8.0,0.8,2.2,5.3,2.37,3.4,1.6,1,robindo01
78,José Rosado,3.4,106.2,ROY-4,1996,21,KCR,AL,8,6,.571,14,3.21,16,16,2,1,0,106.2,101,39,38,7,26,1,64,4,1,5,441,155,3.67,1.191,8.5,0.6,2.2,5.4,2.46,3.4,2.4,,rosadjo01
79,Kyle Freeland,3.4,156.0,ROY-7,2017,24,COL,NL,11,11,.500,22,4.10,33,28,0,0,0,156.0,169,78,71,17,63,4,107,8,2,1,688,123,4.57,1.487,9.8,1.0,3.6,6.2,1.70,3.4,2.2,1/H,freelky01
80,Yordano Ventura,3.4,183.0,ROY-6,2014,23,KCR,AL,14,10,.583,24,3.20,31,30,0,0,0,183.0,168,70,65,14,69,1,159,5,1,11,782,123,3.60,1.295,8.3,0.7,3.4,7.8,2.30,3.4,1.7,1,ventuyo01
81,Scott Kazmir,3.4,186.0,ROY-9,2005,21,TBD,AL,10,9,.526,19,3.77,32,32,0,0,0,186.0,172,90,78,12,100,3,174,10,1,7,818,116,3.76,1.462,8.3,0.6,4.8,8.4,1.74,3.4,1.6,1,kazmisc01
82,Chad Ogea,3.4,106.1,,1995,24,CLE,AL,8,3,.727,11,3.05,20,14,1,0,0,106.1,95,38,36,11,29,0,57,1,1,3,442,154,4.22,1.166,8.0,0.9,2.5,4.8,1.97,3.4,2.4,,ogeach01
83,Dave Freisleben,3.3,211.2,,1974,22,SDP,NL,9,14,.391,23,3.66,33,31,6,2,0,211.2,194,100,86,13,112,9,130,7,2,12,932,97,3.83,1.446,8.2,0.6,4.8,5.5,1.16,3.3,1.6,1,freisda01
84,Casey Mize,3.3,150.1,,2021,24,DET,AL,7,9,.438,16,3.71,30,30,1,0,0,150.1,130,64,62,24,41,0,118,11,0,7,612,114,4.71,1.137,7.8,1.4,2.5,7.1,2.88,3.3,2.0,1,mizeca01
85,Rick Ankiel,3.3,175.0,ROY-2,2000,20,STL,NL,11,7,.611,18,3.50,31,30,0,0,0,175.0,137,80,68,21,90,2,194,6,2,12,735,134,4.12,1.297,7.0,1.1,4.6,10.0,2.16,3.3,1.9,1/H,ankieri01
86,Sandy Alcántara,3.3,197.1,,2019,23,MIA,NL,6,14,.300,20,3.88,32,32,2,2,0,197.1,179,94,85,23,81,5,151,8,1,4,838,110,4.55,1.318,8.2,1.0,3.7,6.9,1.86,3.3,1.7,1,alcansa01
87,Vance Worley,3.3,131.2,ROY-3,2011,23,PHI,NL,11,3,.786,14,3.01,25,21,1,0,0,131.2,116,47,44,10,46,2,119,3,1,2,553,127,3.32,1.230,7.9,0.7,3.1,8.1,2.59,3.3,2.3,1,worleva01
88,Pete Smith,3.3,195.1,,1988,22,ATL,NL,7,15,.318,22,3.69,32,32,5,3,0,195.1,183,89,80,15,88,3,124,1,7,5,837,100,3.86,1.387,8.4,0.7,4.1,5.7,1.41,3.3,1.6,1,smithpe02
89,Jae Weong Seo,3.3,188.1,,2003,26,NYM,NL,9,12,.429,21,3.82,32,31,0,0,0,188.1,193,94,80,18,46,11,110,6,0,2,806,110,3.93,1.269,9.2,0.9,2.2,5.3,2.39,3.3,1.8,1/H,seoja01
90,Ben McDonald,3.3,118.2,ROY-8,1990,22,BAL,AL,8,5,.615,13,2.43,21,15,3,2,0,118.2,88,36,32,9,35,0,65,0,0,5,472,157,3.58,1.037,6.7,0.7,2.7,4.9,1.86,3.3,2.2,,mcdonbe01
91,Jay Tibbs,3.3,100.2,,1984,22,CIN,NL,6,2,.750,8,2.86,14,14,3,1,0,100.2,87,34,32,4,33,1,40,0,0,2,403,132,3.47,1.192,7.8,0.4,3.0,3.6,1.21,3.3,2.4,1,tibbsja01
92,Joe Hesketh,3.3,155.1,ROY-8,1985,26,MON,NL,10,5,.667,15,2.49,25,25,2,1,0,155.1,125,52,43,10,45,2,113,0,3,3,618,138,2.94,1.094,7.2,0.6,2.6,6.5,2.51,3.3,1.9,1/H,heskejo01
93,Lucas Harrell,3.3,193.2,,2012,27,HOU,NL,11,11,.500,22,3.76,32,32,1,1,0,193.2,185,90,81,13,78,5,140,1,3,10,827,107,3.74,1.358,8.6,0.6,3.6,6.5,1.79,3.3,1.7,1/H,harrelu01
94,Steve Sparks,3.2,202.0,ROY-9,1995,29,MIL,AL,9,11,.450,20,4.63,33,27,3,0,0,202.0,210,111,104,17,86,1,96,5,1,5,875,107,4.60,1.465,9.4,0.8,3.8,4.3,1.12,3.2,1.3,,sparkst01
95,Gustavo Chacín,3.2,203.0,ROY-5,2005,24,TOR,AL,13,9,.591,22,3.72,34,34,0,0,0,203.0,213,93,84,20,70,3,121,8,0,3,872,120,4.26,1.394,9.4,0.9,3.1,5.4,1.73,3.2,1.3,1,chacigu01
96,Armando Reynoso,3.2,189.0,ROY-11,1993,27,COL,NL,12,11,.522,23,4.00,30,30,4,0,0,189.0,206,101,84,22,63,7,117,9,6,7,830,120,4.41,1.423,9.8,1.0,3.0,5.6,1.86,3.2,1.7,1/H,reynoar02
97,Kip Young,3.2,105.2,,1978,23,DET,AL,6,7,.462,13,2.81,14,13,7,0,0,105.2,94,34,33,9,30,1,49,2,0,1,421,138,3.67,1.174,8.0,0.8,2.6,4.2,1.63,3.2,2.2,,youngki01
98,Juan Guzmán,3.2,138.2,ROY-2,1991,24,TOR,AL,10,3,.769,13,2.99,23,23,1,0,0,138.2,98,53,46,6,66,0,123,4,0,10,574,142,3.16,1.183,6.4,0.4,4.3,8.0,1.86,3.2,2.0,,guzmaju01
99,Tyler Anderson,3.2,114.1,,2016,26,COL,NL,5,6,.455,11,3.54,19,19,0,0,0,114.1,119,50,45,12,28,2,99,3,3,4,478,137,3.59,1.286,9.4,0.9,2.2,7.8,3.54,3.2,2.3,1/H,anderty01
100,Don August,3.2,148.1,ROY-4,1988,24,MIL,AL,13,7,.650,20,3.09,24,22,6,1,0,148.1,137,55,51,12,48,6,66,0,0,5,614,129,3.90,1.247,8.3,0.7,2.9,4.0,1.38,3.2,1.9,,augusdo01
101,Jack Flaherty,3.2,151.0,ROY-5,2018,22,STL,NL,8,9,.471,17,3.34,28,28,0,0,0,151.0,108,59,56,20,59,3,182,11,0,6,615,116,3.86,1.106,6.4,1.2,3.5,10.8,3.08,3.2,2.0,1/H,flaheja01
102,Masahiro Tanaka,3.1,136.1,ROY-5,2014,25,NYY,AL,13,5,.722,18,2.77,20,20,3,1,0,136.1,123,47,42,15,21,0,141,4,0,4,542,138,3.04,1.056,8.1,1.0,1.4,9.3,6.71,3.1,1.9,1,tanakma01
103,Julio Valera,3.1,188.0,,1992,23,CAL,AL,8,11,.421,19,3.73,30,28,4,2,0,188.0,188,82,78,15,64,5,113,2,0,5,792,106,3.67,1.340,9.0,0.7,3.1,5.4,1.77,3.1,1.4,,valerju01
104,Brad Bergesen,3.1,123.1,,2009,23,BAL,AL,7,5,.583,12,3.43,19,19,1,0,0,123.1,126,52,47,11,32,4,65,5,0,2,519,133,4.10,1.281,9.2,0.8,2.3,4.7,2.03,3.1,2.0,1,bergebr02
105,Charles Nagy,3.1,211.1,ROY-8,1991,24,CLE,AL,10,15,.400,25,4.13,33,33,6,1,0,211.1,228,103,97,15,66,7,109,6,2,6,914,101,3.77,1.391,9.7,0.6,2.8,4.6,1.65,3.1,1.2,,nagych01
106,Aaron Sele,3.1,111.2,ROY-3,1993,23,BOS,AL,7,2,.778,9,2.74,18,18,0,0,0,111.2,100,42,34,5,48,2,93,7,0,5,484,170,3.38,1.325,8.1,0.4,3.9,7.5,1.94,3.1,2.0,,seleaa01
