awardID,yearID,lgID,playerID,pointsWon,pointsMax,votesFirst,unanimous,rookie_of_the_year
Rookie of the Year,1949,NL,newcodo01,21,24,21,0,1
Rookie of the Year,1949,AL,sievero01,10,24,10,0,1
Rookie of the Year,1950,AL,dropowa01,15,24,15,0,1
Rookie of the Year,1950,NL,jethrsa01,11,24,11,0,1
Rookie of the Year,1951,NL,mayswi01,18,24,18,0,1
Rookie of the Year,1951,AL,mcdougi01,13,24,13,0,1
Rookie of the Year,1952,NL,blackjo02,19,24,19,0,1
Rookie of the Year,1952,AL,byrdha01,9,24,9,0,1
Rookie of the Year,1953,AL,kuennha01,23,24,23,0,1
Rookie of the Year,1953,NL,gilliji01,11,24,11,0,1
Rookie of the Year,1954,NL,moonwa01,17,24,17,0,1
Rookie of the Year,1954,AL,grimbo01,15,24,15,0,1
Rookie of the Year,1955,AL,scorehe01,18,24,18,0,1
Rookie of the Year,1955,NL,virdobi01,15,24,15,0,1
Rookie of the Year,1956,NL,robinfr02,24,24,24,1,1
Rookie of the Year,1956,AL,aparilu01,22,24,22,0,1
Rookie of the Year,1957,AL,kubekto01,23,24,23,0,1
Rookie of the Year,1957,NL,sanfoja02,16,24,16,0,1
Rookie of the Year,1958,NL,cepedor01,21,24,21,0,1
Rookie of the Year,1958,AL,pearsal02,14,24,14,0,1
Rookie of the Year,1959,NL,mccovwi01,24,24,24,1,1
Rookie of the Year,1959,AL,allisbo01,18,24,18,0,1
Rookie of the Year,1960,AL,hansero02,22,24,22,0,1
Rookie of the Year,1960,NL,howarfr01,12,24,12,0,1
Rookie of the Year,1961,NL,willibi01,10,16,10,0,1
Rookie of the Year,1961,AL,schwado01,7,20,7,0,1
Rookie of the Year,1962,NL,hubbske01,19,20,19,0,1
Rookie of the Year,1962,AL,treshto01,13,20,13,0,1
Rookie of the Year,1963,NL,rosepe01,17,20,17,0,1
Rookie of the Year,1963,AL,peterga01,10,20,10,0,1
Rookie of the Year,1964,AL,olivato01,19,20,19,0,1
Rookie of the Year,1964,NL,allendi01,18,20,18,0,1
Rookie of the Year,1965,NL,lefebji01,13,20,14,0,1
Rookie of the Year,1965,AL,blefacu01,12,20,12,0,1
Rookie of the Year,1966,AL,ageeto01,16,20,16,0,1
Rookie of the Year,1966,NL,helmsto01,12,20,12,0,1
Rookie of the Year,1967,AL,carewro01,19,20,19,0,1
Rookie of the Year,1967,NL,seaveto01,11,20,11,0,1
Rookie of the Year,1968,AL,bahnsst01,17,20,17,0,1
Rookie of the Year,1968,NL,benchjo01,10,20,10,0,1
Rookie of the Year,1969,NL,sizemte01,14,24,14,0,1
Rookie of the Year,1969,AL,pinielo01,9,24,9,0,1
Rookie of the Year,1970,AL,munsoth01,23,24,23,0,1
Rookie of the Year,1970,NL,mortoca01,11,24,11,0,1
Rookie of the Year,1971,NL,williea02,18,24,18,0,1
Rookie of the Year,1971,AL,chambch01,11,24,11,0,1
Rookie of the Year,1972,AL,fiskca01,24,24,24,1,1
Rookie of the Year,1972,NL,matlajo01,19,24,19,0,1
Rookie of the Year,1973,AL,bumbral01,13,24,13,0,1
Rookie of the Year,1973,NL,matthga01,11,24,11,0,1
Rookie of the Year,1974,AL,hargrmi01,16,24,16,0,1
Rookie of the Year,1974,NL,mcbriba01,16,24,16,0,1
Rookie of the Year,1975,AL,lynnfr01,23,24,23,0,1
Rookie of the Year,1975,NL,montejo01,12,24,12,0,1
Rookie of the Year,1976,AL,fidryma01,22,24,22,0,1
Rookie of the Year,1976,NL,metzgbu01,11,24,11,0,1
Rookie of the Year,1976,NL,zachrpa01,11,24,11,0,1
Rookie of the Year,1977,AL,murraed02,12,28,12,0,1
Rookie of the Year,1977,NL,dawsoan01,10,24,10,0,1
Rookie of the Year,1978,AL,whitalo01,21,28,21,0,1
Rookie of the Year,1978,NL,hornebo01,12,24,12,0,1
Rookie of the Year,1979,NL,sutclri01,20,24,20,0,1
Rookie of the Year,1979,AL,castijo01,7,28,7,0,1
Rookie of the Year,1979,AL,griffal01,7,28,7,0,1
Rookie of the Year,1980,AL,charbjo01,102,140,15,0,1
Rookie of the Year,1980,NL,howest01,80,120,12,0,1
Rookie of the Year,1981,AL,righeda01,127,140,23,0,1
Rookie of the Year,1981,NL,valenfe01,107,120,17,0,1
Rookie of the Year,1982,AL,ripkeca01,132,140,24,0,1
Rookie of the Year,1982,NL,saxst01,63,120,9,0,1
Rookie of the Year,1983,NL,strawda01,106,120,18,0,1
Rookie of the Year,1983,AL,kittlro01,104,140,15,0,1
Rookie of the Year,1984,AL,davisal01,134,140,25,0,1
Rookie of the Year,1984,NL,goodedw01,118,120,23,0,1
Rookie of the Year,1985,NL,colemvi01,120,120,24,1,1
Rookie of the Year,1985,AL,guilloz01,101,140,16,0,1
Rookie of the Year,1986,NL,worreto01,118,120,23,0,1
Rookie of the Year,1986,AL,cansejo01,110,140,16,0,1
Rookie of the Year,1987,AL,mcgwima01,140,140,28,1,1
Rookie of the Year,1987,NL,santibe01,120,120,24,1,1
Rookie of the Year,1988,AL,weisswa01,103,140,17,0,1
Rookie of the Year,1988,NL,saboch01,79,120,11,0,1
Rookie of the Year,1989,AL,olsongr01,136,140,26,0,1
Rookie of the Year,1989,NL,waltoje01,116,120,22,0,1
Rookie of the Year,1990,AL,alomasa02,140,140,28,1,1
Rookie of the Year,1990,NL,justida01,118,120,23,0,1
Rookie of the Year,1991,AL,knoblch01,136,140,26,0,1
Rookie of the Year,1991,NL,bagweje01,118,120,23,0,1
Rookie of the Year,1992,AL,listapa01,122,140,20,0,1
Rookie of the Year,1992,NL,karroer01,116,120,22,0,1
Rookie of the Year,1993,AL,salmoti01,140,140,28,1,1
Rookie of the Year,1993,NL,piazzmi01,140,140,28,1,1
Rookie of the Year,1994,NL,mondera01,140,140,28,1,1
Rookie of the Year,1994,AL,hamelbo01,134,140,25,0,1
Rookie of the Year,1995,NL,nomohi01,118,140,18,0,1
Rookie of the Year,1995,AL,cordoma01,105,140,13,0,1
Rookie of the Year,1996,AL,jeterde01,140,140,28,1,1
Rookie of the Year,1996,NL,hollato01,105,140,15,0,1
Rookie of the Year,1997,AL,garcino01,140,140,28,1,1
Rookie of the Year,1997,NL,rolensc01,140,140,28,1,1
Rookie of the Year,1998,AL,grievbe01,130,140,23,0,1
Rookie of the Year,1998,NL,woodke02,128,160,16,0,1
Rookie of the Year,1999,AL,beltrca01,133,140,26,0,1
Rookie of the Year,1999,NL,willisc01,118,160,17,0,1
Rookie of the Year,2000,NL,furcara01,144,160,25,0,1
Rookie of the Year,2000,AL,sasakka01,104,140,17,0,1
Rookie of the Year,2001,NL,pujolal01,160,160,32,1,1
Rookie of the Year,2001,AL,suzukic01,138,140,27,0,1
Rookie of the Year,2002,NL,jennija01,150,160,27,0,1
Rookie of the Year,2002,AL,hinsker01,122,140,19,0,1
Rookie of the Year,2003,NL,willido03,118,160,17,0,1
Rookie of the Year,2003,AL,berroan01,88,140,12,0,1
Rookie of the Year,2004,NL,bayja01,146,160,25,0,1
Rookie of the Year,2004,AL,crosbbo01,138,140,27,0,1
Rookie of the Year,2005,NL,howarry01,109,160,19,0,1
Rookie of the Year,2005,AL,streehu01,97,140,15,0,1
Rookie of the Year,2006,AL,verlaju01,133,140,26,0,1
Rookie of the Year,2006,NL,ramirha01,105,160,14,0,1
Rookie of the Year,2007,AL,pedrodu01,132,140,24,0,1
Rookie of the Year,2007,NL,braunry02,128,160,17,0,1
Rookie of the Year,2008,NL,sotoge01,158,160,31,0,1
Rookie of the Year,2008,AL,longoev01,140,140,28,1,1
Rookie of the Year,2009,NL,coghlch01,105,160,17,0,1
Rookie of the Year,2009,AL,bailean01,88,160,13,0,1
Rookie of the Year,2010,NL,poseybu01,129,160,20,0,1
Rookie of the Year,2010,AL,felizne01,122,140,20,0,1
Rookie of the Year,2011,NL,kimbrcr01,160,160,32,1,1
Rookie of the Year,2011,AL,hellije01,102,140,17,0,1
Rookie of the Year,2012,AL,troutmi01,140,140,28,1,1
Rookie of the Year,2012,NL,harpebr03,112,160,16,0,1
Rookie of the Year,2013,NL,fernajo02,142,150,26,0,1
Rookie of the Year,2013,AL,myerswi01,131,150,23,0,1
Rookie of the Year,2014,AL,abreujo02,150,150,30,1,1
Rookie of the Year,2014,NL,degroja01,142,150,26,0,1
Rookie of the Year,2015,NL,bryankr01,150,150,30,1,1
Rookie of the Year,2015,AL,correca01,124,150,17,0,1
Rookie of the Year,2016,NL,seageco01,150,150,30,1,1
Rookie of the Year,2016,AL,fulmemi01,142,150,26,0,1
Rookie of the Year,2017,AL,judgeaa01,150,150,30,1,1
Rookie of the Year,2017,NL,bellico01,150,150,30,1,1
Rookie of the Year,2018,NL,acunaro01,144,150,27,0,1
Rookie of the Year,2018,AL,ohtansh01,137,150,25,0,1
Rookie of the Year,2019,AL,alvaryo01,150,150,30,1,1
Rookie of the Year,2019,NL,alonspe01,148,150,29,0,1
Rookie of the Year,2020,AL,lewisky01,150,150,30,1,1
Rookie of the Year,2020,NL,willide03,95,150,14,0,1
Rookie of the Year,2021,NL,indiajo01,148,150,29,0,1
Rookie of the Year,2021,AL,arozara01,124,150,22,0,1
Rookie of the Year,2022,AL,rodriju01,148,150,29,0,1
Rookie of the Year,2022,NL,harrimi04,134,150,22,0,1
Rookie of the Year,2023,AL,hendegu01,150,150,30,1,1
Rookie of the Year,2023,NL,carroco02,150,150,30,1,1
Rookie of the Year,1949,AL,kellnal01,5,24,5,0,0
Rookie of the Year,1949,AL,colemje01,4,24,4,0,0
Rookie of the Year,1949,NL,crandde01,3,24,3,0,0
Rookie of the Year,1949,AL,garcimi01,1,24,1,0,0
Rookie of the Year,1949,AL,grothjo01,1,24,1,0,0
Rookie of the Year,1949,AL,kuzavbo01,1,24,1,0,0
Rookie of the Year,1950,AL,fordwh01,6,24,6,0,0
Rookie of the Year,1950,NL,millebo02,5,24,5,0,0
Rookie of the Year,1950,NL,oconnda02,4,24,4,0,0
Rookie of the Year,1950,AL,carrach01,2,24,2,0,0
Rookie of the Year,1950,NL,churcbu01,2,24,2,0,0
Rookie of the Year,1950,NL,serenbi01,1,24,1,0,0
Rookie of the Year,1951,AL,minosmi01,11,24,11,0,0
Rookie of the Year,1951,NL,nichoch02,4,24,4,0,0
Rookie of the Year,1951,NL,labincl01,2,24,2,0,0
Rookie of the Year,1952,AL,courtcl01,8,24,8,0,0
Rookie of the Year,1952,AL,whitesa02,7,24,7,0,0
Rookie of the Year,1952,NL,wilheho01,3,24,3,0,0
Rookie of the Year,1952,NL,groatdi01,1,24,1,0,0
Rookie of the Year,1952,NL,matheed01,1,24,1,0,0
Rookie of the Year,1953,NL,haddiha01,4,24,4,0,0
Rookie of the Year,1953,NL,jablora01,3,24,3,0,0
Rookie of the Year,1953,NL,brutobi01,2,24,2,0,0
Rookie of the Year,1953,NL,repulri01,2,24,2,0,0
Rookie of the Year,1953,AL,umphlto01,1,24,1,0,0
Rookie of the Year,1953,NL,baczefr01,1,24,1,0,0
Rookie of the Year,1953,NL,greenji02,1,24,1,0,0
Rookie of the Year,1954,AL,finigji01,8,24,8,0,0
Rookie of the Year,1954,NL,bankser01,4,24,4,0,0
Rookie of the Year,1954,NL,conlege01,2,24,2,0,0
Rookie of the Year,1954,AL,kalinal01,1,24,1,0,0
Rookie of the Year,1954,NL,aaronha01,1,24,1,0,0
Rookie of the Year,1955,NL,meyerja01,7,24,7,0,0
Rookie of the Year,1955,AL,klausbi01,5,24,5,0,0
Rookie of the Year,1955,NL,bessedo01,2,24,2,0,0
Rookie of the Year,1955,AL,zauchno01,1,24,1,0,0
Rookie of the Year,1956,AL,colavro01,1,24,1,0,0
Rookie of the Year,1956,AL,francti01,1,24,1,0,0
Rookie of the Year,1957,NL,bouched01,4,24,4,0,0
Rookie of the Year,1957,NL,drottdi01,3,24,3,0,0
Rookie of the Year,1957,AL,malzofr01,1,24,1,0,0
Rookie of the Year,1957,NL,hazlebo01,1,24,1,0,0
Rookie of the Year,1958,AL,durenry01,7,24,7,0,0
Rookie of the Year,1958,AL,bellga01,3,24,3,0,0
Rookie of the Year,1959,AL,perryji01,5,24,5,0,0
Rookie of the Year,1959,AL,snyderu01,1,24,1,0,0
Rookie of the Year,1960,NL,herrepa01,4,24,4,0,0
Rookie of the Year,1960,NL,mahafar01,3,24,3,0,0
Rookie of the Year,1960,NL,santoro01,2,24,2,0,0
Rookie of the Year,1960,AL,estrach01,1,24,1,0,0
Rookie of the Year,1960,AL,gentiji01,1,24,1,0,0
Rookie of the Year,1960,NL,davisto02,1,24,1,0,0
Rookie of the Year,1961,AL,howsedi01,6,20,6,0,0
Rookie of the Year,1961,NL,torrejo01,5,16,5,0,0
Rookie of the Year,1961,AL,robinfl01,2,20,2,0,0
Rookie of the Year,1961,AL,schilch01,2,20,2,0,0
Rookie of the Year,1961,AL,thomale03,2,20,2,0,0
Rookie of the Year,1961,AL,woodja01,1,20,1,0,0
Rookie of the Year,1961,NL,curtija01,1,16,1,0,0
Rookie of the Year,1962,AL,rodgebu01,4,20,4,0,0
Rookie of the Year,1962,AL,allenbe01,1,20,1,0,0
Rookie of the Year,1962,AL,chancde01,1,20,1,0,0
Rookie of the Year,1962,AL,radatdi01,1,20,1,0,0
Rookie of the Year,1962,NL,clenddo01,1,20,1,0,0
Rookie of the Year,1963,AL,wardpe01,6,20,6,0,0
Rookie of the Year,1963,AL,hallji02,4,20,4,0,0
Rookie of the Year,1963,NL,huntro01,2,20,2,0,0
Rookie of the Year,1963,NL,culpra01,1,20,1,0,0
Rookie of the Year,1964,AL,bunkewa01,1,20,1,0,0
Rookie of the Year,1964,NL,cartyri01,1,20,1,0,0
Rookie of the Year,1964,NL,hartji01,1,20,1,0,0
Rookie of the Year,1965,AL,lopezma01,8,20,8,0,0
Rookie of the Year,1965,NL,morgajo02,4,20,4,0,0
Rookie of the Year,1965,NL,linzyfr01,3,20,3,0,0
Rookie of the Year,1966,NL,jacksso01,3,20,3,0,0
Rookie of the Year,1966,AL,nashji01,2,20,2,0,0
Rookie of the Year,1966,NL,fuentti01,2,20,2,0,0
Rookie of the Year,1966,AL,johnsda02,1,20,1,0,0
Rookie of the Year,1966,AL,scottge02,1,20,1,0,0
Rookie of the Year,1966,NL,hundlra01,1,20,1,0,0
Rookie of the Year,1966,NL,jastela01,1,20,1,0,0
Rookie of the Year,1966,NL,jonescl01,1,20,1,0,0
Rookie of the Year,1967,NL,hughedi01,6,20,6,0,0
Rookie of the Year,1967,NL,nolanga01,3,20,3,0,0
Rookie of the Year,1967,AL,smithre06,1,20,1,0,0
Rookie of the Year,1968,NL,koosmje01,9,20,9,0,0
Rookie of the Year,1968,AL,unserde01,3,20,3,0,0
Rookie of the Year,1969,AL,nagymi01,6,24,6,0,0
Rookie of the Year,1969,AL,mayca01,5,24,5,0,0
Rookie of the Year,1969,AL,tatumke01,4,24,4,0,0
Rookie of the Year,1969,NL,laboyco01,3,24,3,0,0
Rookie of the Year,1969,NL,oliveal01,3,24,3,0,0
Rookie of the Year,1969,NL,didiebo01,2,24,2,0,0
Rookie of the Year,1969,NL,hislela01,2,24,2,0,0
Rookie of the Year,1970,NL,carbobe01,8,24,8,0,0
Rookie of the Year,1970,NL,bowala01,3,24,3,0,0
Rookie of the Year,1970,AL,fostero01,1,24,1,0,0
Rookie of the Year,1970,NL,cedence01,1,24,1,0,0
Rookie of the Year,1970,NL,simpswa01,1,24,1,0,0
Rookie of the Year,1971,NL,montawi01,6,24,6,0,0
Rookie of the Year,1971,AL,parsobi01,5,24,5,0,0
Rookie of the Year,1971,AL,manguan01,4,24,4,0,0
Rookie of the Year,1971,AL,griffdo01,3,24,3,0,0
Rookie of the Year,1971,AL,splitpa01,1,24,1,0,0
Rookie of the Year,1972,NL,raderda01,4,24,4,0,0
Rookie of the Year,1972,NL,milnejo01,1,24,1,0,0
Rookie of the Year,1973,AL,garcipe01,3,24,3,0,0
Rookie of the Year,1973,NL,rogerst01,3,24,3,0,0
Rookie of the Year,1973,AL,busbyst01,2,24,2,0,0
Rookie of the Year,1973,AL,medicdo01,2,24,2,0,0
Rookie of the Year,1973,AL,porteda02,2,24,2,0,0
Rookie of the Year,1973,NL,boonebo01,2,24,2,0,0
Rookie of the Year,1973,NL,driesda01,2,24,2,0,0
Rookie of the Year,1973,NL,sosael01,2,24,2,0,0
Rookie of the Year,1973,AL,coggiri01,1,24,1,0,0
Rookie of the Year,1973,NL,ceyro01,1,24,1,0,0
Rookie of the Year,1973,NL,grubbjo01,1,24,1,0,0
Rookie of the Year,1973,NL,lopesda01,1,24,1,0,0
Rookie of the Year,1973,NL,ziskri01,0,24,0,0,0
Rookie of the Year,1974,NL,grossgr01,7,24,7,0,0
Rookie of the Year,1974,AL,dentbu01,3,24,3,0,0
Rookie of the Year,1974,AL,brettge01,2,24,2,0,0
Rookie of the Year,1974,AL,burleri01,1,24,1,0,0
Rookie of the Year,1974,AL,sundbji01,1,24,1,0,0
Rookie of the Year,1974,NL,madlobi01,1,24,1,0,0
Rookie of the Year,1975,NL,cartega01,9,24,9,0,0
Rookie of the Year,1975,NL,eastwra01,1,24,1,0,0
Rookie of the Year,1975,NL,parrila01,1,24,1,0,0
Rookie of the Year,1975,NL,trillma01,1,24,1,0,0
Rookie of the Year,1975,AL,riceji01,0,24,0,0,0
Rookie of the Year,1976,AL,wynegbu01,2,24,2,0,0
Rookie of the Year,1976,NL,cruzhe01,2,24,2,0,0
Rookie of the Year,1977,AL,pagemi02,9,28,9,0,0
Rookie of the Year,1977,NL,hendest01,9,24,9,0,0
Rookie of the Year,1977,AL,willsbu01,4,28,4,0,0
Rookie of the Year,1977,NL,richage01,4,24,4,0,0
Rookie of the Year,1977,AL,rozemda01,2,28,2,0,0
Rookie of the Year,1977,NL,bannifl01,1,24,1,0,0
Rookie of the Year,1978,NL,smithoz01,8,24,8,0,0
Rookie of the Year,1978,AL,molitpa01,3,28,3,0,0
Rookie of the Year,1978,NL,robindo01,3,24,3,0,0
Rookie of the Year,1978,AL,lansfca01,2,28,2,0,0
Rookie of the Year,1978,AL,galeri01,1,28,1,0,0
Rookie of the Year,1978,AL,trammal01,1,28,1,0,0
Rookie of the Year,1979,AL,clearma01,5,28,5,0,0
Rookie of the Year,1979,AL,baumgro01,3,28,3,0,0
Rookie of the Year,1979,AL,davisro02,3,28,3,0,0
Rookie of the Year,1979,AL,putnapa01,3,28,3,0,0
Rookie of the Year,1979,NL,leonaje01,3,24,3,0,0
Rookie of the Year,1979,NL,thompsc01,1,24,1,0,0
Rookie of the Year,1980,NL,gullibi01,53,120,5,0,0
Rookie of the Year,1980,NL,smithlo01,49,120,4,0,0
Rookie of the Year,1980,AL,staplda01,40,140,3,0,0
Rookie of the Year,1980,AL,corbedo01,38,140,3,0,0
Rookie of the Year,1980,AL,garcida01,35,140,3,0,0
Rookie of the Year,1980,AL,burnsbr01,33,140,4,0,0
Rookie of the Year,1980,NL,oestero01,16,120,1,0,0
Rookie of the Year,1980,NL,smithda02,13,120,2,0,0
Rookie of the Year,1980,AL,peterri01,3,140,0,0,0
Rookie of the Year,1980,NL,reardje01,2,120,0,0,0
Rookie of the Year,1980,AL,dotsori01,1,140,0,0,0
Rookie of the Year,1980,NL,durhale01,1,120,0,0,0
Rookie of the Year,1980,NL,hollaal01,1,120,0,0,0
Rookie of the Year,1980,NL,walkbo01,1,120,0,0,0
Rookie of the Year,1981,NL,raineti01,85,120,6,0,0
Rookie of the Year,1981,AL,gedmari01,64,140,5,0,0
Rookie of the Year,1981,AL,ojedabo01,36,140,0,0,0
Rookie of the Year,1981,AL,jonesmi02,8,140,0,0,0
Rookie of the Year,1981,NL,brookhu01,8,120,0,0,0
Rookie of the Year,1981,NL,berenbr01,5,120,0,0,0
Rookie of the Year,1981,NL,bonilju01,5,120,0,0,0
Rookie of the Year,1981,AL,babitsh01,4,140,0,0,0
Rookie of the Year,1981,AL,engleda01,4,140,0,0,0
Rookie of the Year,1981,AL,wittmi01,4,140,0,0,0
Rookie of the Year,1981,NL,penato01,4,120,0,0,0
Rookie of the Year,1981,AL,bellge02,2,140,0,0,0
Rookie of the Year,1981,AL,havenbr01,1,140,0,0,0
Rookie of the Year,1981,AL,wardga01,1,140,0,0,0
Rookie of the Year,1981,NL,wilsomo01,1,120,0,0,0
Rookie of the Year,1982,AL,hrbekke01,90,140,4,0,0
Rookie of the Year,1982,NL,rayjo01,57,120,6,0,0
Rookie of the Year,1982,NL,mcgeewi01,39,120,5,0,0
Rookie of the Year,1982,NL,davisch01,32,120,3,0,0
Rookie of the Year,1982,AL,boggswa01,10,140,0,0,0
Rookie of the Year,1982,NL,deleolu01,10,120,0,0,0
Rookie of the Year,1982,AL,vandeed01,9,140,0,0,0
Rookie of the Year,1982,NL,sandbry01,9,120,1,0,0
Rookie of the Year,1982,AL,gaettga01,4,140,0,0,0
Rookie of the Year,1982,NL,bedrost01,4,120,0,0,0
