Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,NameASCII,PlayerId,MLBAMID
2022,"Adley Rutschman","BAL",113,470,13,70,42,65,86,4,0,0.253768844,0.755813953,0.3538266050054672,19.139655113220215,19.83307790753597,134.94376892348123,173.73288440148033,82.35629064799546,116.92282267986033,113.50607461339706,127.8804628743155,2.0145366191864014,1.9648432731628418,0.18473378601834467,5.645437409980619,"Adley Rutschman",26288,668939
2008,"Evan Longoria","TBR",122,508,27,67,85,46,122,7,0,0.272321428,0.37704918,0.37025502726199133,17.863606929779053,21.145223800270905,128.50680408886592,105.33618129636315,142.62096807549133,101.90872910301248,126.19436509320907,169.36639102439545,0.9696294665336609,1.767784595489502,-0.8253518039362001,5.638725349712198,"Evan Longoria",9368,446334
2023,"Corbin Carroll","ARI",155,645,25,116,76,57,125,54,5,0.284955752,0.456,0.3702759255996692,-6.07646644115448,37.82897171702406,132.00044931653693,100.28590276928855,86.83733473935023,111.82401398096249,121.52995629925272,132.88581103864846,5.188043117523193,3.322558879852295,1.4981213539172105,5.35653033539886,"Corbin Carroll",25878,682998
1984,"Alvin Davis","SEA",152,678,27,80,116,97,78,5,4,0.283950617,1.243589743,0.388589330040076,-1.5490388870239258,30.944817121438675,139.78994287790115,173.28346877321582,86.36273077670427,119.79388635859362,125.03193630285733,159.081966142284,5.231011867523193,3.3617260456085205,1.5842896706286043,5.328770201132789,"Alvin Davis",1003033,113096
2014,"José Abreu","CHW",145,622,36,80,107,51,131,3,1,0.316546762,0.389312977,0.4112368425388116,-14.649203062057495,43.14535292006892,167.40992093473054,106.27801368965551,106.83409660804249,120.9356211974239,148.5002857270592,192.23588819349965,4.196798324584961,4.548276901245117,-0.3847097529506396,5.2719763699511795,"Jose Abreu",15676,547989
2016,"Corey Seager","LAD",157,687,26,105,72,54,133,3,3,0.307814992,0.406015037,0.37214909734264495,-3.209117889404297,32.648824127659736,136.1396119918878,90.96187830530904,94.36169477705599,110.65810968212413,120.36168925959414,123.81083461193612,2.8071699142456055,3.9887988567352295,-1.036976371864132,5.243785146919605,"Corey Seager",13624,608369
2007,"Troy Tulowitzki","COL",155,682,24,104,99,57,130,7,6,0.290640394,0.438461538,0.36400280959174613,22.17853355407715,8.404674605249532,109.00909709514099,94.65444247145214,115.91868869247833,104.90132412084026,109.98296449089047,115.70157784251221,2.334451913833618,0.7408846020698547,1.5414701106504243,5.18068089801508,"Troy Tulowitzki",3531,453064
1987,"Mark McGwire","OAK",151,641,49,97,118,71,131,1,1,0.289048473,0.541984732,0.41068503867958395,-15.538888931274414,45.884276888205264,156.81114286042367,123.91664582418223,132.89405188058916,110.88592285162784,145.1405220222361,204.67104960276225,3.342223882675171,4.441563129425049,-1.1371921926933801,5.135818122513248,"Mark McGwire",1008559,118743
1987,"Kevin Seitzer","KCR",161,725,15,105,83,80,85,12,7,0.322932917,0.94117647,0.3831369592833914,-3.561618685722351,30.391896890713156,133.9822213448712,123.44721898437669,76.23829874497883,119.71411932731681,110.35547894716377,91.35458450500094,2.684962272644043,3.541597366333008,-0.7395226729419719,5.077243656501908,"Kevin Seitzer",1011730,121983
2002,"Austin Kearns","CIN",107,435,13,66,56,54,81,6,3,0.314516129,0.666666666,0.39390770925415886,12.761627197265625,22.618464548428612,138.81516075769014,133.03089028829848,113.95200752576906,119.75677631635111,118.20750494204158,118.01550170887512,0.32050809264183044,1.5467838048934937,-1.2421539551612073,4.956754444989436,"Austin Kearns",332,400290
2002,"Eric Hinske","TOR",151,650,24,99,84,77,138,13,1,0.279151943,0.557971014,0.36497555204140125,4.588622331619263,21.716646804796042,120.58665309639424,140.6943440184622,130.6688296211374,109.95104881449753,113.03465725103119,125.17802124932538,3.830958127975464,2.2155070304870605,1.77731155308043,4.83852790397918,"Eric Hinske",1305,400134
2022,"Michael Harris II","ATL",114,441,19,75,64,21,107,20,2,0.297101449,0.196261682,0.36750358031554653,6.280415058135986,24.107308897736214,136.990621925287,56.990376749530405,107.29244207699551,107.93106826374984,129.2866900670753,140.26154150404432,1.8106982707977295,1.4933165311813354,0.5340873626838851,4.785180280204285,"Michael Harris II",25931,671739
1988,"Chris Sabo","CIN",137,582,11,74,44,29,52,46,14,0.271375464,0.557692307,0.3252816554158926,19.817558228969574,7.801473830117965,106.8846923516263,60.181378914419206,64.09648811285652,98.04448625050995,110.1870372071915,119.38577959769485,0.01915786974132061,0.4086843729019165,-0.3902532239973292,4.766328300401133,"Chris Sabo",1011357,121606
2024,"Jackson Merrill","SDP",146,555,24,74,86,26,98,16,3,0.290384615,0.265306122,0.35077366465449117,3.5589641332626343,23.823840153358358,130.01205057870789,56.867477902675176,78.49993593643444,102.32885686853919,125.09346327449336,136.62506529911045,2.2933661937713623,2.3308186531066895,0.14619945133644485,4.744176422689189,"Jackson Merrill",29490,701538
2023,"Gunnar Henderson","BAL",150,622,28,100,82,56,159,10,3,0.255357142,0.352201257,0.34575130091005285,3.3042897284030914,22.83048746728202,122.87478284804523,107.53300926207476,110.47992779875588,102.44775705451534,118.80797244213576,141.7153742783956,1.4056408405303955,1.863366961479187,-0.29384118804179526,4.731542405575486,"Gunnar Henderson",26289,683002
1993,"Tim Salmon","CAL",142,610,31,93,95,82,135,5,6,0.283495145,0.607407407,0.39744122767251383,-3.3769025802612305,31.17895178914972,143.33414850248073,147.0444348871751,149.66295192911124,113.25128191504155,131.45252028773726,178.8754779459457,2.1580300331115723,2.881664991378784,-0.7924194046147934,4.731431335925192,"Tim Salmon",32,121640
1977,"Bump Wills","TEX",152,617,9,87,62,65,96,28,12,0.286506469,0.677083333,0.34225169837375974,16.486844539642334,9.190844306219574,110.90765922675841,125.54724979084277,120.02757970853568,109.21995575439931,101.28427924267098,89.14629084179369,2.0655627250671387,1.087764024734497,0.8104602294044767,4.728438430739306,"Bump Wills",1014049,124369
2022,"Steven Kwan","CLE",147,638,6,89,52,62,60,19,5,0.29840142,1.033333333,0.3413959780137998,0.8188109397888184,23.874951478599915,124.85473431553302,122.07803819228037,42.32790329091565,120.45905685249836,102.00067212848849,67.80163130219357,0.6965301632881165,0.5606988668441772,0.0877132946656376,4.701470375703939,"Steven Kwan",24610,680757
2019,"Pete Alonso","NYM",161,693,53,103,120,72,183,1,0,0.25963149,0.393442622,0.3841176861585314,-14.474238872528076,40.7472205293898,143.90904982962908,117.26554304633096,120.80895522590116,108.16221277751599,130.9705160029124,172.70173960144479,3.7836320400238037,4.71336555480957,-0.9252909328781889,4.697627267871674,"Pete Alonso",19251,624413
2010,"Jason Heyward","ATL",142,623,18,83,72,91,128,11,6,0.276923076,0.7109375,0.37721887312457564,-0.9679598808288574,26.96152984835204,133.70793264439843,165.3127149526586,111.35437656770206,118.46616176808101,110.41083506300065,118.53041481439364,4.764708518981934,3.8603742122650146,0.8514147759055506,4.671300712076075,"Jason Heyward",4940,518792
1999,"Chris Singleton","CHW",133,530,17,72,72,22,45,20,5,0.300403225,0.488888888,0.34924164698779125,25.245421290397644,3.689471891665805,102.75124668954942,44.21632993252612,54.03550469090369,94.2242206063885,111.30864511099794,114.78917229675201,0.01569598913192749,0.2910189926624298,-0.27497907471644567,4.620525748701151,"Chris Singleton",170,150334
1987,"Devon White","CAL",159,696,24,103,87,39,135,32,11,0.262910798,0.288888888,0.3237079133882242,23.114882469177246,-0.7865037446887486,97.45869838586154,62.688040374834365,126.12953854176578,91.90687708315428,104.08089333973368,112.11339502580829,0.8572725653648376,0.7118930816650391,0.06108042903324573,4.579873487224018,"Devon White",1013862,124164
1982,"Cal Ripken Jr.","BAL",160,655,28,90,93,46,95,3,3,0.264214046,0.484210526,0.3474116191497216,11.434839725494385,11.579818998047735,115.65339667926861,83.2651109549186,115.54313338794266,96.67803081267687,118.03574854917464,152.35866435331346,0.8351137638092041,1.5225894451141357,-0.6931160475662856,4.560659847141467,"Cal Ripken Jr.",1010978,121222
1983,"Bill Doran","HOU",154,629,8,70,39,86,67,12,12,0.271028037,1.283582089,0.33363119084784326,14.591906547546387,7.780624669453772,114.1442887100813,150.58570815079355,79.76059617645724,111.99013714446049,93.45473361855309,73.73368379911645,-0.19619742035865784,0.9115919470787048,-1.1104632673829165,4.420205940001823,"Bill Doran",1003406,113472
2015,"Matt Duffy","SFG",149,612,12,77,77,30,96,12,0,0.294938917,0.3125,0.33124822583354885,8.742762565612793,13.812197547579293,113.07232412420218,61.68235495457517,78.70450203433805,103.17821553764361,104.33065742074632,88.71194894565207,2.201184034347534,0.9762324690818787,1.251409266903258,4.400666311307761,"Matt Duffy",13836,622110
2018,"Ronald Acuña Jr.","ATL",111,487,26,78,64,45,123,16,5,0.29330254,0.365853658,0.38754880256259566,0.37381601333618164,27.40264825134888,142.39255773471092,102.96158066808697,117.05936429474168,111.8153873024688,132.33249850759975,158.3505954019842,1.9589117765426636,2.2612035274505615,-0.12415930060207359,4.394016715460635,"Ronald Acuna Jr.",18401,660670
2012,"Bryce Harper","WSN",139,597,22,98,59,56,120,18,6,0.270168855,0.466666666,0.352335158020559,6.710055947303772,16.848045455593063,120.78513857546774,113.65054142223623,104.6786125101181,104.1397510456022,115.18190960435157,135.04170170107244,1.8702439069747925,2.0101706981658936,-0.060152343033134104,4.3707587893816235,"Bryce Harper",11579,547180
2006,"Hanley Ramirez","FLA",158,700,17,119,59,56,128,51,15,0.292259083,0.4375,0.358357722724942,-2.630279064178467,24.45707002595605,115.82646399460539,90.0704130763355,111.3110982135713,102.76651310134532,108.63968893608553,110.67561084852787,2.3447976112365723,1.7409348487854004,0.8047780265792186,4.366445381882473,"Hanley Ramirez",8001,434670
2008,"Mike Aviles","KCR",102,441,10,68,51,18,58,8,3,0.324582338,0.310344827,0.3595279928475823,14.571829319000244,13.820981210470855,116.72252746139218,47.48072711925713,78.10460943571609,105.24751676201724,113.95228904877317,101.47208662665126,1.3759143352508545,1.0266344547271729,0.3496386896809125,4.349672920623037,"Mike Aviles",5986,449107
1997,"Mike Cameron","CHW",116,446,14,63,55,55,105,23,2,0.258575197,0.523809523,0.34904798643314544,18.462391525506973,9.720475601950103,110.44707358446462,136.27642743156898,142.51346081260664,104.42995667926877,100.8890076883378,110.32747583258045,1.3876781463623047,0.9325984120368958,0.5319387957665125,4.33210423852491,"Mike Cameron",1070,111904
1974,"Greg Gross","HOU",156,676,0,78,36,76,39,12,20,0.31409168,1.948717948,0.3580756147882338,5.80843448638916,13.789922084666483,124.50243415731137,118.93148841904681,47.655941420825584,117.49013318018666,99.40288717125931,53.72574876399744,2.6159918308258057,1.7127385139465332,0.9222611306300905,4.301722516156334,"Greg Gross",1005086,115188
2011,"Wilson Ramos","WSN",113,435,15,48,52,38,76,0,2,0.267352185,0.5,0.3354025191449104,26.110984802246094,1.0093841420956915,110.85481406295787,103.75123181980082,95.33633822774928,102.33904590537884,110.29078402041334,123.01557140917664,-1.2741562128067017,0.12317266315221786,-1.2173344397314125,4.277265577113325,"Wilson Ramos",1433,467092
1999,"Carlos Beltrán","KCR",156,723,22,112,108,46,123,27,8,0.292609351,0.373983739,0.34261739402802743,22.10334277153015,-3.4598298108339858,94.57296568203722,67.77279867883107,108.27031073208848,97.06103967112094,103.14715809780148,97.75185254133598,1.6590739488601685,0.6164233088493347,1.0132592271344132,4.274186316133942,"Carlos Beltran",589,136860
1991,"Jeff Bagwell","HOU",156,650,15,79,82,75,116,7,4,0.294223826,0.646551724,0.37044699397516545,-8.133538246154785,27.895733421763374,138.12808633799486,130.88341411672567,121.73689016569223,118.88842642643166,113.17412846887673,111.12203917132652,2.614264488220215,3.055657148361206,-0.4952913517970168,4.268067295509282,"Jeff Bagwell",547,110432
1997,"Scott Rolen","PHI",156,657,21,93,92,76,138,16,6,0.283422459,0.550724637,0.3710045072422641,4.375513672828674,17.82031622758732,120.59124279656271,126.50446352829276,127.62735517847794,110.26479587055668,110.4357579275995,120.38902883228168,3.635279655456543,3.1555287837982178,0.4451621913717809,4.23533809551063,"Scott Rolen",970,121409
2006,"Dan Uggla","FLA",154,683,27,105,90,48,123,6,6,0.281505728,0.390243902,0.3495114136625219,7.446869850158691,13.395909850129366,110.04617742316024,79.12481328918389,109.62533814778534,98.7550078450937,108.47884430631008,116.5877268718023,0.6428622603416443,1.4052170515060425,-0.7087577555218564,4.216607590975314,"Dan Uggla",3442,462564
2008,"Jacoby Ellsbury","BOS",145,609,9,98,47,41,80,50,11,0.279783393,0.5125,0.32282732345571563,18.810315370559692,2.116695321266774,90.53288852176435,78.31591285505444,78.01173795783214,99.8312508657598,93.47333730824802,74.3837456202605,-0.35705238580703735,-0.24350830912590027,-0.11547234520840366,4.184338705773831,"Jacoby Ellsbury",4727,453056
2010,"Austin Jackson","DET",151,675,4,103,41,47,170,27,6,0.292880258,0.276470588,0.3288681642737931,7.4668097496032715,8.289331933566883,101.20664727903701,81.79352116444004,144.27732757186013,105.22603755918524,98.02793618212392,72.48804367914404,0.7033398747444153,0.3762706518173218,0.3465753881696205,4.071640990146893,"Austin Jackson",9848,457706
2012,"Yoenis Cespedes","OAK",129,540,23,70,82,43,102,16,4,0.291581108,0.421568627,0.3675903808290713,-4.419570088386536,24.483541423954787,136.231461864311,99.1723492905421,98.35588837055113,110.93827053386718,122.60172570822836,136.8089799377795,3.8971478939056396,3.139683246612549,1.0459090415306775,4.0089604688697,"Yoenis Cespedes",13110,493316
2016,"Trea Turner","WSN",73,324,13,53,40,14,59,33,6,0.342019543,0.237288135,0.3951087446860325,5.911481857299805,22.874571498503485,145.5502271437354,50.00407724703698,88.75806568842366,112.17665852644349,133.24829350886247,136.30975585355085,1.0208219289779663,2.3668313026428223,-1.290013651196861,3.9970179868726534,"Trea Turner",16252,607208
2018,"Joey Wendle","TBR",139,545,7,62,61,37,96,16,4,0.299794661,0.385416666,0.337726273319938,5.496777772903442,14.576271474780732,117.27994252085674,81.78105137577441,80.83125470443716,110.93172372009366,104.4926143155835,81.2451518299159,1.758216381072998,0.9021256566047668,0.8290373809626401,3.9817225832151,"Joey Wendle",13853,621563
2015,"Francisco Lindor","CLE",99,438,12,50,51,27,69,12,2,0.312820512,0.391304347,0.35776533870136035,10.795665740966797,12.21361849012292,125.68306076369338,80.14049103410397,79.53653915341849,110.85791744018691,116.65759460546315,107.61027278296882,0.24250385165214539,1.5210373401641846,-1.2584791323135478,3.961416826357679,"Francisco Lindor",12916,596019
2017,"Cody Bellinger","LAD",132,548,39,87,97,64,146,10,3,0.266666666,0.438356164,0.37990497450962246,-7.836012154817581,28.757431483496664,137.83140883277358,129.80424358013724,126.85174311541745,105.57734798961187,132.9416075007002,178.83071040595803,4.008367538452148,3.1223535537719727,1.0171797638730204,3.959209105877936,"Cody Bellinger",15998,641355
2013,"Yasiel Puig","LAD",104,432,19,66,42,36,97,11,8,0.319371727,0.37113402,0.39794315054942747,-2.4586037397384644,26.03991584154467,160.17148870204286,104.26738751681893,118.34363702574717,121.19613876961608,133.28046034423463,150.18692269120504,1.6540461778640747,3.035421848297119,-1.3917143273268882,3.9479723871003594,"Yasiel Puig",14225,624577
2023,"James Outman","LAD",151,567,23,86,70,68,181,16,3,0.248447204,0.375690607,0.34430457288300614,4.471383690834045,15.80971712302292,117.64890093138044,136.09764185094,143.03809027013583,109.11159211594395,104.88202916995704,113.16478689485379,1.1952500343322754,0.6302467584609985,0.6765591481312623,3.947763118438759,"James Outman",24770,681546
2021,"Randy Arozarena","TBR",141,604,20,94,69,56,170,20,10,0.274102079,0.329411764,0.34959715108076733,-3.1979947090148926,21.798226742543793,127.12177791959417,109.39286178716601,123.02905819063497,112.4542577071228,110.49356711593221,109.11372262550046,2.2012853622436523,1.6657496690750122,0.5044248689126674,3.9388075189739675,"Randy Arozarena",19290,668227
1982,"Wade Boggs","BOS",104,381,5,51,44,35,21,1,0,0.349112426,1.666666666,0.3778325295320465,12.998512029647827,13.06052206300782,128.46003969802172,108.9154789802745,43.90926379965418,123.77151655834957,109.56351862376667,66.31973587431833,0.7929220199584961,1.0454087257385254,-0.27766589367231465,3.9209644693210572,"Wade Boggs",1001124,111153
2010,"Buster Posey","SFG",108,443,18,58,67,30,55,0,2,0.305418719,0.545454545,0.37143581670168874,7.427444815635681,16.67044303894158,133.74464022125153,76.64263747488367,67.289039622228,107.44090099225735,122.31916847346376,132.22366289580148,0.992110013961792,1.9803352355957031,-0.9971705746155558,3.903909861833082,"Buster Posey",9166,457763
2014,"Danny Santana","MIN",101,430,7,70,40,19,98,20,4,0.318518518,0.193877551,0.3615413873552162,1.4803707003593445,20.570581271003515,131.9337626580956,57.27284784590542,115.60765464743692,111.50666999167444,120.55296682847026,111.30856729191085,0.3879255950450897,1.0349539518356323,-0.6811958047264666,3.902495653225242,"Danny Santana",10322,542454
1988,"Roberto Alomar","SDP",143,611,9,84,41,47,83,24,6,0.266055045,0.56626506,0.3190096033831774,11.26724910736084,6.560307845643289,106.81679419492073,92.90600158044442,97.4520000047925,102.43256775025986,101.45530270903636,96.42467835525589,0.8127121329307556,1.304432988166809,-0.5336498695647532,3.9019210944459513,"Roberto Alomar",860,110183
2018,"Miguel Andujar","NYY",149,606,27,83,92,25,97,2,1,0.296684118,0.257731958,0.36097110255269815,-4.155951023101807,21.071344968254444,129.30006415117322,49.695246546623984,73.45201265042634,103.02314757935767,126.51179442334006,138.10257907574032,1.4167643785476685,1.6451976299285889,-0.18445490005347187,3.8710615163205846,"Miguel Andujar",15878,609280
2006,"Ryan Zimmerman","WSN",157,682,20,84,110,61,120,11,8,0.286644951,0.508333333,0.35076495730912294,6.144420623779297,10.929015406696829,112.30577616715236,100.70189117200322,107.10837019179307,102.31071745562943,106.47511355945127,108.34746346823208,4.479013919830322,1.266838550567627,2.7125986488379894,3.849710395335845,"Ryan Zimmerman",4220,475582
2019,"Yordan Alvarez","HOU",87,369,27,58,78,52,94,0,0,0.313099041,0.553191489,0.43207024335861205,-9.294977247714996,35.12085519446466,176.51964809676525,165.75339452627983,111.41360509471066,127.42734600739152,148.8212250630293,183.44144592012458,1.040183424949646,3.166377544403076,-1.9971220921008672,3.805561583516438,"Yordan Alvarez",19556,670541
2015,"Odúbel Herrera","PHI",147,537,8,64,41,28,129,16,8,0.296969696,0.217054263,0.3333401565713094,9.893986821174622,8.89038018530708,110.55686442155815,65.61072952477087,120.53000878174885,106.12730543615389,102.03886706089851,81.07168534889034,-0.26006990671157837,0.6032754778862,-0.876713764669682,3.7545362895631773,"Odubel Herrera",11476,546318
2023,"Nolan Jones","COL",106,424,20,60,62,53,126,20,4,0.297002724,0.42063492,0.3949954907571335,1.6304430961608887,21.53522913434494,137.09926002297104,141.85177040178363,133.15604167831313,120.37659188623951,130.18254828377297,147.29686110404265,2.5271055698394775,2.0507736206054688,0.621037894971435,3.7498151009347107,"Nolan Jones",20529,666134
1984,"Carmelo Martinez","SDP",149,570,13,64,66,68,82,1,3,0.25,0.829268292,0.33091536669764837,11.649995803833008,6.078208182871485,111.08109272967968,137.1121177384752,105.5688154916379,103.6774482976968,103.29829635353624,121.67325541593226,1.3673914670944214,-0.05914159119129181,1.3609567763988812,3.7386748901844715,"Carmelo Martinez",1008157,118361
2007,"Dustin Pedroia","BOS",139,581,8,86,50,47,42,7,1,0.317307692,1.119047619,0.36380232116450434,5.2871246337890625,12.760594956944487,117.48756429557135,94.44551449176537,43.287901951692945,112.32360531765954,104.39799851880464,81.86550028169724,0.6941662430763245,0.5919689536094666,0.14569063743462318,3.72203371362068,"Dustin Pedroia",8370,456030
1984,"Tim Teufel","MIN",157,652,14,76,61,76,73,1,3,0.262323943,1.04109589,0.3363024917347038,13.727949142456055,1.3822754107784565,103.17066557747829,141.18257231109504,84.04980767852726,107.03627211864732,100.46908081129813,102.36816223741059,2.538914680480957,0.2564188838005066,2.28260052212649,3.7189666398136887,"Tim Teufel",1012940,123212
1981,"Tim Raines","MON",88,363,5,61,37,45,31,71,11,0.303514376,1.451612903,0.3746087054966548,-2.612823486328125,24.527370772223257,136.2575451600563,142.87721108376303,72.65380959913907,119.34916809293881,116.38851540630648,118.07902274794884,3.252328395843506,2.7474098205566406,0.22174514942587242,3.7083823073422586,"Tim Raines",1406,120891
2024,"Jackson Chourio","MIL",136,527,21,76,77,38,106,20,7,0.273291925,0.358490566,0.34278169205819053,1.826995849609375,16.440340180494694,120.63278984396003,87.529931130519,89.41933983276071,104.37045015440481,117.71316048009356,128.53912850578732,2.1812078952789307,1.3462388515472412,0.8493193582662055,3.708328661949568,"Jackson Chourio",28806,694192
2018,"Harrison Bader","STL",138,427,12,61,37,31,125,15,3,0.263852242,0.248,0.32642111168088506,14.798492193222046,8.050900333922456,106.89521984382128,80.8957049838171,135.67884816016422,102.21389681283823,101.21322900400564,96.9173689939151,1.0621060132980347,0.32805970311164856,0.7817143864597018,3.6977439005885215,"Harrison Bader",18030,664056
2015,"Jung Ho Kang","PIT",126,467,15,60,58,28,99,5,4,0.287410926,0.282828282,0.35593999976519597,2.1623455286026,18.20022849104551,127.59097214233233,75.44531368966037,106.36483665076267,109.66773846743874,112.43981305053224,115.97487415550827,2.452590227127075,1.6234002113342285,0.6936256534531537,3.692533946317809,"Jung Ho Kang",17182,628356
2019,"Victor Robles","WSN",155,617,17,86,65,35,140,28,9,0.254578754,0.25,0.31671895704379205,20.741883277893066,-2.4132152168401424,91.92766416133715,64.02565664861575,103.80640361365585,98.43940600326032,94.23483307642155,88.05694243842673,0.8363359570503235,0.5185907483100891,0.3820401508240364,3.6906891093508434,"Victor Robles",18363,645302
2019,"Bryan Reynolds","PIT",134,546,16,83,68,46,121,3,2,0.313645621,0.380165289,0.3710365610899943,-0.23134613037109375,20.815654305375265,130.01199526304546,95.09032871440765,101.38506872887676,114.03330081785832,113.02749090851245,101.18477944481559,2.685716152191162,1.9303656816482544,0.8195715033115087,3.689931282736035,"Bryan Reynolds",19326,668804
2018,"Juan Soto","WSN",116,494,22,77,70,79,99,5,2,0.292270531,0.797979797,0.39176320560723854,-7.842535972595215,28.385316540482314,145.581137397105,178.19347221935615,92.88343248788475,124.10623698922574,123.92814236553036,137.52200059883512,3.464200019836426,3.0553784370422363,0.22257480772338267,3.671445604805432,"Juan Soto",20123,665742
1997,"Andruw Jones","ATL",153,467,18,60,70,56,107,20,11,0.230576441,0.523364485,0.3294906371313593,24.843505144119263,-2.9397380869941943,96.23286809536499,131.13806473851585,139.21849951230013,96.10637129305061,98.00585483442474,120.44125018251492,0.0479140430688858,0.5228463411331177,-0.4793323166955421,3.661659793898083,"Andruw Jones",96,116662
2024,"Austin Wells","NYY",105,374,13,39,50,42,79,1,2,0.246875,0.531645569,0.33045380924086787,18.375011801719666,4.612922820942419,115.54833289074857,138.7506518453995,93.98266577039035,108.29570593059519,106.95143383176537,113.5942644133498,0.4394674599170685,0.042069800198078156,0.4456018256378065,3.643493611913967,"Austin Wells",27562,669224
1982,"Johnny Ray","PIT",162,703,7,79,63,36,34,16,7,0.281298299,1.058823529,0.3131949823609618,14.985150814056396,-3.390068814880327,95.13468504687967,61.05162592538262,38.37356945676959,96.7121809401255,98.93725669629599,83.52014530355702,0.6103219985961914,-0.5763949155807495,1.169350951551761,3.624309848229176,"Johnny Ray",1010727,120954
2003,"Marlon Byrd","PHI",135,553,7,86,45,44,94,11,1,0.303030303,0.468085106,0.34483175214393674,7.226004958152771,11.34834010514869,108.56599266490834,88.20910215964088,105.41187179857604,107.51713264481432,97.0326479389397,70.91575843038723,0.6660076379776001,0.6567016839981079,0.013896436197278428,3.6148956762600823,"Marlon Byrd",950,407781
