Season,Name,Team,PA,HR,R,RBI,SB,CS,OPS,wOBA,WAR,BsR,Def,Off,wRC+,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,MLBAMID,league,award_id,rookie_of_the_year,rom_Awards,rom_award_id,K%+_rank,wOBA_rank,WAR_rank,wRC+_rank,AVG+_rank,BB%+_rank,OBP+_rank,SLG+_rank,ISO+_rank,Def_rank,mean_rank,batter_rank,rookie_leader
2004,Brad Hawpe,COL,118,3,12,9,1,1.0,0.722033898,0.3063203568043916,-0.5168925776923934,-0.9577866706531496,-3.5459368228912354,-5.742683385840074,68.54367369743343,91.87553767618616,103.04316838657869,176.30313952108918,94.35474216400348,91.55173541632632,91.03040504049184,111.68103173134848,425547,NL,NL,0,0.0,NL,45,29,40,36,30,11,27,24,22,32,29.6,31,0
2018,Carlos Tocci,TEX,135,0,11,5,0,3.0,0.554651162,0.2464718749356824,-0.518322882273683,-1.2946928980527446,0.9671194553375244,-10.617723826600583,42.23168481679414,90.07433170810334,62.461402813508,132.56700024078566,85.1202118485191,68.0105623590413,34.97029304671616,111.89870620075008,624636,AL,AL,0,0.0,AL,48,61,56,61,46,47,50,61,62,16,50.8,61,0
2021,Jarred Kelenic,SEA,377,14,41,43,6,4.0,0.615400356,0.2702309354863053,-0.5191669617022876,0.0834555756300687,-5.792241305112839,-12.286220282440286,73.20122685134669,73.59569748871041,112.66760147904418,122.90236259121494,83.79788011487963,84.22451113068699,99.62169411859388,73.9404578514924,672284,AL,AL,0,0.0,AL,39,58,67,55,65,18,58,55,34,61,51.0,62,0
2013,Jake Elmore,HOU,136,2,16,6,1,6.0,0.638432835,0.2886515975888096,-0.5214103798982889,-1.8311547506600616,-4.098445532843471,-5.116624908163226,78.73711125442796,94.25782758409362,117.46839113479498,74.70659632276585,97.65307821834274,80.14582831894764,55.882711750572675,91.48951656495846,518653,AL,AL,0,0.0,AL,3,39,60,37,33,11,24,48,48,52,35.5,38,0
2014,Adrian Nieto,CHW,118,2,8,7,0,1.0,0.635274814,0.2866822341214055,-0.5237351575975966,-1.0788618049118668,-4.878863334655762,-3.607979942162017,80.5009386579191,92.97546047054584,87.87627046326321,163.35429620527248,93.44342402356418,86.815284734509,75.45338815223018,116.91301945638617,543589,AL,AL,0,0.0,AL,57,35,53,35,36,24,32,35,34,48,38.9,43,0
2010,Josh Bell,BAL,161,3,15,12,0,1.0,0.525489276,0.2313143348101503,-0.5296877390844622,-1.388707393780351,3.1969806253910065,-13.91087055102731,33.894471720518276,82.12240170417103,14.59247421198084,188.5831714354032,68.15239604340626,74.04325357084748,59.76429910539156,101.81375836333436,458679,AL,AL,0,0.0,AL,60,59,55,60,50,60,60,52,48,15,51.9,59,0
2010,Michael Brantley,CLE,325,3,38,22,10,2.0,0.622549481,0.2797920926709041,-0.5303246074454674,2.3491450920701027,-8.337441742420197,-8.093402979245749,72.69089795052814,94.39440660658808,79.5177602522379,66.98123865193071,90.203435184859,80.10445422562866,54.84862062125171,91.78259545889836,488726,AL,AL,0,0.0,AL,7,46,56,42,36,34,41,46,52,51,41.1,45,0
2005,Rickie Weeks Jr.,MIL,414,13,56,42,15,2.0,0.726968715,0.32206735916254,-0.5349097081956715,-3.092583421501331,-11.617437481880188,-7.199112828507158,92.10124376756846,88.9842062921592,109.97718819829583,143.94146360509802,98.13459515723136,92.22616400910717,97.69208739701504,97.00263037656512,430001,NL,NL,0,0.0,NL,44,29,50,29,47,20,26,31,22,54,35.2,41,0
2016,Adalberto Mondesi,KCR,149,2,16,13,9,1.0,0.512250711,0.225561829296859,-0.5358887602389372,1.874175139470026,-0.1970980167388916,-10.092869591216669,33.10605715259653,71.93102273395696,50.21068759880477,155.94000810377636,71.71844183517058,66.40927260675278,57.86674782964154,90.59645547538034,609275,AL,AL,0,0.0,AL,58,62,56,62,61,54,62,60,55,30,56.0,62,0
2022,Tyler Nevin,BAL,184,2,17,16,0,0.0,0.560059539,0.260553865329079,-0.5375914831516627,-0.852809242438525,-3.686381340026855,-7.219552234760209,69.25091813201317,81.42926134298636,136.54591260709736,112.5216764246347,96.6257981761508,66.65198892136014,42.655400416437026,89.40991571372398,663527,AL,AL,0,0.0,AL,42,67,72,61,68,11,38,73,73,58,56.3,69,0
2012,Steve Clevenger,CHC,215,1,16,16,0,1.0,0.536847025,0.2420813455138095,-0.5442784251783266,-2.0912486487068236,4.492657423019409,-16.226590373147104,44.83278215697972,77.0403269557017,90.16527930604502,94.46636144758084,79.7629444106685,66.80167918736713,49.32199170201538,80.86326199479721,502182,NL,NL,0,0.0,NL,22,58,57,58,57,25,58,57,58,12,46.2,56,0
2008,Brandon Jones,ATL,128,1,16,17,1,0.0,0.708551724,0.3049650846458063,-0.5461713410332124,1.1331302563194183,-7.833266973495483,-1.7555975080130626,82.02068776924627,99.98429710297056,60.00234286055753,127.59446969040484,92.0067845909255,93.00199455928365,81.27247699319634,113.08259132368865,447761,NL,NL,0,0.0,NL,38,38,51,39,24,45,38,29,30,56,38.8,43,0
2018,Dustin Fowler,OAK,203,6,19,23,6,4.0,0.610324301,0.2633728059054595,-0.5471481313027772,-1.1452173388097435,-3.055462896823883,-9.199946725268292,66.80892939269756,89.65732077971496,47.472423957431346,106.2444886889502,80.36402265999125,85.0132028887923,78.0586900826394,89.17800752492766,641583,AL,AL,0,0.0,AL,27,50,57,49,47,58,56,47,40,43,47.4,54,0
2014,Ryan Goins,TOR,193,1,14,15,0,1.0,0.479274381,0.2116506510877354,-0.553872073231522,-0.8864026290830225,5.140545725822449,-16.261515774684383,27.52510277209332,74.05161521466594,33.579662046230446,110.38776814886234,65.9159730367638,69.20174793029439,60.25659881702276,79.6485942194107,572365,AL,AL,0,0.0,AL,28,61,54,61,53,58,61,56,43,12,48.7,59,0
2011,Anthony Rizzo,SDP,153,1,9,9,2,1.0,0.523233251,0.2484742434401261,-0.5539687480877817,-1.210224725306034,-1.4096077680587769,-8.510664387062747,58.68741514364882,54.28640851759404,163.01470676695294,164.0591787451376,86.08612638623869,60.06126105778057,70.43588595158468,70.17461814082714,519203,NL,NL,0,0.0,NL,62,61,55,59,64,1,54,64,43,33,49.6,59,1
2007,Justin Upton,ARI,152,2,17,11,2,0.0,0.64718045,0.2743184953122525,-0.557983166860949,0.6161109511740506,-2.135933041572571,-8.6026719382403,53.28628943863397,81.18504424940863,81.95956049017387,148.03098151831705,82.67767060763747,83.56068724507286,87.53075913996679,94.34570411344296,457708,NL,NL,0,0.0,NL,44,42,46,43,44,30,44,36,22,36,38.7,45,0
2017,Rio Ruiz,ATL,173,4,22,19,1,0.0,0.58990366,0.2605248381232106,-0.5583953336865983,0.1188359740190208,-1.283130407333374,-10.281706888788628,53.22509497933604,73.98598351122206,122.0666346434728,112.83969291186052,84.90709353963229,70.13980136760485,64.42642779374005,75.83041331062938,547004,NL,NL,0,0.0,NL,30,60,59,61,61,16,53,59,51,30,48.0,57,0
2016,Ji Man Choi,LAA,129,5,9,12,2,4.0,0.610603543,0.2670749532990157,-0.5598615615453542,-1.5195795034524051,-3.104212999343872,-6.742332222411862,66.27935272614245,65.89395476490417,154.65410804531882,101.31567359042836,84.32013201231922,80.04689115801106,101.94245090298116,57.86891144663304,596847,AL,AL,0,0.0,AL,26,55,57,53,62,4,56,51,28,48,44.0,54,0
2015,Rafael Ynoa,COL,131,0,14,9,1,0.0,0.615505753,0.268035679597121,-0.5602746891867799,0.3470592475496232,-2.1126879155635834,-7.212524504326448,50.47530952079825,99.81898744640996,28.8164895344143,107.24239405272009,85.4371647472521,82.61620013217825,52.66467749568736,109.0502479629328,501255,NL,NL,0,0.0,NL,33,61,67,66,39,68,59,59,65,45,56.2,67,0
2003,Omar Infante,DET,244,0,24,8,6,3.0,0.53592685,0.2456572169584852,-0.5614876431017093,0.9755671550519764,1.3529800176620483,-15.473342583690911,46.126941496666255,82.80894188061232,89.31118505940437,96.55134831965174,83.25191637581602,60.18459410774369,22.512213652486903,89.50344773533104,408299,AL,AL,0,0.0,AL,12,43,41,42,38,17,39,44,44,20,34.0,40,0
2022,Vidal Bruján,TBR,162,3,13,16,5,5.0,0.486898462,0.220062607968295,-0.5622468210655793,-0.5928494497202337,0.5672452244907618,-11.016214774482544,42.82244217929427,67.3305808592145,93.05351086955773,102.79758060330684,73.83035162040639,65.97739614927063,63.77998002745944,66.52708687315818,660644,AL,AL,0,0.0,AL,28,78,73,77,79,36,77,74,63,24,60.9,74,0
2022,Cal Mitchell,PIT,232,5,21,17,3,1.0,0.634770888,0.2810254169232917,-0.563392568877267,0.5719093168154359,-7.828489065170288,-5.554856484759939,77.27013120632319,93.19133656395782,92.85501052775534,99.11498091665275,91.06360499821302,87.71430226137153,79.12868080832766,94.64830105714697,668751,NL,NL,0,0.0,NL,27,53,74,54,47,37,53,52,53,73,52.3,63,0
2015,James McCann,DET,425,7,32,41,0,1.0,0.683445779,0.2972144524162002,-0.563723841706287,-5.7783750598318875,-5.730464935302734,-13.468248971591876,84.36398926804047,103.27512582538496,48.943316296096626,106.91663672002224,93.25933288328866,93.54209661231415,77.70091028074876,109.58890523424093,543510,AL,AL,0,0.0,AL,32,50,68,52,32,63,48,49,51,61,50.6,60,0
2023,Casey Schmitt,SFG,277,5,28,30,2,1.0,0.579585123,0.2539957652996926,-0.5661076491401273,-0.8047062857076526,0.0928096771240234,-15.245065799968213,57.91960780719475,82.20342340124024,53.25842536317328,105.14527825033193,79.02626062957962,77.8142411623312,71.22259275157813,85.09506127934829,669477,NL,NL,0,0.0,NL,31,70,70,69,69,71,71,65,54,46,61.6,71,0
2014,Rymer Liriano,SDP,121,1,13,6,4,1.0,0.555311243,0.2531807795166969,-0.567361088820286,-0.2939434174913913,-3.313892126083374,-5.523133574824649,61.50034025572907,85.88013899722141,95.0366904815068,161.1439954116354,90.3845670624208,67.2671226757687,32.96896985603519,108.25805747696904,542642,NL,NL,0,0.0,NL,56,51,55,49,46,20,38,59,59,44,47.7,57,0
2004,Tim Olson,ARI,114,2,8,5,1,0.0,0.620472583,0.2832304413339733,-0.5677780187385947,-0.5219061879906803,-3.2761645317077637,-6.400289570206953,59.99903243900976,68.85200886308321,155.13995510201852,96.61193669555963,88.15818001262957,73.14700490246831,80.0621790330779,69.61934426010113,425633,NL,NL,0,0.0,NL,16,39,41,40,47,2,35,40,25,31,31.6,36,0
2019,Yonathan Daza,COL,105,0,7,3,1,0.0,0.494256259,0.2212444952556065,-0.5679241969623818,0.421095841564238,1.7488974072039127,-10.945805742767009,17.94838431291704,79.95358395671067,75.24539001793329,91.49793004755084,77.7197836806429,53.27515574811535,16.522024207274942,86.481078791952,602074,NL,NL,0,0.0,NL,19,73,65,74,69,48,73,73,74,19,58.7,68,0
2009,Michael Brantley,CLE,121,0,10,11,4,4.0,0.706547618,0.3202336882551511,-0.5689074518255003,-2.081744197756052,-6.564909130334854,-3.3509143105733448,91.60121345726756,116.95903562692132,75.03925617076821,90.18894309992488,106.573633681254,81.15354910408527,22.06039387396073,125.30258483753995,488726,AL,AL,0,0.0,AL,14,20,44,20,3,36,9,39,49,44,27.8,31,0
2006,Lastings Milledge,NYM,185,4,14,22,1,2.0,0.68930068,0.2947455343272951,-0.5748410806191557,-1.6353541472926736,-4.319788455963135,-7.830681074730749,74.38776748272642,88.5245453838856,73.03006368275403,128.3274064099313,90.308239006872,85.85213533035055,81.56961723683939,96.046706765043,451186,NL,NL,0,0.0,NL,37,40,47,39,37,34,33,39,37,39,38.2,43,0
2012,Marwin Gonzalez,HOU,219,2,21,12,3,3.0,0.606645781,0.2687728456947781,-0.5791157075751878,-6.101067879237235,3.1037325859069824,-15.291821636427995,64.78560382672423,89.7425856200422,71.92122013281418,68.96121822996005,85.6889756077973,78.99483721265574,60.64600065469007,87.15501033259605,503556,AL,AL,0,0.0,AL,5,52,58,51,41,38,49,52,50,17,41.3,47,0
2022,Bligh Madris,PIT,123,1,10,7,2,1.0,0.509389164,0.2308617045239704,-0.5796968849485216,0.2250186605378985,-1.8467752113938332,-7.925004641306238,42.96947452649031,72.84868485177911,97.30064448608388,111.4501160010079,77.73722396553167,66.71405910356498,57.09761861397531,80.54480755247172,676632,NL,NL,0,0.0,NL,40,75,75,76,75,33,75,72,65,43,62.9,77,0
2008,Kory Casto,WSN,182,2,15,16,1,0.0,0.609586731,0.2762531789626864,-0.5803220189491393,-1.609666429227218,-1.3059685826301577,-10.359235113787792,61.70062513592603,80.33569087480375,114.541363645129,115.3758465362834,87.49588539259491,73.37954107484846,61.69395369617141,87.57115895458757,457850,NL,NL,0,0.0,NL,26,48,52,48,52,18,45,51,50,36,42.6,48,0
2023,Everson Pereira,NYY,103,0,6,10,4,0.0,0.426558095,0.2021324808157763,-0.581093443133039,0.4789033699780702,-0.1207836866378784,-9.22918532308799,21.338190518873493,61.00575833682036,92.7677270850416,167.8415220490333,73.5047637487498,46.99726718143222,26.056179915425748,89.20885356324104,677592,AL,AL,0,0.0,AL,80,80,71,80,80,34,75,80,80,48,70.8,80,0
2008,Chin-Lung Hu,LAD,129,0,16,9,2,0.0,0.484727123,0.2104309017096108,-0.588163331287394,0.4358050134032964,2.3967812061309814,-12.439021719730846,20.488835993275327,67.7312978323255,93.55846946386814,103.9972639570842,74.3038839077531,54.588127098563234,32.50899079727855,74.9020174753496,464341,NL,NL,0,0.0,NL,19,59,53,59,57,26,54,59,57,16,45.9,53,0
2001,Brian Roberts,BAL,292,2,42,17,12,3.0,0.624396364,0.2727646070780639,-0.6017130486411255,1.0858898212318309,-4.492798805236816,-11.6638225845747,65.3697882681351,94.54404065662368,53.672059109198585,74.81676990008731,84.91640597513317,79.40083434485582,54.36583979314089,94.82060579027691,406878,AL,AL,0,0.0,AL,7,25,26,22,18,24,23,22,25,28,22.0,25,0
2004,Tim Hummel,CIN,125,1,10,7,1,0.0,0.562809916,0.2486769226418823,-0.6081710745135763,-0.0236586842220276,-0.9621219038963318,-9.500180022528832,41.18929675499095,80.95327109435888,70.7438196237932,83.21508191758915,82.3295400602237,64.5023588560559,38.01553793402097,82.8601200790344,400019,NL,NL,0,0.0,NL,8,45,42,46,41,32,44,45,45,26,37.4,45,0
2006,Jeremy Hermida,MIA,348,5,37,28,4,1.0,0.700448117,0.3095620081654095,-0.6139404219245596,1.8352291384944692,-12.540656805038452,-5.471038146508219,83.94274711083474,92.14338273291214,106.76449802564665,122.4462066774422,96.8929287367746,83.26427546841157,69.03555154319719,102.22997119875376,435181,NL,NL,0,0.0,NL,34,33,48,33,33,9,28,41,40,46,34.5,39,0
2001,Brad Wilkerson,WSN,136,1,11,5,2,1.0,0.628490027,0.2796879392951282,-0.6158436097822281,-0.0402481785276904,-3.546640634536743,-7.166045990743623,59.90371385887339,76.41080949913565,139.5878048571471,175.76526805841266,89.40168863935813,73.83833989386194,69.80939048680771,101.21971152931648,150415,NL,NL,0,0.0,NL,29,23,27,24,28,3,19,26,18,27,22.4,26,0
2003,Ronald Calloway,WSN,369,9,36,52,9,2.0,0.655721191,0.2852012572380212,-0.6207995865170541,0.2943235622951761,-2.051864981651306,-16.363106943887587,64.82961817354143,88.69772860674165,60.08824078276127,134.44678632090103,82.87018730425935,86.67174485429807,83.32052703105597,95.1692666938473,407827,NL,NL,0,0.0,NL,32,36,42,37,33,35,42,27,21,27,33.2,38,0
2018,Willie Calhoun,TEX,108,2,8,11,0,0.0,0.601851851,0.2624846735486277,-0.622933755606049,-0.257853930350393,-3.438291072845459,-6.305475233267096,53.15889003626062,88.96230283262125,66.9229320161203,101.97461578162854,84.24198741989193,80.0124263188743,66.61008230776402,90.62413732892188,641432,AL,AL,0,0.0,AL,25,52,58,58,48,41,51,52,49,47,48.1,56,0
2005,Chip Ambres,KCR,167,4,25,9,3,2.0,0.702481075,0.310214849703151,-0.6273150762060775,-0.6961185643449426,-8.126923561096191,-3.766981851701708,84.94090056213408,90.01400268265533,122.04162879938076,121.3993025574474,97.68090554170293,89.19503736433929,87.7971278786609,95.34083340301748,407876,AL,AL,0,0.0,AL,32,39,51,39,44,13,30,39,29,48,36.4,46,0
2017,Christian Arroyo,SFG,135,3,9,14,1,2.0,0.548444444,0.2365729604194413,-0.6293604153472827,-0.4943919070065021,-0.6913045644760132,-10.278674951286323,43.61049938897998,73.47573547575801,65.86363451200262,112.86007978033136,73.27809471086043,69.52989020251675,63.668470006956255,75.59708886723294,624414,NL,NL,0,0.0,NL,31,62,60,62,62,47,63,60,52,26,52.5,61,0
2005,Brad Hawpe,COL,351,9,38,47,2,2.0,0.753706038,0.3308754100881774,-0.6412526327993934,-4.179625067161396,-8.774884223937988,-9.050320512644872,88.94985508793806,97.70282658405864,139.44543490659424,123.79581029633252,103.41815357072517,94.29172342674843,88.54060382510814,103.82072537550656,425547,NL,NL,0,0.0,NL,36,22,52,35,30,4,16,26,27,49,29.7,29,0
2023,Lenyn Sosa,CHW,173,6,12,14,0,1.0,0.571090386,0.2414439295875955,-0.6479224069152197,-0.8598690084181726,-0.5929964780807495,-11.821136591051223,47.121138227900175,81.54471805850837,34.51978312006199,99.9287672478724,70.51412873515207,84.39448272908668,88.65456247684436,76.6253718308969,672820,AL,AL,0,0.0,AL,23,74,72,73,71,80,79,51,36,51,61.0,68,0
2011,Rene Tosoni,MIN,189,5,20,22,0,2.0,0.61815553,0.2773232094194523,-0.6512369502882553,-1.1294115677010268,-4.540406703948975,-7.832452072572431,69.54241562386045,78.7666325518088,91.44756437773242,123.873209890863,85.11733681562626,83.91733402972743,92.76356639899224,81.63661703291511,459434,AL,AL,0,0.0,AL,47,48,56,49,60,25,56,47,31,50,46.9,55,0
2011,Michael McKenry,PIT,201,2,17,11,0,1.0,0.597732426,0.2623108244433845,-0.6534642505814441,-1.2320738355629146,-2.560192108154297,-9.769932914383462,63.222880687120785,85.7859294234985,82.72388127636151,133.02527185233376,84.39055263369698,79.90946268556439,69.35225693694491,96.9903341714355,502374,NL,NL,0,0.0,NL,53,56,57,54,52,32,58,50,44,40,49.6,59,0
2009,Jason Jaramillo,PIT,224,3,20,26,1,0.0,0.673494709,0.2968639127269589,-0.6551059272399943,-3.828407682478428,-3.511838436126709,-10.058314097996128,77.4014588417168,94.98688449237372,81.84079180005733,84.24523703260427,91.31065740830384,86.2635114849469,71.43189520144482,95.3606128090299,452232,NL,NL,0,0.0,NL,11,37,45,34,28,35,34,36,29,34,32.3,38,0
2023,Alec Burleson,STL,347,8,34,36,3,1.0,0.690767735,0.3003568656242971,-0.6589398918471459,-2.0464024236425757,-11.1796555519104,-7.297993109517391,87.78360865276835,97.7658665993114,75.2182289881167,58.108441417357014,92.8895931246743,93.74763355695949,87.71307248184272,88.01660341115326,676475,NL,NL,0,0.0,NL,2,42,73,40,38,54,52,35,37,76,44.9,49,0
2011,Chris Marrero,WSN,117,0,6,10,0,0.0,0.567082254,0.2516157423329149,-0.6620611418725547,0.2016791498754173,-3.754119396209717,-6.0860683611891515,53.4698967680214,95.62376545510077,40.60439588564212,125.92502171601436,83.77612302935805,72.80583745097142,31.812961458662276,106.20892015887247,502029,NL,NL,0,0.0,NL,50,59,58,60,39,58,60,59,60,45,54.8,63,0
2008,Ivan Ochoa,SFG,135,0,7,3,0,1.0,0.510761154,0.2282005472788735,-0.6657354794248042,-0.681111937854439,1.5468320846557615,-12.559924998643424,29.90037287226657,74.82695791879638,32.50920517648674,120.97845991326612,71.98188774759055,62.540471569036235,41.900476552731384,86.53276569329212,430649,NL,NL,0,0.0,NL,31,57,54,58,55,57,57,55,54,18,49.6,59,0
2021,Justin Williams,STL,137,4,10,11,0,1.0,0.530577193,0.2290487524234887,-0.6662982740392903,-0.6184141403064132,-0.51903235912323,-10.722150425635656,42.06857769462943,64.14225603730368,135.09208327645874,150.55350326119458,82.78255482201119,61.97354109298886,58.82442254002759,73.81498381217571,642211,NL,NL,0,0.0,NL,58,70,68,69,70,6,60,70,66,36,57.3,67,0
2017,Matt Davidson,CHW,443,26,43,68,0,1.0,0.7112845,0.297074313895697,-0.6732046198698222,-3.965576004236937,-9.002913236618042,-12.38743432688234,84.59153623085237,85.78821831332186,50.92252510164944,174.91254003390668,79.99760526254947,105.07397834167033,133.52867382553413,95.70937196937896,571602,AL,AL,0,0.0,AL,65,47,61,43,54,58,60,23,12,60,48.3,58,0
2019,Bubba Starling,KCR,197,4,26,12,2,0.0,0.572306341,0.247067709358371,-0.683044049752579,0.2774097165092826,-1.1024322807788849,-13.06610592067648,47.004369427072966,84.75432388673865,53.73555464613732,124.32502086384898,78.91496132148413,72.0766211756872,54.81490720782581,95.71557896222936,605490,AL,AL,0,0.0,AL,58,70,66,70,61,64,70,68,64,38,62.9,73,0
2019,Jake Rogers,DET,128,4,11,8,0,0.0,0.481150793,0.2157812090147109,-0.6947537527255782,-0.3317653788253665,0.3902902603149414,-12.179939344018615,27.576839393901984,49.26345086015691,119.45898959593356,174.2596939643686,68.74369979128454,58.83494159661166,71.86728856818856,58.77272390654411,668670,AL,AL,0,0.0,AL,74,74,67,73,74,13,74,72,51,27,59.9,70,0
2019,Travis Demeritte,DET,186,3,24,10,3,0.0,0.629681752,0.2723590080802505,-0.6952528119381899,1.658709236420691,-7.434213876724243,-6.461559448151682,65.84191801949692,88.6159116041041,88.53205491102744,148.13727286410074,88.62363453392183,77.98240786391858,63.504034140306096,112.74190801370902,641513,AL,AL,0,0.0,AL,70,62,68,60,55,36,56,60,59,63,58.9,69,0
2021,Owen Miller,CLE,202,4,17,18,2,0.0,0.55147478,0.2407976324015324,-0.6966047226704465,0.0747244644444435,-1.864362061023712,-11.99505637970769,51.19706306377331,83.02019134039769,52.56891759043892,116.85252652877357,76.6335761841997,74.30277559366291,61.67449458739481,89.57854752136078,680911,AL,AL,0,0.0,AL,32,67,69,66,53,69,64,63,64,46,59.3,69,0
