Season,Name,Team,PA,HR,R,RBI,SB,CS,OPS,wOBA,WAR,BsR,Def,Off,wRC+,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,MLBAMID,league,award_id,rookie_of_the_year,rom_Awards,rom_award_id,K%+_rank,wOBA_rank,WAR_rank,wRC+_rank,AVG+_rank,BB%+_rank,OBP+_rank,SLG+_rank,ISO+_rank,Def_rank,mean_rank,batter_rank,rookie_leader
2011,Brandon Belt,SFG,209,9,21,18,3,2.0,0.7179848,0.3163222796641863,0.6303694717200276,1.2414563458878547,-2.469609498977661,2.031457831471956,103.27270157660394,86.70342589578317,113.65345214963652,148.82048030904883,93.79719033779668,102.11554040313808,129.8036891760242,91.18947689732768,474832,NL,NL,0,0.0,NL,58,25,30,21,50,11,34,22,8,38,29.7,25,0
2016,Joey Rickard,BAL,282,5,32,19,4,1.0,0.696428321,0.3042797283887009,0.6227740090041819,2.174799989676103,-1.6264081001281738,-1.8413987532414335,88.13815522807043,104.2859886003266,79.58928185762201,92.6930629897002,99.13767894794915,89.04663371456502,65.47031032074912,107.14015615690646,572073,AL,AL,0,0.0,AL,19,39,26,40,23,41,32,45,50,38,35.3,40,0
2007,Josh Fields,CHW,418,23,54,67,1,1.0,0.788145188,0.3381154702126401,0.6224786592978605,-1.6105163437314332,-6.607186108827591,-1.4761035167562555,100.25640565694871,90.02999967131717,97.75778998401016,179.07176488808412,91.06592608152717,113.26921203998208,154.5129013517672,97.64081697462136,435222,AL,AL,0,0.0,AL,48,19,25,19,33,18,33,7,3,43,24.8,25,0
2011,Hank Conger,LAA,197,6,14,19,0,0.0,0.637983485,0.2813020604879745,0.6222780161030455,0.2579809830058366,4.440000057220459,-5.036682712577941,76.91884325877338,80.91539140188412,106.5340913016182,104.69486990081651,87.25786158411691,87.07538376979063,97.65505415313788,78.69201248920128,474233,AL,AL,0,0.0,AL,33,46,31,42,58,13,47,46,26,15,35.7,40,0
2004,Chris Snyder,ARI,110,5,10,15,0,0.0,0.78560606,0.3353189481507747,0.6221673981820461,0.3789700511842966,3.1204817295074463,-0.4385311246616018,94.2348164121087,88.89399989342402,130.6348939906868,139.06263672749174,95.88969970296512,104.90303008824746,130.6784129549812,90.0115777633192,430965,NL,NL,0,0.0,NL,37,17,18,18,33,6,25,12,6,13,18.5,18,0
2023,Endy Rodríguez,PIT,204,3,27,13,0,0.0,0.612270714,0.2709816556935217,0.6218584415072501,0.6527078105136752,7.432548642158508,-8.174429904999158,65.07219635186475,88.16130194161391,94.567846556251,107.6272144384658,87.94715227500177,78.73768597059858,64.58536210758275,94.79147237131744,682848,NL,NL,0,0.0,NL,35,62,41,65,56,31,59,64,57,8,47.8,55,0
2002,Ramon Santiago,DET,249,4,33,20,8,5.0,0.670987312,0.2979132783656217,0.6211015124768081,1.383555374282878,1.8828444480895996,-4.119490144567949,82.05352760459739,92.05143691298196,62.00736472198369,118.6446505719537,92.31229865841722,85.82053001314593,75.58758127047714,99.45387452250726,421124,AL,AL,0,0.0,AL,17,20,14,20,23,27,21,22,22,13,19.9,21,0
2011,Kyle Seager,SEA,201,3,22,13,3,1.0,0.690678667,0.3057376415885273,0.6189291753660381,0.6387940780259669,-0.3767158985137939,-0.3831877952621638,95.63350917565272,99.96066832712744,79.84600665266338,99.8381092230022,96.38625340748366,92.74826991157458,80.36111204633552,103.21871089780711,572122,AL,AL,0,0.0,AL,28,32,32,28,29,35,28,35,37,29,31.3,27,0
2003,Coco Crisp,CLE,447,3,55,27,15,9.0,0.654929731,0.2877863295257499,0.6182988278948891,3.1734420084394515,2.6428998708724976,-11.781048133034163,73.2644927276689,99.2352053901955,62.29360790061884,72.64556338740863,90.51810313551816,82.29155475792584,54.078251934999045,100.14604019513509,424825,AL,AL,0,0.0,AL,1,34,18,31,15,34,28,36,36,15,24.8,27,1
2011,Freddie Freeman,ATL,635,21,67,76,4,4.0,0.794792944,0.3475653415993799,0.6142228482433658,-4.8719933005049825,-23.569424629211422,9.938927288911287,120.19450033063671,108.84747093993066,99.1290777436136,122.0249819469198,106.12191954067352,111.1850969725477,115.3846655973994,113.34285265963676,518692,NL,NL,0,1.0,NL,43,10,33,9,12,18,9,13,17,64,22.8,16,0
2017,Rafael Devers,BOS,240,10,34,30,3,1.0,0.819481981,0.3444481295875356,0.6139778418217203,-0.8431432330980897,-3.991885781288147,2.2369345451049636,110.40173004272592,110.75776194285868,89.04741668332676,111.53324635548152,104.0055824167831,112.12041927384962,114.13092716167074,114.79424805379377,646240,AL,AL,0,0.0,AL,29,17,31,16,9,35,18,17,21,47,24.0,17,0
2009,Cliff Pennington,OAK,229,4,27,21,7,5.0,0.760374493,0.3361881490339312,0.609594831515403,-1.2560718953609469,-1.8167290687561035,-0.0963511304429673,104.05508562032888,104.36344685810228,94.16771317335682,115.37385829070072,101.74716561853056,97.48029864866952,86.12038554711525,113.79196734816236,460060,AL,AL,0,0.0,AL,26,11,23,11,15,24,15,16,24,30,19.5,14,0
2023,Masataka Yoshida,BOS,580,15,71,72,8,0.0,0.78299621,0.3385150063654472,0.6077392477133877,-1.9460024773143232,-18.497215270996097,4.755980953298886,109.64367970919604,116.97233387344215,70.01564233580598,60.35783691105517,106.60302967952192,108.07037616708814,94.76297766121624,106.72842540414284,807799,AL,AL,0,0.0,AL,4,21,42,25,7,59,18,21,31,80,30.8,24,0
2008,Joe Mather,STL,147,8,20,18,1,0.0,0.779806658,0.3340656851252464,0.6055181535499792,-0.1775689150672406,1.120221734046936,0.2348148392198561,102.23491310383,90.0173927009008,89.56617936316198,126.97447664222136,90.27353247302176,111.09162728350304,146.49414895745136,84.69164277900708,458628,NL,NL,0,0.0,NL,36,19,31,16,43,30,40,10,5,20,25.0,24,0
2012,Derek Norris,OAK,232,7,19,34,5,1.0,0.625144364,0.2751613251574628,0.5992577799244593,-0.0092090074904263,5.302069425582886,-7.401274315339695,72.75159793140982,78.52444154793027,112.73200131659762,148.13234746341726,86.07279593709643,84.7748462380294,95.02232086618147,87.06810776374395,519083,AL,AL,0,0.0,AL,56,46,21,43,55,15,48,45,26,10,36.5,38,0
2005,Ryan Doumit,PIT,257,6,25,35,2,1.0,0.722487148,0.3185422993173786,0.598906841120628,-1.6085295684169978,1.9181864857673645,-4.316025532957411,91.61083358266204,95.1386562788106,48.719466212739434,115.9372882822668,95.68346899295544,93.1202534407922,89.71722295308999,99.70502770969,425491,NL,NL,0,0.0,NL,31,33,28,30,35,50,38,28,25,25,32.3,34,0
2023,Brenton Doyle,COL,431,10,48,48,22,5.0,0.593358395,0.2573041712569299,0.5969310452457025,3.157639218494296,17.44117844104767,-26.19786732291741,45.02137796195838,81.19311528899101,57.925548336684685,156.98417119875873,77.33284092686851,82.43533874156512,84.3008933632225,99.21121029007632,686668,NL,NL,0,0.0,NL,79,68,43,74,72,69,73,60,42,4,58.4,65,0
2005,Dallas McPherson,LAA,220,8,29,26,3,3.0,0.744235032,0.3206219442866065,0.5959871674219525,-3.31682242883835,2.690122902393341,-4.175596860396852,96.80322982593673,90.9549157235232,81.06060397020424,184.3062137559596,89.30346944696488,105.53097994699394,130.4108557598896,106.8335315659414,425774,AL,AL,0,0.0,AL,55,32,29,22,43,37,49,16,11,22,31.6,32,0
2016,Nomar Mazara,TEX,568,20,59,64,0,2.0,0.739027186,0.3182393229407187,0.5944496838483625,-4.467676346888766,-2.6653568744659424,-10.772468994316265,90.75496369044733,103.12901255345382,85.61452606474886,95.44919481672002,99.58088840126308,98.7604238969938,92.00191871673272,100.1870064446824,608577,AL,AL,0,2.0,AL,21,29,27,37,26,37,29,30,33,44,31.3,31,0
2002,Corky Miller,CIN,129,3,9,15,0,0.0,0.749177631,0.3234794508843195,0.593052614479899,-0.6067231490160339,3.580589771270752,-1.849777262244455,92.29363514679343,95.70005064064934,74.76542193510811,94.87821456598414,96.57293022570424,99.54316191958422,106.0429147726328,95.35228484401784,280061,NL,NL,0,0.0,NL,10,15,15,16,19,20,15,12,11,10,14.3,15,0
2012,Josh Rutledge,COL,291,8,37,37,7,0.0,0.775156003,0.3321929107007292,0.5921315142531738,1.4485544078052044,-1.5620851516723633,-1.637158465296137,91.1023410804204,105.1586557226492,37.47203966774592,96.63886330429406,93.6588083544512,113.43350459118751,127.56055951315726,103.78603864180012,592710,NL,NL,0,0.0,NL,26,16,22,26,19,59,33,9,9,34,25.3,23,0
2006,Howie Kendrick,LAA,283,4,25,30,6,0.0,0.730217969,0.3127581269291372,0.5916263950553184,2.011601184378378,-0.449054479598999,-3.2422671767824713,85.62472806213795,103.3801087627768,38.37824701001866,96.3216610460216,92.46976777683764,94.96303055633804,80.69632553121127,106.29710996014651,435062,AL,AL,0,0.0,AL,17,32,25,32,21,46,32,31,38,29,30.3,31,0
2005,Cory Sullivan,COL,424,4,64,30,12,3.0,0.729238555,0.322143972063986,0.590508404771315,2.970875800237991,-1.9420331418514252,-5.9782559945418114,83.19265315715371,109.3825793277088,75.1683700260416,121.51426317610228,101.224767592081,90.3086515896492,58.150052111749986,121.04678489987062,430622,NL,NL,0,0.0,NL,33,28,30,41,12,39,22,34,47,34,32.0,33,0
2022,Brian Serven,COL,205,6,19,16,0,0.0,0.592634545,0.2627454491084432,0.5895254683729452,-0.9029727084562182,10.417544394731522,-11.887264831920358,53.88185320054632,83.63963992114356,75.89450253159372,94.91235682394188,83.2132941620576,83.31527612336312,82.80681394712671,79.62324199486862,661531,NL,NL,0,0.0,NL,21,64,30,72,65,53,69,58,48,2,48.2,51,0
2016,Trayce Thompson,LAD,262,13,31,32,5,1.0,0.737967394,0.3178822991957191,0.5893566732184562,2.318351559108123,-4.817278504371643,2.2477168205005023,99.78109771393362,86.22071449449858,114.84033562837526,122.78447884934003,91.32550092899862,102.60676704521455,128.49144794737632,83.62017149206619,572204,NL,NL,0,0.0,NL,48,31,28,30,50,19,46,21,11,54,33.8,37,0
2016,Mallex Smith,ATL,215,3,28,22,16,8.0,0.6811171,0.2995352078721208,0.587207593708361,0.7696123078931123,2.4488357305526733,-3.544654431224197,83.70697293464696,91.41100013232337,107.64997401961578,108.81871777426072,95.72055421324778,85.82979390248232,77.01328718974872,99.17111695336853,605480,NL,NL,0,0.0,NL,37,44,29,43,40,21,37,46,43,15,35.5,42,0
2021,Brandon Marsh,LAA,260,2,27,19,6,1.0,0.672534519,0.296117010954264,0.5858654570814136,1.7926065248902887,0.0342515110969543,-3.0889550839806565,84.66501448226413,103.36933891791767,90.7600113848788,152.9902527109438,100.0203731564148,85.61575211728301,59.89743266331369,138.1358079879481,669016,AL,AL,0,0.0,AL,60,44,33,44,22,35,24,53,65,33,41.3,45,0
2004,Nook Logan,DET,152,0,12,10,8,2.0,0.686000715,0.3078294862695291,0.583371133684885,2.294065286638215,1.347198724746704,-0.5431884651933703,85.38646940552474,102.82027187969064,100.64092058133672,96.55229429063,100.50267836397263,79.6385144029029,41.33014484794914,112.18984996810444,425497,AL,AL,0,0.0,AL,15,28,19,26,17,12,13,39,43,17,22.9,22,0
2002,Ty Wigginton,NYM,127,6,18,18,2,1.0,0.880192776,0.3779999665387972,0.5825797592962669,-2.0279702478437684,-1.665107637643814,3.3563145126529053,133.90576451939944,113.50868081073142,67.50473769296012,91.55374197070796,104.28572873297794,124.32168600388442,142.60943680086467,106.35447169953544,421064,NL,NL,0,0.0,NL,9,4,16,4,3,22,9,2,2,23,9.4,5,0
2001,Felipe Lopez,TOR,192,5,21,23,4,3.0,0.721744017,0.3078642101664292,0.5813462941791081,-0.5082719843485393,3.816757082939148,-4.603958428841117,83.08145223539124,97.21477631277338,75.34731534913334,123.26582425225013,90.88039815361827,97.44582093226352,97.8277967399428,102.29513203932854,150479,AL,AL,0,0.0,AL,19,16,13,15,16,15,17,10,8,9,13.8,14,0
2023,Noelvi Marte,CIN,123,3,15,15,6,2.0,0.821994008,0.357380458494512,0.5762840758954091,-0.1767142307944595,-1.204153209924698,2.7759465365425355,119.3771537038899,126.30040178284784,73.80905080466214,91.0733023422552,113.17001094650784,109.51263989321154,84.3008933632225,129.22154525111097,682622,NL,NL,0,0.0,NL,13,9,44,14,1,56,10,20,42,54,26.3,17,1
2011,Dee Strange-Gordon,LAD,233,0,34,11,24,7.0,0.686282466,0.3041487462592847,0.575585605624699,4.0110693126916885,-3.976818561553955,2.286131045361865,93.5902303884088,117.18970705548364,35.68133037517991,63.232736259283826,99.45014602393684,89.67672136679197,40.249077488470505,115.41409256937654,543829,NL,NL,0,1.0,NL,4,33,34,29,4,60,22,40,59,47,33.2,33,0
2007,Tony Abreu,LAD,178,2,19,17,0,0.0,0.712603221,0.3090384366822108,0.5755504727359052,0.3806194050703197,3.4793457984924316,-3.4574821809235896,83.39224882413069,99.39094036183164,44.53777879478702,71.74535285035549,90.30380562278484,92.58200394036564,81.20323400637305,97.44194863673336,473234,NL,NL,0,0.0,NL,7,32,26,31,25,46,36,27,26,14,27.0,27,0
2022,Luis González,SFG,350,4,31,36,10,2.0,0.682985759,0.3016787022779186,0.5723220050077857,1.3197725680656731,-6.18710470199585,-0.4574115338933606,95.62963198241243,104.55308838425005,102.58267862787388,94.75827834701175,102.90187363204456,90.49658448806852,68.46206457482599,108.66304820284638,670768,NL,NL,0,1.0,NL,20,38,31,35,22,32,20,48,59,70,37.5,34,0
2012,Charlie Blackmon,COL,121,2,15,9,1,2.0,0.732079646,0.3211522291103998,0.5704777261252029,-1.626561605837196,5.747096657752991,-3.9824903854754696,83.66233384432597,108.53823033939092,40.05275842949996,73.1668893400356,99.52563833333927,98.39140345397564,81.06847812206064,105.21488294443915,453568,NL,NL,0,0.0,NL,6,21,23,33,15,58,24,26,37,8,25.1,21,0
2015,Clint Robinson,WSN,352,10,44,34,0,0.0,0.781902765,0.3403316902360697,0.5689506312734003,-2.188233807682991,-9.223099708557127,3.7098295568106,114.38010155778832,104.42963225704254,132.26659704387288,74.12085884160199,110.43724443243102,103.44590366978736,101.7331579820545,97.61756052083584,519208,NL,NL,0,0.0,NL,3,22,41,24,27,12,10,30,34,68,27.1,23,0
2001,Junior Spivey,ARI,195,5,33,21,3,0.0,0.777810237,0.3414811353204111,0.5661820326748968,0.585935210401658,-1.3227025866508484,0.774784707031166,100.74112383673616,95.9822896617695,131.71361993397494,140.52427694643214,104.35388753157322,96.23779767403202,96.63797811339438,110.49294602987344,150160,NL,NL,0,0.0,NL,23,7,14,8,17,5,7,11,9,20,12.1,11,0
2023,Dominic Fletcher,ARI,102,2,10,14,0,2.0,0.790860215,0.3396162914507317,0.5652785748688126,-1.0953627480193973,1.763121873140335,0.4166367154483945,111.96555940965528,120.4154367592823,77.87940224527908,96.64484556334718,108.2659772976159,105.84410251918912,83.9609709801151,126.89476293413097,666150,NL,NL,0,0.0,NL,20,20,45,23,4,53,15,23,44,34,28.1,20,0
2014,Tommy Medica,SDP,259,9,31,27,6,1.0,0.694047618,0.3067481149577726,0.5609718089253403,1.5268783727660775,-3.704412564635277,0.9747114217585112,98.10076602099667,91.009091711469,69.06570319208964,144.77593882958232,89.27781714559532,103.23956985486411,125.77662173649162,98.63445287515124,523265,NL,NL,0,0.0,NL,52,19,24,15,41,36,40,12,8,47,29.4,33,0
2021,Lars Nootbaar,STL,124,5,15,15,2,1.0,0.739091518,0.3161479522947405,0.5608581416940122,0.6941267556976527,0.9477813243865968,0.4850716791633265,98.6756835032366,95.82623890971378,114.13614764126112,101.24881443856366,97.18901132518232,100.39750350042635,107.03526408710168,92.60425232013348,663457,NL,NL,0,0.0,NL,24,31,34,33,37,16,33,30,27,25,29.0,25,0
2016,Albert Almora Jr.,CHC,117,3,14,14,0,0.0,0.763049449,0.3252727817266415,0.5590790123837854,-0.13621024065651,1.7753754332661629,-0.0295161639738642,100.74043628599112,106.26528758663883,49.45458166376987,83.31917483158279,93.19291619778498,107.0540090642575,108.29993475048684,103.25681834311094,546991,NL,NL,0,0.0,NL,15,26,30,28,21,57,43,18,24,20,28.2,22,0
2019,Luis Rengifo,LAA,406,7,44,33,2,5.0,0.685133312,0.2983684657532491,0.5584964659257513,0.6365812178701162,-0.8702167272567749,-8.086562452947195,83.18940779471468,93.8351444580029,115.88291468427644,100.18291283923372,99.29645525407769,82.74285235633468,67.6398011316149,100.50135816159424,650859,AL,AL,0,0.0,AL,25,47,32,46,45,16,29,54,56,36,38.6,39,0
2007,Fred Lewis,SFG,180,3,34,19,5,1.0,0.781944987,0.3512206903383053,0.5575918219095451,1.6862787213176489,-3.783847570419311,3.5555892187778917,107.99877178740306,105.08851002568449,119.5450553646372,108.1115154389132,109.391892656274,93.50615188159055,74.15026129433645,113.11884623187672,430930,NL,NL,0,0.0,NL,23,12,27,13,18,9,7,25,31,40,20.5,21,0
2010,Michael Saunders,SEA,327,10,29,33,6,3.0,0.662166621,0.2968120580453139,0.5569505423241183,1.6675378964282572,-2.823743462562561,-3.19263671387552,87.36752586146198,81.06097867379997,125.73179467685422,147.15820239074017,90.03106274351175,89.95999094747444,105.6879772524574,88.02298762009266,459431,AL,AL,0,0.0,AL,52,39,31,34,53,9,43,37,22,40,36.0,42,0
2003,Rene Reyes,COL,123,2,13,7,2,1.0,0.674816279,0.2923670220570486,0.5567500149686821,0.3552764997584745,7.889484047889709,-6.27011879114009,58.03356069011362,96.2874446512973,45.06618003275694,95.7933348195469,84.24849932899652,90.01341958561875,79.63543674236531,97.9230071467179,407813,NL,NL,0,0.0,NL,11,30,19,40,20,43,38,23,25,5,25.4,29,0
2012,Anthony Gose,TOR,189,1,25,11,15,3.0,0.62197981,0.2799579746014363,0.5537362838709162,6.503422542009503,-1.06402188539505,-0.0204992904476801,70.48042005204252,87.09545441515981,112.02192249288863,162.5489478437913,94.44744646391077,77.49224065459849,61.74788964296262,115.74660587038004,543238,AL,AL,0,0.0,AL,60,43,24,46,47,16,32,54,48,32,40.2,46,0
2016,Andrew Benintendi,BOS,118,2,16,14,1,0.0,0.835164834,0.3574505193620665,0.5521777379093454,0.7731990208849311,-2.2805309295654297,3.680666676367129,120.52196930103594,114.67860198090438,105.66938501701333,102.55588419156832,111.56202070154976,112.34651395564944,108.73861441669798,122.90603336687896,643217,AL,AL,0,0.0,AL,28,12,31,12,14,24,7,15,23,43,20.9,13,0
2009,Julio Borbon,TEX,179,4,30,20,19,4.0,0.789735281,0.3535090219767796,0.5502945795576563,2.1720291413366795,-4.544851303100586,3.787042696050978,107.22445712828129,116.81004291494466,95.10911300952348,89.84420463613407,111.74544195549684,96.48829617371896,62.94940541862915,119.8608725885874,474865,AL,AL,0,0.0,AL,13,8,24,10,4,23,3,19,36,38,17.8,11,0
2015,Carlos Pérez,LAA,283,4,20,21,2,0.0,0.64508623,0.284420841529276,0.5446512831441107,-0.3313715294934809,2.601705551147461,-6.717940054487821,80.49810509064534,97.672937440407,87.28296966296605,87.41809834280598,93.89389450459092,83.77008120432696,61.14220006912203,98.54050470280671,542208,AL,AL,0,0.0,AL,12,55,42,54,43,36,46,58,62,22,43.0,48,0
2003,Ben Broussard,CLE,429,16,53,55,5,2.0,0.755211753,0.3247810686534306,0.5433302452689046,1.883936700061895,-10.101488828659058,0.822689300129231,98.023104612577,92.887517687743,90.30584498859828,111.31416045902785,93.49287633178557,103.3740566522432,120.83547320740692,91.20745782954448,407777,AL,AL,0,0.0,AL,21,14,20,15,27,14,23,9,9,41,19.3,16,0
2019,Francisco Mejía,SDP,244,8,27,22,1,1.0,0.753626867,0.3170070248376195,0.5423664963558308,-0.6489814007654786,-0.7139159701764584,-1.4861410844195375,97.39952420773844,102.9490835150438,60.13463547440308,104.99762431473792,95.380153373986,98.42272419767856,92.18704689628656,106.217864872487,642336,NL,NL,0,0.0,NL,35,32,33,31,29,60,39,30,33,34,35.6,35,0
2011,Salvador Perez,KCR,158,3,20,21,0,0.0,0.833732465,0.3624999840048295,0.5397173429997237,-2.5602266853675246,-2.376476764678955,2.282032305022917,126.31942176511714,128.15544001690006,54.694903487224,70.56068898076974,111.60772495744298,115.70828012333136,94.33051842855,123.204868086253,521692,AL,AL,0,0.0,AL,10,5,35,6,1,53,4,7,30,37,18.8,10,1
2018,Colin Moran,PIT,465,11,49,58,0,2.0,0.747013861,0.3221483668898295,0.5378288985298594,-4.822400240926072,-5.283491015434265,-3.742959051900157,101.90132522066536,109.20251218340822,93.4551629973954,81.7317712259188,103.94764754523668,97.63265852986768,79.659071104481,105.18898350592951,592567,NL,NL,0,0.0,NL,10,25,26,25,15,25,17,27,39,54,26.3,22,0
2016,Jeremy Hazelbaker,STL,224,12,35,28,5,2.0,0.775454545,0.3238076783648325,0.5370574530728847,-0.7638910410460085,-1.5556567013263702,-0.3167760319763379,101.6207068829622,90.22265716669224,92.99227648603112,139.26204977914597,89.48637982177335,112.84752035544795,148.58751095314798,91.16921451928512,571757,NL,NL,0,0.0,NL,53,27,32,27,45,32,48,13,5,37,31.9,33,0
2019,Shed Long Jr.,SEA,168,5,21,15,3,3.0,0.787280701,0.3333496323653629,0.5342549477925974,-0.1525364015251398,-2.9827826619148254,2.39770725128839,111.87704535383124,103.71252783625104,112.0201511359166,104.1327769305186,103.11554968692684,103.14801020631894,102.37936596613808,109.580919866548,643418,AL,AL,0,0.0,AL,32,22,34,20,26,19,23,20,22,47,26.5,22,0
2015,Preston Tucker,HOU,323,13,35,33,0,2.0,0.733880288,0.3180278482451896,0.5319228952534639,-0.0096935927867889,-6.924662828445435,1.3814332890889074,103.72185878949426,95.06832564509892,80.49887641072566,106.29139327471952,93.35403577216763,105.67440602708982,122.93658359038692,92.49928352682826,605512,AL,AL,0,0.0,AL,29,34,43,32,46,42,47,27,25,64,38.9,39,0
2016,Tommy Joseph,PHI,347,21,47,47,1,1.0,0.813119252,0.3416362129989206,0.5307927263763628,-0.7106193939689547,-10.310996055603027,4.465493031357916,112.11176600735898,98.7238801275522,73.36950700369145,105.34953333928463,93.39434180632674,118.66901924228056,150.17590962579823,87.52244596477047,571830,NL,NL,0,0.0,NL,32,16,33,16,32,45,42,9,4,61,29.0,24,0
2005,Ryan Shealy,COL,104,2,14,16,1,0.0,0.88598901,0.3906491805727665,0.5305014410051831,-1.2489522204268724,-0.5524168014526367,2.4552508394739636,128.3625687658783,122.7995693300728,142.2829879500743,131.31198444190562,122.0208092561046,110.48297623246737,89.71722295308999,139.9408219797677,434626,NL,NL,0,0.0,NL,39,4,31,7,2,3,2,9,25,30,15.2,5,0
2010,Danny Worth,DET,115,2,10,8,1,2.0,0.653133423,0.2911077705877168,0.529464277955421,0.61438521835953,3.795225143432617,-2.6943716454487254,75.54592087986407,97.8222730191898,61.28839286501373,64.75874940172015,89.8049803490766,87.92636373801551,70.43649501059451,92.93528102746616,519445,AL,AL,0,0.0,AL,6,41,32,40,29,49,45,41,42,12,33.7,38,0
2022,Nick Allen,OAK,326,4,31,19,3,2.0,0.547219899,0.244583878479898,0.5292856274458828,0.6673998241312802,9.026992797851562,-14.236997126824168,59.37162377554077,85.5143412538185,73.21541509421805,88.36058007759216,82.83466165990838,74.26376681920816,55.994129673164295,86.32681531475718,669397,AL,AL,0,0.0,AL,15,72,32,69,57,56,71,69,66,4,51.1,61,0
2015,Joey Gallo,TEX,123,6,16,14,3,0.0,0.717479674,0.3047229369481404,0.5288729327782927,1.8529415093362331,0.9895651936531068,-0.0261452998404747,86.79807067516614,79.58535615799299,158.54351976750877,233.97068965822265,94.48459367574128,100.83435688868867,135.4186507636838,120.0435147580333,608336,AL,AL,0,0.0,AL,70,44,44,51,67,4,44,34,18,29,40.5,45,0
2023,Gabriel Arias,CLE,345,10,36,26,3,4.0,0.62774327,0.2756309265675752,0.5219169022705945,0.4486088221892714,4.09712003916502,-10.662072370082695,73.12249119242153,84.91005549923885,96.93555329759872,141.55851251366255,86.86523108255263,85.56486575520488,86.54373989248,97.99107231480816,672356,AL,AL,0,0.0,AL,72,59,46,58,64,27,63,49,41,18,49.7,56,0
2016,T.J. Rivera,NYM,113,3,10,16,0,0.0,0.821323219,0.3459521257771855,0.5214703783079857,0.016700001200661,-1.3280042707920074,2.8333278413141785,120.23877723354974,127.97540010846748,30.72311166767171,73.32824720637268,104.53276232060836,111.95190506975096,86.63994816427726,118.00779234523976,608061,NL,NL,0,0.0,NL,8,14,34,13,2,63,21,16,35,35,24.1,17,0
2017,Brian Goodwin,WSN,278,13,41,30,6,0.0,0.810957608,0.3369144421556722,0.5214175220581687,-0.7948010889813304,-4.730069518089294,0.4008416141085775,103.34625960737569,96.05269168546558,91.95439914887793,118.17576885367902,93.81417300550169,113.9027609704555,140.41851000839455,95.22889119522524,571718,NL,NL,0,0.0,NL,34,21,32,24,38,31,44,13,7,49,29.3,26,0
2015,Austin Hedges,SDP,152,3,13,11,0,0.0,0.462940282,0.2033059778245719,0.521207045181169,0.7490200223401189,12.616403818130491,-12.401336064144395,25.75125666129846,64.49264806916376,66.22737052982512,125.43530019562331,66.2599935538058,60.5562301226408,53.70259427480553,66.09105943095636,595978,NL,NL,0,0.0,NL,45,70,45,70,69,52,70,69,63,3,55.6,66,0
2012,Kirk Nieuwenhuis,NYM,314,7,40,28,4,4.0,0.690999064,0.3049949831134637,0.5203273325996708,2.15707494970411,-4.332341372966766,-0.251762435472401,93.56288800773956,96.49847317794124,96.46464532380004,162.53521473185933,96.49777443181507,90.85200647884147,81.21221598996176,117.87201775605322,543590,NL,NL,0,0.0,NL,59,30,25,24,34,21,28,32,36,53,34.2,34,0
2005,Brian McCann,ATL,204,5,20,23,1,1.0,0.745,0.320723957893176,0.5189966229713577,-2.5941318389959633,2.8523061275482178,-4.320901007890785,93.2595602140756,103.47000741175285,100.43505018378612,79.11488541492992,101.81643351154004,93.52512417095387,76.75806893823491,100.45751881845229,435263,NL,NL,0,0.0,NL,18,30,32,27,22,29,20,27,35,20,26.0,24,0
2023,Andruw Monasterio,MIL,315,3,38,27,7,2.0,0.67767646,0.3022114888070121,0.5188354684633776,-0.6227266350761056,-0.0083841085433959,-5.563543522546052,87.33894932447751,103.53348551937492,100.87236905476686,93.88356424873496,102.12845019082772,83.43393436251871,53.24856952241917,109.64252319234278,655316,NL,NL,0,0.0,NL,16,41,47,41,26,22,26,57,67,47,39.0,41,0
2003,Willie Bloomquist,SEA,220,1,30,14,4,1.0,0.637942332,0.2861131605464742,0.518503076666044,-0.4661463417578488,5.133885353803635,-7.455561159284301,74.61118233774718,93.3713069221213,104.55723654054351,112.87255906456262,94.78270020043438,75.00448467261508,44.4214213433742,103.2145157712585,217100,AL,AL,0,0.0,AL,23,35,21,30,26,7,20,40,39,10,25.1,28,0
2017,Bruce Maxwell,OAK,253,3,21,22,0,0.0,0.662698412,0.2962112632535753,0.5110648402218272,-2.1763901319354773,3.5439921617507935,-6.762183027150947,85.30907801394589,92.671421713667,145.47931020436917,116.93937175670288,101.49868701968823,77.54122462497146,55.21776496345174,106.13053140324048,622194,AL,AL,0,0.0,AL,33,48,33,42,45,7,20,54,58,11,35.1,37,0
2006,Joe Inglett,CLE,222,2,26,21,5,1.0,0.714881812,0.3149080150138398,0.5072043536511224,2.3758057431550696,-1.1016443967819214,-1.3472811956105692,87.0140561506541,102.994362161469,76.10341099971852,108.83519393537333,97.55936370002247,87.50593630917253,61.25350078240874,111.96408822887769,446928,AL,AL,0,0.0,AL,26,31,26,30,22,33,26,36,43,31,30.4,32,0
2004,Bucky Jacobsen,SEA,176,9,17,28,0,0.0,0.835227272,0.3569777855141596,0.505851666224074,-0.935926208505407,-4.182418704032898,3.370873443234939,119.15766450781244,101.6392284799203,93.603094189436,163.29772554027954,99.0522418909698,115.12959169150687,137.42273148200815,111.17913060803694,430944,AL,AL,0,0.0,AL,41,7,20,6,18,18,16,5,5,35,17.1,12,0
