Season,Name,Team,W,L,G,GS,CG,ShO,QS,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,WAR/IP,pos,league,award_id,rookie_of_the_year,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,Clutch_rank,QS_rank,mean_rookie_rank,rookie_rank,mlb_rank,mean_mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/IP
1979,John Fulgham,STL,10,6,19,19,10,2,14,144.1,74,2.5565818059568475,68.28865156566272,3.210225539839746,87.46043028176224,-0.6536437338828986,177.54031995109364,84.61038479657542,88.47559409108116,76.30941198067613,96.99674752170506,54.63364282947558,0.08421053,2.6819121837615967,2.3709208965301514,0.2872965867407209,2.5417699813842773,114473,1970s,0.017638931168523785,starter,NL,NL,0,1.0,0.9166666666666666,0.8333333333333334,1.0,1.0,1.0,1.0,0.9166666666666666,0.5,0.75,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,0.6666666666666666,0.9010416666666666,1,11,0.7815241228070176,fulghjo01,Rookie of the Year,1979.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.01861146553616653
1976,Mark Fidrych,DET,19,9,29,29,24,4,23,249.1,96,2.346257019528458,63.241471481401625,3.161945581301172,86.46364828685952,-0.8156885617727139,121.38206294828726,74.93066059883034,91.49080811204388,81.51856168294465,78.12832468434955,64.36562480987412,0.04343434,4.947661876678467,4.155771255493164,0.074572535398345,4.576262474060059,114102,1970s,0.018371186166439415,starter,AL,AL,1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,0.75,0.625,1.0,0.890625,1,9,0.78125,fidryma01,Rookie of the Year,1976.0,AL,22.0,24.0,22.0,0.0,0.9166666666666666,1,0.019862151251218253
1990,Kevin Appier,KCR,12,8,24,24,3,3,17,170.0,114,2.5941176470588236,66.45233561910518,3.131828428717221,83.45712417674987,-0.5377107816583973,152.35137801324436,66.10223015423011,94.77576120071107,87.5379705112631,109.85489136993117,72.10626633236934,0.09773371,2.5296783447265625,1.9633530378341677,0.655799669385249,3.409048318862915,110293,1990s,0.02005322540507597,starter,AL,AL,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.7142857142857143,0.8660714285714285,1,13,0.7763761467889908,appieke01,Rookie of the Year,1990.0,AL,31.0,140.0,0.0,0.0,0.22142857142857142,1,0.014880460851332721
1995,Ismael Valdez,LAD,13,11,27,27,6,2,18,188.0,142,3.0638297872340425,78.93968326196736,3.5341480113090356,86.19534386498398,-0.470318224074993,151.3702926775428,85.1707515276541,86.25693862183202,79.61035514306862,108.8272171244977,71.89470025425308,0.12450852,1.4781019687652588,1.6526552438735962,-0.1073930299863461,3.5529181957244873,123595,1990s,0.018898501041087697,starter,NL,NL,0,0.9230769230769231,0.9230769230769231,0.38461538461538464,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.23076923076923078,0.9615384615384616,0.8341346153846155,2,10,0.7700657894736841,valdeis01,Rookie of the Year,1995.0,NL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.007862244514708823
2014,Masahiro Tanaka,NYY,13,5,20,20,3,1,16,136.1,141,2.772616240358842,72.1345799041793,3.044232605469401,77.59430110824681,-0.271616365110559,253.4653595597201,111.50098618948972,95.68422472683164,82.29209959955668,128.97515610981435,50.88472675368861,0.22140221,1.8076982498168943,1.223777174949646,0.6343314659313315,2.903388500213623,547888,2010s,0.021332759002304358,starter,AL,AL,0,1.0,0.875,0.25,0.9375,0.8125,1.0,0.8125,0.875,0.625,1.0,1.0,0.75,1.0,1.0,0.75,0.84375,0.845703125,1,15,0.7688492063492064,tanakma01,Rookie of the Year,2014.0,AL,16.0,150.0,0.0,0.0,0.10666666666666667,1,0.013282132621725895
1998,Orlando Hernandez,NYY,12,4,21,21,3,1,14,141.0,131,3.127659235997925,68.85539958826052,3.529223120526158,78.07140991900428,-0.4015638845282328,135.333338174791,63.55264646082621,82.2361809595619,81.73221557797486,140.2311814215127,103.6190996425059,0.13763066,2.3448739051818848,2.3135838508605957,0.1353281358021392,3.3556432723999023,133340,1990s,0.023798888456736896,starter,AL,AL,0,1.0,0.9285714285714286,1.0,1.0,0.9285714285714286,0.42857142857142855,0.9285714285714286,0.9285714285714286,0.5,0.9285714285714286,0.9285714285714286,1.0,0.9285714285714286,0.9285714285714286,0.6428571428571429,0.75,0.8593750000000001,3,14,0.7613407258064515,hernaor01,Rookie of the Year,1998.0,AL,25.0,140.0,1.0,0.0,0.17857142857142858,1,0.016630311384268685
2022,Spencer Strider,ATL,10,4,20,20,0,0,10,107.1,165,2.767080876466781,67.63015415993466,1.9198843613004208,49.80523854422395,0.8471965151663603,177.90042858628726,53.23447771581484,75.27196354828128,77.20589079212958,168.4819143062145,94.70573702120338,0.30254042,1.9977420568466189,2.38915753364563,-0.2987835863776218,4.126920700073242,675911,2020s,0.03853333986996491,starter,NL,NL,0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.4,1.0,1.0,1.0,0.9,1.0,0.3,0.8,0.8875000000000001,1,18,0.7609508547008548,stridsp01,Rookie of the Year,2022.0,NL,103.0,150.0,8.0,0.0,0.6866666666666666,1,0.01865305375206927
2008,Edinson Volquez,CIN,17,5,32,32,0,0,20,194.1,204,3.2418528265300064,73.60782137448037,3.538536332879885,79.25312738787808,-0.2966835063498787,109.48053694324165,58.80116833519564,89.02701991921822,95.44103724143828,137.23428199752965,125.35038859264957,0.13493976,2.5418620109558105,1.8352664709091189,0.5936252270290097,3.824448585510254,450172,2000s,0.01970349606136143,starter,NL,NL,0,1.0,1.0,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.7272727272727273,1.0,0.9090909090909091,0.9090909090909091,0.8977272727272726,1,18,0.7571138211382112,volqued01,Rookie of the Year,2008.0,NL,9.0,160.0,0.0,0.0,0.05625,1,0.013095631174424579
1999,Tim Hudson,OAK,11,2,21,21,1,0,13,136.1,132,3.2347185850469997,67.98675677341917,3.4125826886479844,71.43381455261425,-0.1778641036009847,126.9492713177124,44.981793989777735,86.81994923339144,90.32486527654868,144.81242049570932,114.07108957186392,0.12068966,2.1738760471343994,2.335169553756714,-0.0593200208596398,3.790585517883301,218596,1990s,0.027851473312882447,starter,AL,AL,0,1.0,1.0,1.0,0.875,1.0,0.25,0.875,1.0,0.5,1.0,0.875,1.0,1.0,1.0,0.375,0.5625,0.83203125,1,17,0.7535000000000001,hudsoti01,Rookie of the Year,1999.0,AL,13.0,140.0,0.0,0.0,0.09285714285714286,1,0.015972638112670093
1980,Bill Gullickson,WSN,10,4,19,19,5,2,12,133.0,112,2.774436090225564,77.24891084603007,2.714818286537228,76.03527295567604,0.0596178036883361,150.83945351961802,63.62123887529852,87.88659900654406,89.36693602864129,153.12528036323044,101.51540600580084,0.12181818,1.670018196105957,1.452720284461975,0.1783238758094401,3.0784554481506348,115242,1980s,0.023146281565042368,starter,NL,NL,0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,0.5714285714285714,0.8571428571428571,1.0,0.42857142857142855,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,0.5714285714285714,0.5714285714285714,0.8392857142857143,2,14,0.7505434782608695,gullibi01,Rookie of the Year,1980.0,NL,53.0,120.0,5.0,0.0,0.44166666666666665,1,0.012556527790270354
2007,Chris Young,SDP,9,8,30,30,0,0,18,173.0,167,3.121387283236994,77.31965960675231,3.4303565857727407,79.04414331099696,-0.3089693025357465,115.84484077851256,49.75107137181988,71.99094661480241,78.39039479316652,138.26753352973054,119.3557957031833,0.13475177,2.2003440856933594,2.83231520652771,-0.7068405312736967,4.265120506286621,432934,2000s,0.024653875758882202,starter,NL,NL,0,1.0,0.9230769230769231,1.0,1.0,1.0,0.15384615384615385,1.0,1.0,0.9230769230769231,0.9230769230769231,1.0,1.0,0.7692307692307693,0.7692307692307693,0.3076923076923077,0.9615384615384616,0.8581730769230771,1,19,0.7484243697478992,youngch03,Rookie of the Year,2007.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.012718751940424043
2014,Collin McHugh,HOU,11,9,25,25,0,0,16,154.2,157,2.7349139729804977,73.21996827405404,3.1063900979889136,82.54208486200567,-0.371476125008416,144.55549046097912,85.17970696032783,82.26509564928817,79.58992175056663,125.74630679967798,86.98826110407623,0.18739903,1.3684639930725098,1.395613431930542,-0.007013383424228,3.0431253910064697,543521,2010s,0.01973492471469825,starter,AL,AL,0,0.9375,0.75,0.625,1.0,1.0,0.6875,0.875,0.75,0.8125,0.9375,0.875,0.8125,0.875,0.9375,0.5,0.84375,0.826171875,3,17,0.7475198412698414,mchugco01,Rookie of the Year,2014.0,AL,21.0,150.0,0.0,0.0,0.14,1,0.008874604364931971
2023,Kodai Senga,NYM,12,7,29,29,0,0,16,166.1,202,2.9759519948084643,71.08780309813957,3.6337978861090567,83.71269348158845,-0.6578458913005925,101.98113314356888,74.95338083903182,82.81420100810195,91.6562818619674,130.74359799456607,128.2037146095269,0.18011527,2.5160703659057617,1.6046380996704102,0.935858240313156,3.4204468727111816,673540,2020s,0.02059269640404083,starter,NL,NL,0,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7857142857142857,1.0,0.14285714285714285,1.0,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,0.5,0.8571428571428571,0.9285714285714286,1.0,0.8482142857142858,1,17,0.7447429906542056,sengako01,Rookie of the Year,2023.0,NL,71.0,150.0,0.0,0.0,0.47333333333333333,1,0.015147925140913678
2019,Michael Soroka,ATL,13,4,29,29,0,0,18,174.2,142,2.679389000883728,59.7383529491205,3.454467462966804,78.47799216723553,-0.775078462083076,127.9643590631137,53.01068003215255,95.03019045037144,84.09638731753773,87.35417886488301,68.26445789585505,0.14407989,3.453301906585694,3.12312650680542,0.1984816762924031,4.01092529296875,647336,2010s,0.023024829465951493,starter,NL,NL,0,1.0,1.0,1.0,0.9090909090909091,0.7272727272727273,0.8181818181818182,1.0,1.0,0.8181818181818182,0.5454545454545454,1.0,1.0,0.9090909090909091,0.9090909090909091,0.7272727272727273,1.0,0.8977272727272726,1,18,0.7428836633663366,sorokmi01,Rookie of the Year,2019.0,NL,82.0,150.0,1.0,0.0,0.5466666666666666,1,0.01982377673126116
2014,Jacob deGrom,NYM,9,6,22,22,0,0,17,140.1,144,2.693586795964068,77.19793265226322,2.66906925400549,71.82265285312418,0.0245175419585783,124.39349979061936,53.472193467988205,91.37059626237024,89.9993045318085,124.06477871688304,99.7357360993322,0.17876106,1.4693399667739868,1.469452977180481,-0.1037750702811672,3.5544774532318115,594798,2010s,0.02537100252128345,starter,NL,NL,1,0.875,1.0,0.9375,0.75,0.9375,0.5625,1.0,0.9375,0.6875,0.875,0.9375,0.9375,0.6875,0.8125,0.375,0.9375,0.828125,2,21,0.7388392857142859,degroja01,Rookie of the Year,2014.0,NL,142.0,150.0,26.0,0.0,0.9466666666666667,1,0.010487794195388913
2012,Wade Miley,ARI,15,11,29,29,0,0,18,186.0,142,3.33870940352332,81.25412569057367,3.040688658582087,77.44552751030648,0.2980207449412329,172.29582872116384,64.991630481213,101.5131620147666,89.79950721269208,91.98208293928852,53.38613472982458,0.14174252,1.049587965011597,1.118683695793152,-0.0698960173046594,4.124762058258057,489119,2010s,0.022176140098161594,starter,NL,NL,0,1.0,0.8181818181818182,0.7272727272727273,1.0,0.45454545454545453,1.0,0.9090909090909091,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.8181818181818182,0.9090909090909091,1.0,0.8181818181818182,0.36363636363636365,0.8636363636363636,0.7926136363636362,1,18,0.7371162280701755,mileywa01,Rookie of the Year,2012.0,NL,105.0,160.0,12.0,0.0,0.65625,1,0.005642946048449446
2006,Jered Weaver,LAA,11,2,19,19,0,0,14,123.0,105,2.560975292053807,56.61742170497288,3.9028452470239823,87.70595399018517,-1.3418699549701754,157.53282180129204,97.44956524332068,77.15945569281847,73.0112015688792,130.0642995676082,82.56329911217743,0.14693878,2.65788197517395,2.242979049682617,0.3727241820396649,2.546574354171753,450308,2000s,0.02070385653798173,starter,AL,AL,0,0.9473684210526315,0.8947368421052632,0.6842105263157895,1.0,1.0,0.8947368421052632,0.7894736842105263,1.0,0.47368421052631576,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.6842105263157895,0.7368421052631579,0.861842105263158,1,16,0.7362938596491226,weaveje02,Rookie of the Year,2006.0,AL,8.0,140.0,0.0,0.0,0.05714285714285714,1,0.021608796546129676
2000,Rick Ankiel,STL,11,7,30,30,0,0,16,173.0,192,3.5375719423175487,76.95430698050802,4.122607081115439,85.74031037563658,-0.5850351387978905,124.02219180664504,93.57525687338912,82.50250629641234,89.37330425610546,154.6686863142541,124.71049257777564,0.14325069,1.9203598499298096,1.6071653366088867,0.4171920780528877,3.4029300212860107,150449,2000s,0.019670115729976942,starter,NL,NL,0,0.875,0.875,0.5,1.0,1.0,0.125,0.875,0.875,1.0,1.0,1.0,0.875,0.75,1.0,0.625,1.0,0.8359375,1,19,0.7361111111111109,ankieri01,Rookie of the Year,2000.0,NL,87.0,160.0,6.0,0.0,0.54375,1,0.011100345953351501
2012,Yu Darvish,TEX,16,9,29,29,0,0,18,191.1,221,3.904181288454841,90.30788983228769,3.2878318911131696,77.08110870252982,0.6163493973416712,101.266473742137,60.50828370915624,86.57776081440798,97.9327117223264,139.33549216625238,137.59291187467855,0.16176471,1.3035060167312622,0.9981293082237244,0.3482020450622658,4.712034702301025,506433,2010s,0.02465742910675576,starter,AL,AL,0,0.7272727272727273,1.0,0.9090909090909091,0.45454545454545453,1.0,0.09090909090909091,1.0,1.0,0.8181818181818182,1.0,0.9090909090909091,0.7272727272727273,0.45454545454545453,0.9090909090909091,0.8181818181818182,0.8636363636363636,0.7926136363636362,1,19,0.7302631578947368,darviyu01,Rookie of the Year,2012.0,AL,46.0,140.0,0.0,0.0,0.32857142857142857,1,0.006821067591477039
1999,Freddy Garcia,SEA,17,8,33,33,2,1,16,201.1,170,4.0678805891691,86.85383420511657,4.097430213343332,87.13009947282832,-0.0295496241742316,112.63007736528344,68.53393529181776,95.94556834671366,98.59721060390513,121.81361490070502,108.15371431535166,0.09009009,2.1874520778656006,1.6617045402526855,0.4444841245345623,3.8319308757781982,150119,1990s,0.019054852689100937,starter,AL,AL,0,0.75,0.875,0.75,0.375,0.5,0.375,1.0,0.875,1.0,0.75,1.0,0.875,0.625,0.875,0.75,0.9375,0.76953125,2,20,0.728,garcifr03,Rookie of the Year,1999.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.010877434499580311
1998,Rolando Arrojo,TBR,14,12,32,32,2,2,17,202.0,152,3.5643561663972334,76.07886178050202,4.2332115640501025,92.39406590355814,-0.668855397652869,125.6223963382752,84.68919546362336,95.22313230780256,89.89808343855812,109.4913339169036,87.1590904336504,0.10199297,1.981005907058716,0.5727605819702148,1.5091064317853262,3.268266439437866,134361,1990s,0.016179536828900328,starter,AL,AL,0,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.6428571428571429,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.9285714285714286,0.861607142857143,2,19,0.7258064516129032,arrojro01,Rookie of the Year,1998.0,AL,61.0,140.0,4.0,0.0,0.4357142857142857,1,0.009806959935934239
1983,Jose DeLeon,PIT,7,3,15,15,3,2,11,108.0,118,2.8333333333333335,76.6651765783545,2.505100679397583,66.41106182491797,0.3282326539357503,150.04503328136977,57.82400679301496,77.01704596602926,85.0009149343056,185.27359494980468,123.47866561687046,0.16210046,1.1822199821472168,1.5933846235275269,-0.5137218266800807,3.0313544273376465,113229,1980s,0.028068096549422654,starter,NL,NL,0,0.625,1.0,1.0,0.875,1.0,0.25,0.625,1.0,0.25,1.0,0.75,0.75,1.0,1.0,0.25,0.25,0.7265625,2,18,0.7256030701754385,deleojo01,Rookie of the Year,1983.0,NL,3.0,120.0,0.0,0.0,0.025,1,0.010946481316177934
1985,Joe Hesketh,WSN,10,5,25,25,2,1,16,155.1,113,2.4914161458541053,70.54100599143763,2.9355280535736124,80.11447854490524,-0.444111907719507,149.92796926086928,79.00129369687023,88.34578893343071,83.26280214815709,126.52890068719798,84.39312231374899,0.11003236,1.030716061592102,1.4082244634628296,-0.419171309539858,3.2753095626831055,115866,1980s,0.021117405304210867,starter,NL,NL,0,1.0,1.0,0.8571428571428571,1.0,1.0,0.7142857142857143,1.0,1.0,0.5714285714285714,1.0,0.8571428571428571,0.8571428571428571,1.0,1.0,0.2857142857142857,0.6428571428571429,0.861607142857143,1,15,0.7229166666666667,heskejo01,Rookie of the Year,1985.0,NL,1.0,120.0,0.0,0.0,0.008333333333333333,1,0.006645493627286281
1984,Mark Langston,SEA,16,10,33,33,5,2,23,220.1,198,3.472012423471741,84.80062305487698,3.6033497843494193,86.09076266199426,-0.1313373608776782,105.7830361692194,74.37767114527121,86.8597405181605,99.9810652111559,157.11330775011518,148.52410914018296,0.08668076,1.3677020072937012,1.3028500080108645,-0.0735355091895928,4.210902214050293,117480,1980s,0.01913176835097816,starter,AL,AL,0,0.75,0.75,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.08333333333333333,0.9166666666666666,0.75,0.9166666666666666,0.8333333333333334,0.75,0.75,0.5,0.75,0.6666666666666666,1.0,0.703125,3,14,0.7193080357142857,langsma01,Rookie of the Year,1984.0,AL,82.0,140.0,3.0,0.0,0.5857142857142857,1,0.006214002759171746
2021,Trevor Rogers,MIA,7,8,25,25,0,0,9,133.0,157,2.6390977443609023,62.60307540913206,2.5459739720911014,60.51791217017303,0.0931237722698008,129.88016028316295,33.069745036905516,89.98381144309185,88.96145410738848,122.45328218632044,94.2817460921016,0.20181818,1.7944843769073486,2.1308586597442627,-0.419850654397514,4.255216121673584,669432,2020s,0.031994106177996876,starter,NL,NL,0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.6428571428571429,1.0,1.0,0.7857142857142857,1.0,0.9285714285714286,1.0,0.7857142857142857,1.0,0.2857142857142857,0.6428571428571429,0.861607142857143,1,22,0.7158294392523364,rogertr01,Rookie of the Year,2021.0,NL,86.0,150.0,1.0,0.0,0.5733333333333334,1,0.013492363736145478
2013,Hyun Jin Ryu,LAD,14,8,30,30,2,1,22,192.0,154,3.000000238418598,83.82483655158599,3.2405627244876505,86.64468644713054,-0.2405624860690522,124.83924800510763,79.31333519416738,100.57123444859224,93.8752566578901,99.77039357337888,79.91909054305401,0.13409962,1.5075759887695312,1.2769590616226196,0.281271444407293,3.781807422637939,547943,2010s,0.019696913659572598,starter,NL,NL,0,0.75,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,0.9166666666666666,0.8333333333333334,1.0,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,1.0,0.7916666666666666,2,26,0.7151717557251908,ryuhy01,Rookie of the Year,2013.0,NL,10.0,150.0,0.0,0.0,0.06666666666666667,1,0.007851958274841309
2003,Dontrelle Willis,MIA,14,6,27,27,2,2,16,160.2,142,3.3049788346060174,80.38656216605531,3.45475844884387,81.72045357873907,-0.1497796142378527,125.92854821192738,69.07731014721062,94.9812901981202,92.8001403550342,124.46453223793068,98.8374240101349,0.1257485,2.6442601680755615,1.3031065464019775,1.344951484939464,3.3638358116149902,425883,2000s,0.02099772666426336,starter,NL,NL,1,0.8333333333333334,0.9166666666666666,0.8333333333333334,0.75,0.75,0.5833333333333334,0.9166666666666666,0.9166666666666666,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,1.0,0.75,0.8385416666666666,2,22,0.7148760330578513,willido03,Rookie of the Year,2003.0,NL,118.0,160.0,17.0,0.0,0.7375,1,0.016505993558524105
1977,Dave Rozema,DET,15,7,28,28,16,1,18,218.1,92,3.091603125456672,73.6557018239746,3.9472033556677046,94.2467170544099,-0.8556002302110328,175.1091749888256,115.03851045855453,100.30124171171006,85.16998009057707,79.72451142832931,45.52845990550545,0.06516854,2.976073980331421,2.321600914001465,0.7913077328173701,3.249015092849731,121523,1970s,0.014896905515129441,starter,AL,AL,0,1.0,0.875,0.625,1.0,0.625,1.0,1.0,0.875,0.875,0.5,1.0,1.0,1.0,0.875,0.875,0.8125,0.87109375,1,21,0.7103125,rozemda01,Rookie of the Year,1977.0,AL,2.0,28.0,2.0,0.0,0.07142857142857142,1,0.013645456122564974
1997,Matt Morris,STL,12,9,33,33,3,0,22,217.0,149,3.193548387096774,76.29630627519246,3.5055249996448996,81.59949273632984,-0.3119766125481256,108.7861772913414,51.57131508910524,98.54662397947853,92.35386255961528,93.3668339328051,85.82601303930628,0.08888889,1.6547720432281494,1.3669933080673218,0.2167709009025129,4.6485276222229,119403,1990s,0.021421786277524887,starter,NL,NL,0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,0.8571428571428571,0.5714285714285714,1.0,0.8571428571428571,1,22,0.7097800925925926,morrima01,Rookie of the Year,1997.0,NL,25.0,140.0,0.0,0.0,0.17857142857142858,1,0.0076256776185629005
2014,Matt Shoemaker,LAA,14,3,20,20,0,0,11,121.1,110,2.8928567184197345,79.33619873721085,2.8767577006468152,78.37485130833412,0.0160990177729192,197.7389329946717,75.17125542719944,95.71649653905531,83.4758495593934,113.14409228607887,57.21892481595084,0.1846473,1.060357928276062,1.4024889469146729,-0.1288857320531835,2.5292491912841797,533167,2010s,0.020885625031248387,starter,AL,AL,0,0.8125,0.8125,0.8125,0.875,0.75,0.9375,0.75,0.8125,0.5,0.75,0.75,0.875,0.9375,0.875,0.3125,0.46875,0.751953125,4,25,0.7095734126984128,shoemma01,Rookie of the Year,2014.0,AL,40.0,150.0,0.0,0.0,0.26666666666666666,1,0.00875605225661488
2015,Noah Syndergaard,NYM,9,7,24,24,0,0,14,150.0,166,3.24,87.13312458462364,3.2469270833333335,84.16435510647179,-0.0069270833333332,200.19771612802003,116.78791445196248,88.22472297359207,80.58228337122259,133.02582402278367,66.44722131435762,0.2238806,0.4711659550666809,0.882565975189209,-0.3925999895641672,2.853304624557495,592789,2010s,0.0190220308303833,starter,NL,NL,0,0.8571428571428571,0.9285714285714286,0.21428571428571427,1.0,1.0,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,1.0,0.6428571428571429,0.9285714285714286,1.0,1.0,0.21428571428571427,0.8214285714285714,0.8325892857142857,1,24,0.7057926829268292,syndeno01,Rookie of the Year,2015.0,NL,16.0,150.0,0.0,0.0,0.10666666666666667,1,0.003141106367111206
1991,Juan Guzman,TOR,10,3,23,23,1,0,13,138.2,123,2.985576813566618,72.19509519429586,3.1586153286095913,76.17012001550346,-0.1730385150429731,111.2941052029014,45.15685615072522,76.09955406011252,86.32276447761414,144.53193526516918,129.8648655388502,0.09930314,1.6887840032577517,1.6617308855056765,-0.0888674063607453,3.3729805946350098,115267,1990s,0.024406516603726554,starter,AL,AL,0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.5,0.625,0.8671875,1,21,0.7043269230769231,guzmaju01,Rookie of the Year,1991.0,AL,68.0,140.0,1.0,0.0,0.4857142857142857,1,0.012219855305772444
1988,Tim Belcher,LAD,11,6,27,27,4,1,15,161.2,128,2.950515928054641,89.28155558698674,2.558590558485159,74.67737815904127,0.3919253695694817,143.00834799047487,50.72648996727066,90.6896873302135,87.70105563613126,131.17216964358883,91.72343897474192,0.125,0.9513760805130004,2.4509143829345703,-1.418551701931691,3.772625684738159,110809,1980s,0.02340338514105558,starter,NL,NL,0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.25,0.75,0.859375,1,23,0.7042410714285715,belchti01,Rookie of the Year,1988.0,NL,35.0,120.0,3.0,0.0,0.2916666666666667,1,0.005901836727748142
2000,Chuck Smith,MIA,6,6,19,19,1,0,11,122.2,118,3.228260735708289,72.33570958771767,3.2401461184137488,69.96258272614779,-0.0118853827054596,124.21358411400507,37.70618058004423,93.3261710156398,92.84602178368044,134.52482390059149,108.30121650756142,0.12475634,1.6714580059051514,1.688651442527771,-0.0914815845679766,3.4202675819396973,276540,2000s,0.027989096415218472,starter,NL,NL,0,1.0,1.0,1.0,0.875,0.75,0.5,1.0,1.0,0.375,0.875,0.875,1.0,0.875,0.875,0.125,0.4375,0.78515625,2,24,0.7032585470085472,smithch07,Rookie of the Year,2000.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.013678052421482416
2023,Tanner Bibee,CLE,10,4,25,25,0,0,11,142.0,141,2.9788732394366195,70.2147464789439,3.5156037397787605,82.95172323570476,-0.536730500342141,115.23756209827113,67.30562404176881,93.87593843752802,90.57554430967689,103.91518752216402,90.17475540784235,0.16410257,2.490530252456665,1.908623456954956,0.532716830330259,3.0396995544433594,676440,2020s,0.02140633489044619,starter,AL,AL,0,1.0,0.9285714285714286,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.5714285714285714,0.9285714285714286,1.0,0.7142857142857143,0.5,0.7142857142857143,0.8214285714285714,0.8370535714285714,2,22,0.7006425233644861,bibeeta01,Rookie of the Year,2023.0,AL,67.0,150.0,0.0,0.0,0.44666666666666666,1,0.017538945439835668
1978,Don Robinson,PIT,14,6,32,32,9,1,20,216.0,124,3.5,95.75228217376365,3.404287555482653,94.52541595482198,0.0957124445173471,151.16608298464067,125.77643853871808,94.17869226816468,86.44782595760918,103.71332032429596,68.60886111090204,0.08135593,1.751520037651062,1.7131940126419067,0.0170448865104975,3.1238672733306885,121308,1970s,0.014462348487642076,starter,NL,NL,0,0.75,0.625,0.125,0.875,0.625,0.875,0.875,0.625,0.875,1.0,1.0,1.0,1.0,1.0,0.75,0.9375,0.80859375,1,25,0.6984508547008548,robindo01,Rookie of the Year,1978.0,NL,3.0,24.0,3.0,0.0,0.125,1,0.008108889063199362
2002,Mark Prior,CHC,6,6,19,19,1,0,13,116.2,147,3.317142495603017,82.4609049397727,3.159217306176013,74.65675322596456,0.1579251894270039,199.4104931647276,106.55647368286054,87.78562040656351,85.13662881706784,173.1058729838584,86.80880480127652,0.22427984,0.8762020468711853,0.8103639483451843,0.0533115925363431,2.837444543838501,407578,2000s,0.024418627743876944,starter,NL,NL,0,0.9375,1.0,0.5625,1.0,0.875,0.875,1.0,1.0,0.4375,1.0,0.8125,0.875,1.0,1.0,0.25,0.625,0.828125,1,30,0.6972163865546219,priorma01,Rookie of the Year,2002.0,NL,3.0,160.0,0.0,0.0,0.01875,1,0.007540465119373368
