,Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID_x,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G,rookie_of_the_year,_merge,yearID_y,playerID,POS,Def_int_Off,wOBA_int_BB/K,PA_int_WAR,PA_int_wRC+,PA_int_K%+,PA_int_BB%+,PA_int_OBP+,wRC+_int_WAR,wOBA_int_WAR,OBP+_int_SLG+,OBP+_int_ISO+,wRC+_int_WPA,wOBA_int_WPA,BB%+_int_K%+,Def_int_Off_int_WPA,Def_int_Off_int_WAR
662,1982,Dave Hostetler,TEX,113,466,22,53,67,42,113,2,2,0.232057416,0.371681415,0.323453422499012,-12.862708568572998,-0.1428029547395661,100.43612115717768,106.85870562435368,193.17653172461044,91.62473904378416,107.62141464477892,145.31177262150885,-0.4571424126625061,0.1405419260263443,-0.5817121165545018,0.196486065973238,116171,1980s,4,0.5,0.001738814743126,AL,AL,15,8,5,12,14,6,3,15,15,6,15,7,10,11,8,12,10.125,12,1B,146.5,175,hosteda01,Rookie of the Year,1982.0,AL,3.0,140.0,0.0,0.0,0.0214285714285714,1,-0.0040455080766593,0.0,both,1982.0,hosteda01,1B,1.8368327895461591,0.12022162576102562,91.56250674352891,46803.2324592448,90020.26378366846,49796.15682094881,42697.12839440342,19.73429832778534,0.0635540905124105,9860.784032350759,13314.153246435448,-45.913610744255976,-0.14786427794514329,20642.594137093765,-0.8396941730707325,0.3609120486685734
663,2017,Matt Chapman,OAK,84,326,14,39,40,32,92,0,3,0.234482758,0.347826086,0.3319231553311728,7.547526478767395,4.505803187076106,109.7349564820266,116.54467599138351,132.52901039594352,96.41962632811465,109.89463222673795,137.01077960903527,0.5100499987602234,0.8344002366065979,-0.3468434699169091,2.27067760818493,656305,2010s,3,0.0,0.0270318762879158,AL,AL,15,11,6,10,18,10,5,5,3,13,4,10,22,8,10,12,10.125,6,3B,123.8125,110,chapmma01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0060720237947645,0.0,left_only,2017.0,chapmma01,3B,34.00766886257143,0.11545153197161186,740.2409002682872,35773.59581314067,43204.45738907759,37993.564373191024,31432.798182965373,249.17270851888554,0.7536904764485824,10595.99937476766,13210.528172826851,55.97031441761084,0.1692974049651541,15445.550576053934,17.345611461192643,77.2204521928088
664,2022,Jake McCarthy,ARI,99,354,8,53,43,23,76,23,3,0.283489096,0.302631578,0.3370156834947417,-4.303388774394989,13.257350347746089,115.9180214404606,77.75805692975499,94.93673073784734,108.9649974255868,107.24821920442152,92.45901026451163,1.263253092765808,0.9594438076019288,0.3793167378708548,2.220136217258706,664983,2020s,26,0.8846153846153846,0.0224256183561485,NL,AL,12,8,16,13,5,11,14,8,6,7,16,5,21,5,5,11,10.1875,7,RF,109.5625,97,mccarja02,Rookie of the Year,2022.0,NL,4.0,150.0,0.0,0.0,0.0266666666666666,1,0.0127601322501596,0.0,both,2022.0,mccarja02,RF,-57.05153266471202,0.10199158810676225,785.9282209095819,41034.97958992305,33607.60268119796,27526.352153133266,38573.60908865773,257.35379763293776,0.7482207247108731,11686.30192950856,10074.795815444813,146.4337990919551,0.4257361044853152,7382.095713438353,-72.07052508572698,-126.66217391904523
665,2013,Anthony Rendon,WSN,98,394,7,40,35,31,69,1,1,0.264957264,0.449275362,0.3175825496565713,-2.8643537759780884,0.7113762900954035,99.60736404829495,98.44535098701716,92.30171965828174,101.95052560226848,98.8342256196884,91.69219035868235,-0.0116541031748056,0.511848509311676,-0.5240008475953808,1.0467114880350863,543685,2010s,2,0.5,0.0106807294697457,NL,AL,9,8,7,5,6,11,13,14,14,9,19,7,13,8,5,15,10.1875,9,2B,151.125,164,rendoan01,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.000118919420151,0.0,left_only,2013.0,rendoan01,2B,-2.0376333626760528,0.14268201496183905,412.404326285824,39245.30143502821,36366.87754536301,38787.46828888476,40168.50708729378,104.26017224224337,0.3324173031250064,10076.201249420421,9348.06700069092,-1.1608344975892513,-0.0037011398002155045,9086.675188464807,0.023746789441052796,-2.132814249116588
668,2012,Wilin Rosario,COL,117,426,28,67,71,25,99,4,5,0.27020202,0.252525252,0.3564446451810171,-8.467735290527344,2.0116457495099915,107.44490820772764,71.10304877245241,121.0254310211825,95.60787190819585,128.17457195488407,170.19408572137075,0.0821957290172576,0.8037024140357971,-0.7186317997421822,0.6811015514812391,501647,2010s,9,0.4444444444444444,0.0058213807818909,NL,AL,15,9,12,17,14,2,1,12,12,3,14,9,10,11,7,15,10.1875,9,1B,147.25,162,rosarwi01,Rookie of the Year,2012.0,NL,12.0,160.0,1.0,0.0,0.075,1,0.000702527598438,0.0,both,2012.0,rosarwi01,1B,-17.034083705165084,0.09001127384838692,290.14926093100786,45771.530896491975,51556.833615023745,30289.898777064725,40728.95343289143,73.18089367904261,0.2427750008499705,12254.498057350389,16271.894347181318,8.831512559326496,0.029298227464951414,8605.277124606215,-1.4001289282870324,-11.601940839649233
671,2007,Akinori Iwamura,TBR,123,559,7,82,34,58,114,12,8,0.285132382,0.508771929,0.3413530352953318,3.976888656616211,7.9982930610026814,106.67863987729108,121.13671673080084,122.11989601831525,105.92768873390564,97.10409779181138,82.69916155817783,-0.3963866233825683,0.2162360101938247,-0.6477246589567376,3.05533855074109,493127,2000s,20,0.6,0.0248401508190332,AL,AL,15,11,3,8,9,14,15,4,7,11,7,9,6,16,11,18,10.25,9,2B,130.1875,127,iwamuak01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.003222655474655,0.0,left_only,2007.0,iwamuak01,2B,31.808320946593714,0.17367084223721105,1707.9342498642693,59633.35969140571,68265.02187423823,67715.42465251767,59213.578002253256,325.9393609577132,1.0429490881503112,10286.01264567773,8760.131044089636,-42.28598584800441,-0.13530777704210722,14793.203251165507,-12.6083929354893,97.1851892224731
673,2010,Danny Valencia,MIN,85,322,7,30,40,20,46,2,0,0.311036789,0.434782608,0.3508413780179823,4.318186283111572,4.356062319459088,117.21583276792684,72.9623722345984,81.83797971099182,106.96139956602951,109.919562606938,93.07297277012285,0.3230020701885223,0.0998590886592865,0.2428911212003466,2.0624147184018384,502143,2010s,2,1.0,0.0242637025694333,AL,AL,7,6,19,11,5,8,12,6,5,6,6,14,24,12,15,8,10.25,7,3B,117.5625,110,valenda01,Rookie of the Year,2010.0,AL,12.0,140.0,0.0,0.0,0.0857142857142857,1,0.003800024355159,0.0,both,2010.0,valenda01,3B,18.810288556267416,0.15253972932897222,664.097539325392,37743.49815127244,26351.829466939365,23493.883859540685,34441.5706602615,241.74765873030083,0.72358042184867,11757.150256123892,9955.215429263295,37.860956642911994,0.1133224914076022,5971.093138600897,6.075762144517846,38.79461597583159
674,1977,Al Woods,TOR,122,485,6,58,35,36,39,8,7,0.284090909,0.923076923,0.3203760950254793,-9.641062259674072,-5.103382934552018,92.59585064231612,88.45854133001968,62.032294845345746,101.78868730571564,94.24166219104764,70.34634152130978,-1.4906420707702637,-0.9358495473861694,-0.493910760692785,0.1656774146619251,124558,1970s,15,0.5333333333333333,0.0013580115955895,AL,AL,3,11,10,5,9,8,9,12,12,9,14,11,8,15,14,14,10.25,12,LF,149.0,170,woodsal01,Rookie of the Year,1977.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0122183776292644,0.0,left_only,1977.0,woodsal01,LF,49.20203260697418,0.29573177999887507,80.35354611103367,44908.98756152332,30085.662999992688,42902.39254505955,49367.51334327208,15.341041142840691,0.05307908314330465,9592.735083935433,7160.461760213682,-138.02727054619615,-0.4775660857140713,5487.286317372984,-73.34261977136602,8.151665558435221
675,1986,Kurt Stillwell,CIN,104,315,0,31,26,30,47,6,2,0.229390681,0.638297872,0.2666657745838165,-2.273660898208618,-14.815761177587817,58.49178713363968,102.8464207059661,102.33832824671344,93.105311491836,65.48243226814765,21.603371781821124,-0.9847578406333924,-1.0641452074050903,0.1513461491163209,-0.6967615098452504,122796,1980s,8,0.75,-0.0066996299023581,NL,AL,3,13,5,3,11,14,14,13,12,13,5,13,14,13,13,6,10.3125,12,SS,181.625,220,stillku01,Rookie of the Year,1986.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0094688253907056,0.0,left_only,1986.0,stillku01,SS,33.68601686667869,0.17021219645208177,-219.4798756012539,18424.9129470965,32236.573397714736,32396.62252237932,29328.173119928342,-40.754825916781776,-0.1858024477230732,6096.76225356894,2011.388659020396,-57.60024599251106,-0.2626012123499901,10525.130761206745,-33.17256922917055,-23.47111997269962
676,2011,Daniel Descalso,STL,148,375,1,35,28,33,65,2,2,0.26380368,0.507692307,0.2987500040718678,-4.149132013320923,-3.267757493614303,88.55677325456392,104.51571558447924,94.5836831111936,102.38188194354665,87.48285793375302,61.69372604066197,1.5912779569625854,-0.3642822802066803,1.8651492196960917,0.4296481127214364,518614,2010s,4,0.5,0.0029030277886583,NL,AL,10,13,3,5,6,17,17,12,16,15,10,11,14,4,12,1,10.375,10,2B,149.4375,168,descada01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.010751878087585,0.0,left_only,2011.0,descada01,2B,13.558357228524445,0.15167307878350597,161.11804227053864,33208.78997046147,35468.881166697596,39193.39334417971,38393.20572882999,38.04825049752356,0.12835737542499945,8956.659633057565,6316.3197761525635,140.91844121972142,0.47539429612204587,9885.481322982023,21.57511499037528,5.825322594838572
679,2015,Joc Pederson,LAD,151,585,26,67,54,92,170,4,7,0.210416666,0.54117647,0.3347278148504022,1.0297470092773438,10.288522848457648,115.59065819473764,197.889650555338,145.8051349699392,106.8982250539718,101.66916090235613,137.9485387048057,0.3175722062587738,1.6639714241027832,-1.3122235705461736,3.1194509457231963,592626,2010s,11,0.3636363636363636,0.0206586155345907,NL,AL,23,9,2,2,8,16,7,7,10,11,12,9,3,14,4,29,10.375,8,CF,94.4375,78,pederjo01,Rookie of the Year,2015.0,NL,1.0,150.0,0.0,0.0,0.0066666666666666,1,0.0021031271937667,0.0,both,2015.0,pederjo01,CF,10.594575633080881,0.18114681725155424,1824.8788032480697,67620.53504392153,85296.00395741443,115765.44557487272,62535.461656573505,360.57938802234105,1.044166998594946,10868.252843188535,14746.45393633286,36.708380345806646,0.10630025065822057,28853.327208375158,3.3645427581729406,33.049258978150085
680,2023,Triston Casas,BOS,132,502,24,66,65,70,126,0,0,0.263403263,0.555555555,0.3672996851205826,-15.07371425628662,14.813020841037249,129.55773753149563,166.54763938722792,108.4784496108369,115.62601966453852,118.8625521309384,136.97715454630216,0.8055223226547241,1.3981844186782837,-0.6146778929463999,1.689397795718504,671213,2020s,0,0.0,0.0127984681493826,AL,AL,15,5,3,2,3,6,5,18,16,4,32,6,10,8,7,26,10.375,5,1B,94.3125,66,casastr01,Rookie of the Year,2023.0,AL,25.0,150.0,0.0,0.0,0.1666666666666666,1,0.0061024418382933,0.0,both,2023.0,casastr01,1B,-223.28724343021398,0.2040553804184905,848.077693450689,65037.98424081081,54456.18170464013,83606.91497238842,58044.26187159833,218.8745562039852,0.6205152784108128,13743.603790069117,15838.123165163264,104.36164965426148,0.2958680954686805,18066.82970707124,-179.86285894707675,-377.2209768630645
681,2011,Eric Thames,TOR,95,394,12,58,37,23,88,2,1,0.262430939,0.261363636,0.3339283369273023,-12.66749906539917,5.948179876151699,106.62721979228432,72.06717897419746,124.50200758521058,96.8253439228844,111.50734808194429,128.55356133821812,-0.3413797318935394,-0.1292620003223419,-0.2153593323908328,0.6600216834330076,519346,2010s,3,0.6666666666666666,0.0069475966677158,AL,AL,16,8,14,18,11,4,4,10,10,6,14,6,12,12,8,13,10.375,10,LF,153.5,175,thameer01,Rookie of the Year,2011.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0035934708620372,0.0,left_only,2011.0,thameer01,LF,-75.3485630219778,0.0872767243027528,260.048543272605,42011.12459816002,49053.79098857297,28394.4685158338,38149.18550561646,70.3762771070848,0.22039994308474262,10796.73732796304,12447.242789084585,-36.400371705243515,-0.11399636613189794,8972.50846329026,25.722472243006234,-49.73168541002385
682,2014,Gregory Polanco,PIT,89,312,7,50,33,30,59,14,5,0.234657039,0.508474576,0.2927540153652042,-4.9316956996917725,-0.1076149243681392,87.3560655324615,122.85726041221434,94.54363779701237,96.06755407100673,86.71119830038542,77.8400958988918,0.5106896162033081,-0.3810624778270721,0.8892490868419803,0.4836986122802161,570256,2010s,19,0.7368421052631579,0.005434815868317,NL,AL,7,12,4,2,10,17,15,14,14,14,14,8,20,4,9,2,10.375,10,RF,153.875,177,polangr01,Rookie of the Year,2014.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.005738085575318,0.0,left_only,2014.0,polangr01,RF,0.5307240597290074,0.14885797383511967,150.91396703142743,27255.092446127986,29497.61499266786,38331.465248610875,29973.0768701541,42.254007672311246,0.14160471097161031,8330.132731284062,7477.9076216591375,44.611835579803795,0.1495064357488335,11615.372329145619,0.27103526637286834,0.2567104911946434
683,1982,Willie McGee,STL,123,439,4,43,56,12,58,24,12,0.29620853,0.206896551,0.315159291508554,-4.010288064368069,-1.3631861227712063,97.0734919562832,32.58868053162484,104.8267413257358,96.78089804308424,101.3301497658706,78.80063263907572,0.8009023070335388,-0.0774456113576889,0.7983141894447914,0.9881666332513648,118694,1980s,36,0.6666666666666666,0.0080338750670842,NL,AL,8,10,15,15,7,9,12,13,14,10,13,10,12,4,11,4,10.4375,13,CF,143.5,166,mcgeewi01,Rookie of the Year,1982.0,NL,39.0,120.0,5.0,0.0,0.325,1,0.0065114008701913,0.0,both,1982.0,mcgeewi01,CF,5.466769037661554,0.06520537042872342,433.8051519973491,42615.262968808325,46018.939441998016,14306.430753383303,42486.81424091398,95.92478572439381,0.3114298960278932,9806.82289318118,7626.395993172922,77.74638365958889,0.25241180365225646,3416.165184235679,4.378347934282657,5.402078754708821
684,2019,Luis Arraez,MIN,92,366,4,54,28,36,29,2,2,0.334355828,1.24137931,0.360402679280059,-8.75570198893547,13.729712948682677,125.51897328110752,115.69294239797377,34.65402220422354,123.40057572299416,99.67214137541364,55.96536489958213,1.5885545015335083,0.7165754437446594,1.0584468959501727,1.769720963785264,650333,2010s,4,0.5,0.0192360974324485,AL,AL,1,7,6,1,2,16,27,16,13,6,22,7,23,7,11,2,10.4375,7,2B,94.125,68,arraelu01,Rookie of the Year,2019.0,AL,5.0,150.0,0.0,0.0,0.0333333333333333,1,0.017266896755799,0.0,both,2019.0,arraelu01,2B,-120.213274972294,0.4473964293268309,647.7178727454067,45939.94422088535,12683.372126745815,42343.6169176584,45164.61071461586,222.1335583683784,0.6378121769262973,12299.599629269711,6906.158249155884,199.3937300335675,0.572519298535075,4009.2257947313374,-190.96533910132305,-212.7439528437511
688,2008,Blake DeWitt,LAD,117,421,9,45,52,45,68,3,0,0.263586956,0.661764705,0.3176971605969864,5.905913472175598,-3.7394290089972095,91.03068733531742,117.27638097417228,94.21295079928429,101.5666587166352,89.85944115760219,75.14759432293702,0.2508381307125091,0.1352754980325698,0.1130712335291097,1.5632937107900229,455088,2000s,3,1.0,0.013361484707607,NL,AL,5,15,8,4,9,17,18,9,9,16,6,15,12,9,9,6,10.4375,8,2B,140.4375,144,dewitbl01,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0021439156471154,0.0,left_only,2008.0,dewitbl01,2B,-22.084744162480867,0.2102407677618023,658.1466522425997,38323.91936816864,39663.652286498684,49373.35639012653,42759.56331970342,142.30770100019473,0.4966539730971167,9126.723192521744,7632.490065973898,22.8339674486659,0.07969056189681986,11048.953910637812,-5.539695942980698,-34.52494165361301
690,2017,Andrew Benintendi,BOS,151,658,20,84,90,70,112,20,5,0.270506108,0.625,0.3320935030166919,-6.094818711280823,2.948325656693396,101.9515306950623,126.30839159972244,79.93424105933761,108.35014150975368,98.65192447415248,88.43652978747447,-0.2395059764385223,0.2493584156036377,-0.4742390676262265,1.848657142462688,643217,2010s,25,0.8,0.0122427625328654,AL,AL,3,13,3,1,4,17,17,9,12,12,15,11,2,16,14,18,10.4375,7,LF,122.5625,108,beninan01,Rookie of the Year,2017.0,AL,75.0,150.0,0.0,0.0,0.5,1,-0.0015861322942948,0.0,both,2017.0,beninan01,LF,-17.96951037936423,0.20755843938543242,1216.4163997404487,67084.107197351,52596.730617044144,83110.92167261736,71294.39311341793,188.4734254044309,0.6139270263172617,10688.949976983953,9582.110517104406,-24.418000908522878,-0.07953837870890214,10096.365421949427,4.303805129531791,-33.219463709369094
691,2010,Austin Jackson,DET,151,675,4,103,41,47,170,27,6,0.292880258,0.276470588,0.3288681642737931,7.466809749603272,8.289331933566883,101.206647279037,81.79352116444004,144.27732757186013,105.22603755918524,98.02793618212392,72.48804367914404,0.7033398747444153,0.3762706518173218,0.3465753881696205,4.071640990146893,457706,2010s,33,0.8181818181818182,0.0269645098685224,AL,AL,21,14,14,20,7,14,20,2,3,15,2,7,1,8,12,7,10.4375,8,CF,119.0625,112,jacksau01,Rookie of the Year,2010.0,AL,98.0,140.0,8.0,0.0,0.7,1,0.0046578799651948,0.0,both,2010.0,jacksau01,CF,61.89486449925495,0.09092237475125618,2748.357668349153,68314.48691334997,97387.19611100559,55210.626785997025,71027.57535245003,412.07713353666554,1.339033098011538,10315.091294549586,7627.629606773471,71.18267062054011,0.23130609346775544,11800.95064629779,43.533126244228534,252.0136673747542
692,1993,Wil Cordero,WSN,138,521,10,56,58,34,60,12,3,0.248421052,0.566666666,0.3054896084873522,-13.111090660095217,-9.21310321569952,83.74900987544416,76.62088635145548,79.57437668540905,91.48950601695928,93.82141149242833,97.90801847384428,1.0416581630706787,0.2680433392524719,0.7877839480585327,-0.3915571470946344,112680,1990s,15,0.8,-0.0028373706311205,NL,AL,4,14,13,9,15,9,6,16,16,14,16,13,8,5,7,3,10.5,12,3B,151.75,175,cordewi01,Rookie of the Year,1993.0,NL,3.0,140.0,0.0,0.0,0.0214285714285714,1,0.0075482475584831,0.0,both,1993.0,cordewi01,3B,120.79383152185119,0.17311077793917318,-204.00127363630452,43633.234145106406,41458.250253098115,39919.48178910831,47666.032634835785,-32.79252337882928,-0.11961663956636444,8583.674591256135,8957.556245271337,87.23783978584329,0.3182157444141161,6097.059272500635,125.82588065332055,-47.29768805732597
694,2012,Donovan Solano,MIA,93,316,2,29,28,21,58,7,0,0.294736842,0.362068965,0.314291944870582,0.833408921957016,1.4969778426713551,96.81643355195392,80.5174522128582,95.58548584632004,104.6865893063519,90.74374200283684,52.80625876132113,-0.1023979783058166,0.4293365776538849,-0.538780565326001,1.2511650156733232,456781,2010s,7,1.0,0.0134533872653045,NL,AL,8,10,11,9,7,14,17,9,8,11,5,10,16,12,10,11,10.5,10,2B,159.8125,179,solando01,Rookie of the Year,2012.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.00110105353017,0.0,left_only,2012.0,solando01,2B,1.2475946900542736,0.11379535918712869,395.36814495277014,30593.99300241744,30205.01352743713,25443.51489926319,33080.9622208072,121.13333460246568,0.3932310861300009,9499.652851172536,5528.1071237513725,-9.913807062499512,-0.03218285975255076,7696.299788873908,-0.1277511740066295,1.5609468299357099
698,2016,Brandon Drury,ARI,134,499,16,59,53,31,100,1,1,0.281995661,0.31,0.3350738254591253,-11.150168657302856,0.100682525611063,102.09715568877776,71.8924927233321,97.6787923804465,99.54273416849225,107.60496545328492,106.56149786759286,-0.2141635566949844,0.6017789840698242,-0.8204543882951638,0.4919847221203384,592273,2010s,2,0.5,0.0036715277770174,NL,AL,7,10,14,10,11,8,10,16,16,9,17,10,4,9,7,11,10.5625,9,1B,156.8125,175,drurybr01,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0015982354977237,0.0,left_only,2016.0,drurybr01,1B,-1.1226271414065667,0.10387288589232883,245.50037633804885,50946.4806887001,48741.7173978428,35874.353868942715,49671.82435007763,50.23024077082025,0.16485120290830652,10711.292471326133,10607.422854830149,-21.865489990750206,-0.07176060221572068,7022.371870435117,0.24042582144595354,-0.5523154022096596
702,2016,Tim Anderson,CHW,99,431,9,57,30,13,117,10,2,0.282926829,0.111111111,0.315222053527832,10.166110038757324,2.649232635245182,97.5523715718714,37.609473930623025,131.40478305988034,95.06209155491472,101.85170548034328,89.40575430925202,-0.871234118938446,-0.7742358446121216,-0.091150530970111,2.8046896905297776,641313,2010s,12,0.8333333333333334,0.0283301988942401,AL,AL,13,11,17,17,15,9,13,5,4,13,1,9,7,12,15,8,10.5625,9,SS,156.5,173,anderti01,Rookie of the Year,2016.0,AL,2.0,150.0,0.0,0.0,0.0133333333333333,1,-0.0088003446357418,0.0,both,2016.0,anderti01,SS,26.932390488169563,0.035024672579178885,1208.821256618334,42045.072147476574,56635.46149880843,16209.683264098523,40971.76146016824,273.6041308343579,0.8841000437571361,9682.236151396603,8499.098001682327,-84.99095449677529,-0.2746322080752884,4942.064762849744,-23.464417497866595,75.53699794349141
703,2019,Christian Walker,ARI,152,603,29,86,73,67,155,8,1,0.258979206,0.432258064,0.345511357488744,2.726668357849121,9.397808816013208,111.05333896983817,125.408984491903,117.59684170336205,105.25896620655736,107.03196403069256,116.1330687110516,0.0884840562939643,1.2387665510177612,-1.1489477250269136,3.0447407516891216,572233,2010s,9,0.8888888888888888,0.0200311891558494,NL,AL,19,13,3,7,10,10,9,6,11,10,6,11,3,16,8,28,10.625,8,1B,106.25,86,walkech02,Rookie of the Year,2019.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0005821319493023,0.0,left_only,2019.0,walkech02,1B,25.62470793173873,0.1493500704780964,1835.9786732685404,66965.16339881241,70910.89554712731,75621.61764861751,63471.15662255409,338.1286267726119,1.0519925103174073,11266.073884928132,12224.046754920386,9.82644989703986,0.03057224640623805,14747.700497473703,2.267378099148363,78.02059248989637
704,2017,Josh Bell,PIT,159,620,26,75,90,66,117,2,4,0.255009107,0.564102564,0.3383136396477749,-15.430997371673584,2.8183271577792066,108.01249629047744,118.3155203810684,89.85004820803829,100.08584339528927,106.65115914040682,120.11355881233938,0.7152582406997681,0.9086612462997437,-0.2125327859878026,0.8682884403753444,605137,2010s,6,0.3333333333333333,0.0054609335872663,NL,AL,4,12,5,3,10,13,11,17,19,11,25,12,3,6,9,10,10.625,8,1B,123.6875,109,belljo02,Rookie of the Year,2017.0,NL,32.0,150.0,0.0,0.0,0.2133333333333333,1,0.0044984795012564,0.0,both,2017.0,belljo02,1B,-43.48959896420722,0.19084359156148187,538.3388330327135,66967.74770009602,55707.029888983736,73355.6226362624,62053.22290507935,93.78600194510632,0.29375382252747273,10674.271211652831,12021.666836942666,77.25682807031713,0.24198161869920276,10630.655209998133,-31.10629404387731,-37.76151605718068
705,2008,Ben Francisco,CLE,121,499,15,65,54,40,86,4,3,0.266219239,0.465116279,0.337921444798859,-6.794041812419891,6.602334363886067,105.5062762660349,93.24872306518547,102.3493683721593,98.7764478378508,104.15726510029336,112.67575055254228,-0.5521022081375122,-0.2253010869026184,-0.3459870924387133,1.7002231029111008,450204,2000s,7,0.5714285714285714,0.014051430602571,AL,AL,7,8,12,11,14,9,9,7,8,9,17,7,9,17,13,14,10.6875,9,LF,143.375,147,francbe01,Rookie of the Year,2008.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0045628281664257,0.0,left_only,2008.0,francbe01,LF,-44.856535727818624,0.1571727649991492,848.4113283526393,52647.63185675142,51072.334817707495,46531.11280952755,49289.447471087544,179.3842084096337,0.5745418474161184,10288.284663112325,11129.71039704388,-58.25024809884427,-0.1865671758504685,9543.947907232136,24.76539242472787,-76.26611836099444
706,2006,Kenji Johjima,SEA,144,542,18,61,76,20,46,3,1,0.290513833,0.434782608,0.3377433343206888,11.053754806518556,-0.3327256439601793,105.00254702784272,44.53072550643905,52.579477503300275,97.64936311004614,102.92649368699672,98.54429305254408,0.0998657196760177,0.8564603328704834,-0.7561712128896569,2.849526384391254,492706,2000s,4,0.75,0.0197883776693837,AL,AL,1,11,19,13,15,12,12,4,7,14,1,15,8,14,7,18,10.6875,13,C,125.375,131,johjike01,Rookie of the Year,2006.0,AL,10.0,140.0,0.0,0.0,0.0714285714285714,1,0.0006935119421945,0.0,both,2006.0,johjike01,C,-3.6778676861768136,0.14684492773056498,1544.4433003400595,56911.380489090756,28498.076806788747,24135.653224489964,52925.95480564501,299.20752818412126,0.9624085422990789,10050.706555685414,9622.787454710673,10.486154926750407,0.03372898114771344,2341.4022799714517,-0.3672929033532175,-10.480181010060843
707,2010,Pedro Alvarez,PIT,95,386,16,42,64,37,119,0,0,0.256484149,0.310924369,0.3437082806190887,-2.6724261045455933,5.630890139429368,113.83038813010084,108.48441041689772,167.08790963697064,98.3330525117466,111.7010357071665,135.60605221400272,1.1030322313308716,0.3803671598434448,0.7775090633815658,1.530852368851818,476883,2010s,0,0.0,0.016114235461598,NL,AL,23,10,6,18,13,6,3,12,9,11,13,12,16,5,11,4,10.75,9,3B,122.9375,116,alvarpe01,Rookie of the Year,2010.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0116108655929565,0.0,left_only,2010.0,alvarpe01,3B,-15.048137800439417,0.10686728027156507,590.9090143768018,43938.52981821893,64495.933119870664,41874.98242092252,37956.55826953419,174.25751931628676,0.5261666355797173,10983.903809809286,13334.55705327018,125.55858701240429,0.37912131169817076,18126.433364758643,-16.598581015393123,-23.036477398611268
708,2023,Zack Gelof,OAK,69,300,14,40,32,26,82,14,2,0.266666666,0.31707317,0.3569594904730551,3.06609570980072,13.798715727540204,132.1531974785907,103.5133225590842,118.13245796273937,106.20417474798629,122.30893719702134,143.59850158148663,0.8267677426338196,1.159857988357544,-0.2570599959723383,2.7068524180934075,680869,2020s,16,0.875,0.0392297451897595,AL,AL,19,3,9,17,10,3,3,8,1,6,15,8,35,7,8,20,10.75,6,2B,97.1875,70,gelofza01,Rookie of the Year,2023.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0119821411975915,0.0,left_only,2023.0,gelofza01,2B,42.308183092970744,0.11318227720587638,812.0557254280222,39645.95924357721,35439.737388821806,31053.99676772526,31861.252424395887,357.71920215369886,0.9662366599483798,12989.719739312934,15250.760355509192,109.2600007612158,0.2951225921501262,12228.283225794496,34.97904103071375,114.52200771034647
709,2016,Nomar Mazara,TEX,145,568,20,59,64,39,112,0,2,0.265503875,0.348214285,0.3182393229407187,-2.663335084915161,-10.77231616800706,90.75496369044733,85.61452606474886,95.44919481672002,99.58088840126308,98.7604238969938,92.00191871673272,-0.5029544830322266,-0.4820723235607147,-0.0477618746962437,0.5949998847646377,608577,2010s,2,0.0,0.0041034474811354,AL,AL,6,14,10,7,10,14,12,14,15,10,11,17,2,11,14,5,10.75,11,RF,162.25,183,mazarno01,Rookie of the Year,2016.0,AL,4.0,150.0,0.0,0.0,0.0266666666666666,1,-0.0034686516071188,0.0,both,2016.0,mazarno01,RF,28.69028759605205,0.11081547829668648,337.95993454631423,51548.819376174084,54215.142655896976,48629.050804777355,56561.94461191743,53.99919293763504,0.18935236047730397,9834.650750547975,9161.632800433037,-45.64561584553743,-0.160059894150175,8171.837577495368,-14.42990876591826,17.070717813515284
