,Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID_x,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G,rookie_of_the_year,_merge,yearID_y,playerID,POS,Def_int_Off,wOBA_int_BB/K,PA_int_WAR,PA_int_wRC+,PA_int_K%+,PA_int_BB%+,PA_int_OBP+,wRC+_int_WAR,wOBA_int_WAR,OBP+_int_SLG+,OBP+_int_ISO+,wRC+_int_WPA,wOBA_int_WPA,BB%+_int_K%+,Def_int_Off_int_WPA,Def_int_Off_int_WAR
1084,2010,Ian Desmond,WSN,154,574,10,59,65,28,109,17,5,0.268571428,0.256880733,0.3063151774881573,-2.3705391883850098,-7.568512344530848,86.10742423372054,55.207622745174675,102.9200466418724,92.7720344405501,95.05492192427111,82.05484943049223,-1.2258700132369995,0.1261606365442276,-1.3665834156547718,0.7894541783730729,435622,2010s,22,0.7727272727272727,0.0051263258335913,NL,AL,11,20,23,23,20,16,16,17,20,17,11,21,5,21,14,23,17.375,19,RF,182.0,224,desmoia01,Rookie of the Year,2010.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0079601948911493,0.0,left_only,2010.0,desmoia01,RF,17.941455110486086,0.07868646732218296,453.14669838614384,49425.66151015559,59076.10677243476,31689.175455730263,53251.14776887576,67.97786585025347,0.24182179676711518,8818.43849050228,7612.395317379777,-105.55650928519492,-0.37550259068210123,5681.971107920273,-21.99389181378261,14.163956703066162
1086,2006,Brian Anderson,CHW,134,405,8,46,33,30,90,4,7,0.224657534,0.333333333,0.2839346791146104,7.346618413925171,-20.147886487716807,62.03560832635242,89.39130815839953,137.67186964341863,85.36444305374899,81.98252289142489,82.6418801386976,-1.5510098934173584,-1.739359974861145,-0.1185795206477351,0.1212729430011869,435042,2000s,11,0.3636363636363636,0.0009050219626954,AL,AL,18,20,14,19,20,20,17,19,19,20,5,20,16,20,20,11,17.375,20,CF,197.625,232,anderbr03,Rookie of the Year,2006.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0115747006971444,0.0,left_only,2006.0,anderbr03,CF,-148.01883387233443,0.09464489294355857,49.1155419154807,25124.42137217273,55757.10720558454,36203.47980415181,34572.59943676834,7.523240792605693,0.03443359415632644,6998.392406767713,7054.678070954601,-96.21784225833686,-0.44038549639104374,12306.668524037845,229.5786757480911,-17.950679603301765
1087,2015,Eddie Rosario,MIN,122,474,13,60,50,15,118,11,6,0.267108167,0.127118644,0.3155516862359821,4.647522449493408,2.88819532828911,96.55683014203484,41.14103930609798,125.68845145847855,90.69480021209282,111.11812569623136,122.12243415651926,-0.8058420419692993,-0.8561053276062012,0.0471480905883303,2.443880284486008,592696,2010s,17,0.6470588235294118,0.020031805610541,AL,AL,18,19,29,29,26,10,10,10,11,20,7,18,10,24,27,11,17.4375,20,LF,143.9375,149,rosared01,Rookie of the Year,2015.0,AL,2.0,150.0,0.0,0.0,0.0133333333333333,1,-0.0066052626390926,0.0,both,2015.0,rosared01,LF,13.422952626745623,0.04011250246623151,1158.399254846368,45767.93748732452,59576.32599131884,19500.85263109044,42989.335300531995,235.97333351658327,0.7711705447284316,10077.83620996192,11075.869767239974,-77.80955316774015,-0.25428481518325946,5170.953521775854,-10.816779553993863,32.8040892840933
1088,2017,Chad Pinder,OAK,87,309,15,36,42,18,92,2,1,0.237588652,0.195652173,0.3161688038668075,-4.030985236167908,-2.6228526744361833,98.95944580967516,69.16304186512099,139.82025053367747,90.04812324053991,106.41295718572556,126.60364948593148,-0.3762499690055847,0.334051638841629,-0.7360700397471027,0.3529664171310666,640461,2010s,3,0.6666666666666666,0.00405708525438,AL,AL,19,14,17,21,22,14,9,22,21,16,13,16,24,18,13,20,17.4375,22,2B,186.0625,228,pindech01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0043247122874205,0.0,left_only,2017.0,pindech01,2B,10.572680407295767,0.0618591135113517,109.06662289349957,30578.468755189624,43204.457414906334,21371.379936322384,27824.870081326833,34.92936102871698,0.11159696990948195,9582.287083050513,11400.421031611275,-37.23348841870012,-0.11895850265541912,9670.39384125244,-3.977970675550985,3.7318011228350128
1091,2013,Adeiny Hechavarría,MIA,148,578,3,30,42,30,96,11,10,0.226519337,0.3125,0.251398528433595,4.7958056926727295,-33.99545144721287,55.527012156755085,64.94162546897806,87.53874547466773,82.57819086499191,74.45859969430056,50.25119614953062,-3.648715496063232,-3.5309553146362305,0.2427747573901437,-1.2754947350967685,588751,2010s,21,0.5238095238095238,-0.0086182076695727,NL,AL,6,22,19,15,22,22,21,23,23,22,8,23,1,23,23,7,17.5,22,SS,206.5625,248,hechaad01,Rookie of the Year,2013.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0246534830815083,0.0,left_only,2013.0,hechaad01,SS,-163.03557957552286,0.07856204013549845,-737.2359568859322,32094.61302660444,50597.39488435795,37536.25952106932,47730.194319965325,-70.82441166159536,-0.32065749942812566,6148.65645709598,4149.652866830086,-202.60226970644374,-0.9172817063831511,5684.90842264007,594.8704456068605,207.95102338202966
1092,2010,Jason Donald,CLE,88,325,4,39,24,22,70,5,1,0.253378378,0.314285714,0.3051015710382252,-6.362211465835571,-0.3890948869006871,89.89039023042704,79.5177602522379,123.38649300732745,94.95098442115646,92.80421313688998,84.84395982199433,-0.6657884120941162,0.0176618415862321,-0.7503431476549108,0.4735109989751773,453228,2010s,6,0.8333333333333334,0.0053808068065361,AL,AL,16,18,15,17,18,19,15,20,19,19,17,15,21,19,16,17,17.5625,21,2B,183.625,229,donalja01,Rookie of the Year,2010.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0075657774101604,0.0,left_only,2010.0,donalja01,2B,2.4755039507375463,0.09588906509627033,153.8910746669326,29214.37682488879,40100.61022738142,25843.27208197732,30859.06993687585,42.56408847627803,0.14446894969120605,8811.851395778525,8056.017507287409,-59.84798017403648,-0.20313309050896017,9811.417569321093,-1.6481618444942623,1.1721783486807336
1094,2003,Brandon Phillips,CLE,112,393,6,36,33,14,77,4,5,0.208108108,0.181818181,0.2435244094465196,5.081244230270386,-26.902662827988944,43.64234302848312,43.12793409014793,124.75116798670672,72.5491966785278,72.52685896030094,63.87080036425481,-3.0004944801330566,-2.669515609741211,-0.2675994842232385,-0.8136366549021775,408252,2000s,9,0.4444444444444444,-0.007264612990198,AL,AL,15,20,19,20,20,20,19,20,20,20,4,20,12,19,20,13,17.5625,20,2B,218.0,244,phillbr01,Rookie of the Year,2003.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0267901292869022,0.0,left_only,2003.0,phillbr01,2B,-136.6990002736284,0.044277165154665406,-319.75920537655577,17151.440810193864,49027.20901877574,16949.278097428138,28511.83429466143,-35.509009993788375,-0.19814038588909444,5261.76535518672,4633.775257641308,-130.948609357037,-0.7306936463219444,5380.26015059966,410.1645957607292,111.22331731110685
1095,2005,Chris Burke,HOU,108,359,5,49,26,23,62,11,6,0.248427672,0.370967741,0.29934393457004,8.103367328643799,-7.132537644574622,78.26464729321934,72.92498504892154,107.20431420825535,91.0656298044144,86.025467916849,75.04648242857054,-2.000084161758423,-0.921447455883026,-1.199139127028212,1.2698808555233545,429663,2000s,17,0.6470588235294118,0.0117581560696606,NL,AL,11,21,20,16,22,21,18,14,14,21,5,15,18,22,21,23,17.625,22,2B,203.9375,247,burkech01,Rookie of the Year,2005.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0185192977940594,0.0,left_only,2005.0,burkech01,2B,-57.79757251936799,0.11104694318949955,455.8872271328843,28097.008378265742,38486.34880076367,26180.069632562834,32692.56109978477,99.38677726194696,0.38013113172752944,7833.963415067298,6834.155186963695,-156.53588147677723,-0.5987130624519866,7817.873010816909,115.60000938407178,-73.39603083806814
1097,2023,Masataka Yoshida,BOS,140,580,15,71,72,34,81,8,0,0.288640595,0.419753086,0.3385150063654472,-18.527647018432617,4.725182875715573,109.60644574040006,70.01564233580598,60.35783691105517,106.60302967952192,108.07037616708814,94.76297766121624,-0.8484737277030945,0.5765355229377747,-1.452091539933678,0.6055814922976089,807799,2020s,8,1.0,0.00432558208784,AL,AL,3,14,28,10,9,11,20,24,27,13,35,13,6,24,13,33,17.6875,15,LF,150.375,159,yoshima02,Rookie of the Year,2023.0,AL,3.0,150.0,0.0,0.0,0.02,1,-0.0060605266264506,0.0,both,2023.0,yoshima02,LF,-87.5465204188005,0.1420927185792061,351.2372655326132,63571.738529432034,35007.545408412,40609.07255476747,61829.757214122714,66.37563497690837,0.20499842271992208,11520.629518017196,10102.020520138509,-92.9981895976442,-0.2872210893343277,4225.992721327348,74.28092252717474,-53.016552480680296
1098,2005,Jason Repko,LAD,129,301,8,43,30,16,80,5,0,0.221014492,0.2,0.2901979976852468,3.6549792289733887,-6.083250572031849,73.54126799454095,60.50572224632312,164.9827408109881,82.909993593214,89.79767356654902,102.39465699303848,-0.6645280122756958,-0.8304436206817627,0.1751724781365605,0.7395619173930728,434705,2000s,5,1.0,0.0057330381193261,NL,AL,22,23,21,24,24,18,8,15,15,23,10,14,23,16,20,7,17.6875,23,CF,208.25,251,repkoja01,Rookie of the Year,2005.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0051513799401216,0.0,left_only,2005.0,repkoja01,CF,-22.234154485416894,0.05803959953704936,222.6081371353149,22135.921666356826,49659.80498410742,18212.222396143257,24955.908071557413,54.38832116556051,0.2146193875917316,7445.124540088102,8489.540355272165,-48.87023264064654,-0.19284469856816402,9982.399890946765,14.775218484824835,-16.443533922848708
1099,2013,Aaron Hicks,MIN,81,313,8,37,27,24,84,9,3,0.192170818,0.285714285,0.2655559396280825,3.844772458076477,-10.286043282313829,62.23058310822411,94.22876096681014,136.3335717847044,80.66273691820321,83.37096821184375,97.84446228820592,-2.009552240371704,-0.924168050289154,-1.0069664292677836,0.3940107527703279,543305,2010s,12,0.75,0.0048643302811151,AL,AL,20,21,9,17,23,19,10,18,18,21,12,16,23,20,19,19,17.8125,23,CF,209.1875,251,hicksaa01,Rookie of the Year,2013.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0248092869181691,0.0,left_only,2013.0,hicksaa01,CF,-39.547495914422775,0.07587312541834076,123.32536561711262,19478.172512874145,42672.407968612475,29493.602182611576,25247.436655397603,24.51951889580783,0.10463189567549253,6724.930475487835,7892.402120456609,-125.05560770476929,-0.5336485334236262,12846.543547452362,79.47275901591911,-15.582138635423185
1100,2008,John Bowker,SFG,111,350,10,31,43,19,74,1,1,0.254601226,0.256756756,0.3088238847289864,-8.80940318107605,-10.531575408330967,82.92095496487569,59.561509007692216,123.32396065894906,88.46806210665915,95.6811664529322,96.39680339662009,-1.654937982559204,-0.939998984336853,-0.6584272551072394,-0.8077841848013289,435624,2000s,2,0.5,-0.0072773349982101,NL,AL,11,20,18,19,20,12,11,21,21,19,19,20,16,21,19,19,17.875,21,1B,213.3125,254,bowkejo01,Rookie of the Year,2008.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.014909351194227,0.0,left_only,2008.0,bowkejo01,1B,92.77689390389313,0.07929261881833248,-282.7244646804651,29022.33423770649,43163.386230632175,20846.528152692277,30963.8217373307,-66.98223600924982,-0.24946304997298385,8464.727376195598,8528.038389775596,-137.229037921454,-0.511084376759485,7345.361193652275,-153.54000562541822,-74.94370761055569
1102,2015,Addison Russell,CHC,142,523,13,60,54,42,149,4,3,0.242105263,0.281879194,0.3036966788081022,14.031853675842283,-6.060194688841383,89.56622868449168,101.05055909914174,142.9434776131127,94.56646589457524,95.03391050204482,98.56610098513748,-1.2349977493286133,-0.6843832731246948,-0.573638826115513,2.5609478910345014,608365,2010s,7,0.5714285714285714,0.0180348443030598,NL,AL,22,24,10,19,22,22,17,9,13,25,1,25,6,27,23,21,17.875,21,2B,151.5,168,russead02,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.008697167248793,0.0,left_only,2015.0,russead02,2B,-85.03576512093885,0.08560577504290473,1339.3757470110443,46843.13760198915,74759.43879165794,52849.44240885113,49458.26166286285,229.37444445746283,0.7777513691077916,8987.021056319738,9321.047827172262,-110.6140908411991,-0.375064714806581,14444.518332380687,105.01897853679607,-217.77216334897355
1104,2019,Harold Ramírez,MIA,119,446,11,54,50,18,91,2,1,0.275534441,0.197802197,0.3083200665476086,-8.98292350769043,-4.460164793528841,92.18389617703936,45.552141949230304,93.34430063221448,94.40867593916076,93.39520476209928,74.86583121206074,1.3073723316192627,0.3309803605079651,0.94183883067232,0.0752891523363342,623912,2010s,3,0.6666666666666666,0.0006326819524061,NL,AL,9,18,28,27,22,21,22,22,22,20,23,19,9,8,14,3,17.9375,20,LF,173.75,205,ramirha02,Rookie of the Year,2019.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0109863221144475,0.0,left_only,2019.0,ramirha02,LF,40.06531917196345,0.060986386542303185,33.57896194200505,41114.017694959555,41631.55808196766,20316.255309356715,42106.2694688657,6.940447402229932,0.023213156458651598,8817.317620656595,7067.9839978153495,120.51867528272398,0.4030891242873533,4252.032832550262,52.38028974291981,3.0164839185418075
1105,2017,Bradley Zimmer,CLE,101,332,8,41,39,26,99,18,1,0.240802675,0.262626262,0.2986241897787572,2.4246973991394043,-3.2113639680336306,79.41561347245295,92.98123828957053,140.03540121838606,94.6771029328929,89.47064374436162,82.81345633526675,-1.3480881452560425,-0.4676074683666229,-1.0675080845943392,1.012470422663991,605548,2010s,19,0.9473684210526316,0.0100244596303365,AL,AL,20,23,10,17,19,21,19,14,13,21,8,17,21,23,20,21,17.9375,23,CF,202.6875,249,zimmebr01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0133474073787726,0.0,left_only,2017.0,zimmebr01,CF,-7.786585860981141,0.07842655470437361,336.140180324445,26365.983672854378,46491.75320450417,30869.771112137416,31432.79817372044,80.40595973857457,0.30234815964299017,8470.821347257115,7840.538129682681,-107.05924707044987,-0.40257173012743325,13020.665009662369,10.49700409120699,-7.883687877777032
1106,2010,Michael Saunders,SEA,100,327,10,29,33,35,84,6,3,0.211072664,0.416666666,0.2968120580453139,-2.823743462562561,-3.19263671387552,87.36752586146198,125.73179467685422,147.15820239074017,90.03106274351175,89.95999094747444,105.6879772524574,-1.5597825050354004,-0.137776181101799,-1.396398366082109,0.5569505423241183,459431,2010s,9,0.6666666666666666,0.0055695054232411,AL,AL,22,19,5,12,23,21,11,19,17,22,14,19,19,23,18,24,18.0,22,LF,182.625,226,saundmi01,Rookie of the Year,2010.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.015597825050354,0.0,left_only,2010.0,saundmi01,LF,9.015187049143217,0.12367169065433943,182.12282733998669,28569.18095669807,48120.73218177204,41114.29685933133,29440.157517128344,48.65939091005769,0.16530963669667528,8099.193589397821,9515.200911250835,-136.2743383469363,-0.4629622554226324,18502.4648880075,-14.061731038875307,5.021013316173683
1107,2014,James Jones,SEA,108,328,0,46,9,12,67,27,1,0.25,0.179104477,0.262490756349799,-8.843365490436554,-3.903445121075128,68.26982399816448,47.421035207176345,103.6167412311144,87.79406671411157,79.47246762842735,44.278298764856274,-1.796208381652832,-0.7237189412117004,-1.087362853998401,-0.2663749569374032,571825,2010s,28,0.9642857142857144,-0.0024664347864574,AL,AL,12,19,20,20,18,20,21,20,20,20,19,11,19,18,13,19,18.0625,21,CF,215.875,240,jonesja06,Rookie of the Year,2014.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.016631559089378,0.0,left_only,2014.0,jonesja06,CF,34.519591877528725,0.04701326963336518,-87.37098587546825,22392.50227139795,33986.291123805524,15554.099547953841,28796.453882228594,-18.18537142763516,-0.06992096391914411,6977.211124905223,3887.3719157491555,-122.6268300794667,-0.47148809666190034,4913.613133973557,-62.004380261652116,-9.195154799873448
1108,2010,Alcides Escobar,MIL,145,552,4,57,41,36,70,10,4,0.235177865,0.514285714,0.2701215590875382,8.5739266872406,-21.166114011463957,61.784899919248666,73.81019215229546,68.7296814885062,86.85459675563034,78.99509388800105,60.25006423470229,-3.2488415241241455,-2.653592824935913,-0.8138316898274107,0.4445416191668607,444876,2010s,14,0.7142857142857143,0.0030658042701162,NL,AL,4,24,18,7,24,24,23,21,22,24,1,24,6,24,24,19,18.0625,23,LF,186.5625,233,escobal02,Rookie of the Year,2010.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0224058036146492,0.0,left_only,2010.0,escobal02,LF,-181.47670978806804,0.1389196588821278,245.3869737801071,34105.26475542526,37938.78418165542,40743.226068067095,47943.73740910795,27.465959450165244,0.12008027524865107,6861.08702531549,5232.995033605894,-200.72934842150963,-0.877582137724748,5072.950997232707,589.5890704209022,-80.67395041026224
1110,2019,Nick Senzel,CIN,104,414,12,55,42,30,101,14,5,0.256,0.297029702,0.3148330020146731,0.1274423599243164,-5.275539937135274,87.32407285157676,81.78846809782019,111.60979359800962,95.32866678063908,95.86439607356786,91.17220093249034,-0.6769020557403564,-0.1201696842908859,-0.5985161972307279,0.7818786440266782,669222,2010s,19,0.7368421052631579,0.0075180638848719,NL,AL,16,21,17,16,20,19,16,19,19,19,12,20,12,21,18,25,18.125,21,2B,176.3125,212,senzeni01,Rookie of the Year,2019.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.006508673612888,0.0,left_only,2019.0,senzeni01,2B,-0.6723272594634991,0.09351475276818376,323.6977586270448,36152.16616055278,46206.45454957598,33860.42579249755,39466.06804718458,68.2768276720777,0.24616120071008105,9138.625069424355,8691.324362350844,-59.10984442885296,-0.21311110627864002,9128.394043095104,0.4550997040611226,-0.5256783259714933
1112,2019,Danny Jansen,TOR,107,384,13,41,43,31,79,0,1,0.207492795,0.392405063,0.2746874037837483,20.624114990234375,-15.841727047865792,68.73361846559122,94.95458068954972,89.97722731094534,86.4232153140475,81.85324281599064,81.96046606246864,-1.1134178638458252,-1.7015985250473022,0.4844381756945848,1.8143847847534935,643376,2010s,1,0.0,0.0169568671472289,AL,AL,8,26,11,10,27,27,21,15,15,27,2,27,17,25,26,7,18.1875,22,C,171.9375,200,janseda01,Rookie of the Year,2019.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0104057744284656,0.0,left_only,2019.0,janseda01,C,-326.72160027909024,0.10778872798706818,696.7237573453415,26393.709490787027,34551.25528740301,36462.55898478709,33186.514680594235,124.70923154502047,0.4983886459886721,7074.020428039371,7083.28700575641,-76.52923864635254,-0.30584186234625665,8543.749890919116,363.7776662550342,-592.7987003966941
1113,2023,Elly De La Cruz,CIN,98,427,13,67,44,35,144,35,8,0.234536082,0.243055555,0.3045737095194787,5.917885780334473,-2.0762767943721503,83.53553436395387,93.01755423160073,151.10916446219304,92.94463492886968,98.3855131058844,105.2674817016799,-0.3436633348464966,-0.8117045164108276,0.4713159464774021,1.8330549976889376,682829,2020s,43,0.813953488372093,0.0187046428335605,NL,AL,33,22,17,28,24,16,14,16,12,16,8,16,17,19,23,10,18.1875,16,3B,168.0625,186,delacel01,Rookie of the Year,2023.0,NL,1.0,150.0,0.0,0.0,0.0066666666666666,1,-0.0035067687229234,0.0,both,2023.0,delacel01,3B,-12.287168917453391,0.07402833200566568,782.7144840131764,35669.6731734083,64523.61322535643,39718.49565689351,39687.359114627354,153.12522875046164,0.5583003603993392,9144.405597915948,9784.047656644107,-28.708100317700502,-0.1046708167200322,14055.804900253914,4.222649445994249,-22.523056391586113
1115,2015,Jake Lamb,ARI,107,390,6,38,34,36,97,3,2,0.262857142,0.37113402,0.3119509332555825,4.73058295249939,-3.21702450177704,90.67684907423434,116.15262078664968,124.79204188567772,102.04994688428106,94.11659464019196,82.17194349719928,-0.9914080500602722,-0.3711254298686981,-0.6169758775231349,1.439388773928437,571875,2010s,5,0.6,0.0134522315320414,NL,AL,17,23,8,10,14,25,24,17,16,22,6,23,21,25,21,22,18.375,22,1B,152.375,169,lambja01,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.0092654957949558,0.0,left_only,2015.0,lambja01,1B,-15.218401265879306,0.11577560390189602,561.3616218320905,35363.97113895139,48668.89633541431,45299.522106793374,39799.47928486961,130.5192386126561,0.44901867134458456,9604.593483961002,8385.64246926733,-89.89775812629627,-0.3092706664533992,14494.922718338827,15.087645524040182,-21.905195939244987
1117,2010,Michael Brantley,CLE,72,325,3,38,22,22,38,10,2,0.245791245,0.578947368,0.2797920926709041,-8.337441742420197,-8.093402979245749,72.69089795052814,79.5177602522379,66.98123865193071,90.203435184859,80.10445422562866,54.84862062125171,-0.5496621131896973,-0.6994403004646301,0.1836508844782121,-0.5303246074454674,488726,2010s,12,0.8333333333333334,-0.0073656195478537,AL,AL,2,23,15,3,22,23,24,24,24,23,18,22,21,18,22,10,18.375,24,CF,186.0625,232,brantmi02,Rookie of the Year,2010.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0076341960165235,0.0,left_only,2010.0,brantmi02,CF,67.47827583739148,0.161984895639032,-172.3554974197769,23624.541833921645,21768.90256187748,25843.27208197732,29316.116435079177,-38.54977192047237,-0.14838063171204305,7225.6969447599995,4947.533995188,-39.95543257714393,-0.15379111291125674,5326.198076522157,-37.09025169117789,-35.7853901445616
1118,2023,Anthony Volpe,NYY,159,601,21,62,60,52,167,24,5,0.208872458,0.311377245,0.2902497473359108,7.290184259414673,-9.462511891947036,82.15241130120783,103.34108753660956,120.09326213688436,89.37975109736998,92.9086453814235,105.26022295124264,-0.930204212665558,-1.060689926147461,0.0729834134339231,1.837069139628356,683011,2020s,29,0.8275862068965517,0.0115538939599267,AL,AL,20,24,10,18,27,20,15,15,18,25,7,26,5,26,26,15,18.5625,17,SS,171.8125,196,volpean01,Rookie of the Year,2023.0,AL,1.0,150.0,0.0,0.0,0.0066666666666666,1,-0.0058503409601607,0.0,both,2023.0,volpean01,SS,-68.98345524919644,0.090377166687402,1104.078552916642,49373.59919202591,72176.0505442675,62107.99360950235,53717.230409519354,150.91965954750472,0.5332088536157293,8304.151598985445,9408.132527835738,-76.41851907301712,-0.26999153769697803,12410.568315044766,64.16870067702853,-126.7273767832325
