Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,rookie_of_the_year,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G
1995,Quilvio Veras,MIA,124,538,5,86,32,80,68,56,21,0.261363636,1.176470588,0.349445015135907,4.345678925514221,8.689994130541539,110.03352175441827,167.2478436354189,78.58511356525348,112.9633862579301,88.49768332181945,73.98337747366851,0.8038919568061829,0.9832428097724916,-0.1990902843689168,3.057011952042195,123700,1990s,77,0.7272727272727273,0.02465332219388867,NL,AL,0,3,6,1,1,1,13,10,3,4,6,6,4,3,4,3,7,4.6875,2,batter,80.8125,65,verasqu01,Rookie of the Year,1995.0,NL,14.0,140.0,0.0,0.0,0.1,1,0.006482999651662765
2003,Jody Gerut,CLE,127,525,22,66,75,35,70,4,5,0.279166666,0.5,0.3538770857911844,3.962594509124756,10.376627316547546,117.49552184530918,80.71084879209359,84.89559989855347,100.58144264352812,115.21522244238736,133.44935450101605,0.2181936651468277,0.4094354212284088,-0.1919227950723159,3.194324914865762,425506,2000s,9,0.4444444444444444,0.02515216468398238,AL,AL,0,3,1,9,4,6,1,3,3,2,2,5,3,8,8,5,12,4.6875,2,batter,102.5,88,gerutjo01,Rookie of the Year,2003.0,AL,20.0,140.0,0.0,0.0,0.14285714285714285,1,0.0017180603554868322
1983,Gary Redus,CIN,125,531,17,90,51,71,111,39,14,0.247240618,0.639639639,0.3543477460316249,-8.31723165512085,13.475813847940012,118.47534109688856,147.26508002426294,156.52823778116465,106.0267511076516,113.76753022046609,155.00350323394295,2.1520097255706787,1.509196400642395,0.5389099789230638,2.346648927181536,120988,1980s,53,0.7358490566037735,0.01877319141745229,NL,AL,0,11,3,3,5,4,5,4,4,5,4,14,2,5,2,2,2,4.6875,2,batter,84.1875,60,redusga01,Rookie of the Year,1983.0,NL,8.0,120.0,0.0,0.0,0.06666666666666667,1,0.01721607780456543
1987,Matt Nokes,DET,135,508,32,69,87,35,70,2,1,0.288503253,0.5,0.3756817806786144,-2.4181551933288574,19.855037030305713,131.0570418848797,77.07857190482606,89.60383638183335,103.33417317490962,125.91615741650192,154.05097430965603,2.4478626251220703,1.768623948097229,0.7070060432259568,3.417700190011016,119820,1980s,3,0.6666666666666666,0.025316297703785306,AL,AL,0,7,4,7,7,6,3,3,4,5,4,7,4,6,4,4,1,4.75,4,batter,73.6875,49,nokesma01,Rookie of the Year,1987.0,AL,32.0,140.0,0.0,0.0,0.22857142857142856,1,0.018132315741644964
2001,Jimmy Rollins,PHI,158,720,14,97,54,48,108,46,8,0.274390243,0.444444444,0.3204918717295562,-0.8583865165710449,-1.2953047601806311,92.56942289413684,74.44682851267683,87.45393832171084,95.22563337874308,95.30442038760208,84.48730226172893,0.2421114444732666,0.4099092781543731,-0.1689390843901703,2.0763439424785997,276519,2000s,54,0.8518518518518519,0.013141417357459492,NL,AL,0,7,5,4,6,5,4,3,4,5,4,9,4,2,4,4,6,4.75,4,batter,130.375,132,rolliji01,Rookie of the Year,2001.0,NL,44.0,160.0,0.0,0.0,0.275,1,0.0015323509143877632
2004,Terrmel Sledge,WSN,133,446,15,45,62,40,66,3,3,0.268844221,0.606060606,0.3416533772278269,2.187249183654785,0.8915975278671535,100.84224579894598,99.13651780740376,90.54661332105702,98.55330244807558,105.81356336593466,115.57487738106562,0.4932281672954559,0.4380961060523987,0.0137292639750352,1.763748461253336,212356,2000s,6,0.5,0.013261266625964933,NL,AL,0,4,5,3,3,7,5,5,5,5,5,5,5,8,3,3,5,4.75,3,batter,129.125,133,sledgte01,Rookie of the Year,2004.0,NL,1.0,160.0,0.0,0.0,0.00625,1,0.0037084824608680893
1988,Roberto Alomar,SDP,143,611,9,84,41,47,83,24,6,0.266055045,0.56626506,0.3190096033831774,11.26724910736084,6.560307845643289,106.81679419492072,92.90600158044442,97.4520000047925,102.43256775025986,101.45530270903636,96.42467835525588,0.8127121329307556,1.304432988166809,-0.5336498695647532,3.9019210944459513,110183,1980s,30,0.8,0.027286161499622038,NL,AL,0,7,6,3,6,4,7,5,2,3,7,5,4,2,4,2,9,4.75,4,batter,91.4375,74,alomaro01,Rookie of the Year,1988.0,NL,11.0,120.0,2.0,0.0,0.09166666666666666,1,0.005683301628886403
1979,Scot Thompson,CHC,128,368,2,36,29,17,37,4,3,0.289017341,0.459459459,0.3106143583691185,-5.087791204452515,-8.77084689795991,80.4752672930501,52.90211482950752,82.25644728438613,96.14018949503468,93.42437242836957,64.33762101864863,-0.7833313345909119,-0.6048034429550171,-0.1777305819617552,-0.1516881464580785,123305,1970s,7,0.5714285714285714,-0.0011850636442037382,NL,AL,0,2,6,6,5,5,3,3,5,5,5,6,5,6,5,5,5,4.8125,6,batter,162.875,197,thompsc01,Rookie of the Year,1979.0,NL,1.0,24.0,1.0,0.0,0.041666666666666664,1,-0.006119776051491499
2012,Bryce Harper,WSN,139,597,22,98,59,56,120,18,6,0.270168855,0.466666666,0.352335158020559,6.710055947303772,16.848045455593063,120.78513857546774,113.65054142223624,104.6786125101181,104.1397510456022,115.18190960435156,135.04170170107244,1.8702439069747925,2.0101706981658936,-0.0601523430331341,4.3707587893816235,547180,2010s,24,0.75,0.03144430783727787,NL,AL,0,12,4,4,5,9,5,5,2,2,6,3,3,4,3,3,8,4.875,3,batter,75.0625,42,harpebr03,Rookie of the Year,2012.0,NL,112.0,160.0,16.0,0.0,0.7,1,0.013454992136509298
1992,Eric Karros,LAD,149,589,20,63,88,37,103,2,4,0.256880733,0.3592233,0.326311226489194,-14.23957347869873,4.5823692829400295,109.07023748475764,74.14478628892586,121.11218914857376,93.63260935283958,111.61907784691272,138.05605092631325,1.3138420581817627,0.7027723789215088,0.4241390023527114,0.9637572856965684,116852,1990s,6,0.3333333333333333,0.006468169702661532,NL,AL,0,5,3,7,7,7,3,3,7,7,5,7,5,3,2,4,3,4.875,5,batter,122.1875,123,karroer01,Rookie of the Year,1992.0,NL,116.0,120.0,22.0,0.0,0.9666666666666667,1,0.00881773193410579
1992,Chad Curtis,LAA,139,507,10,59,46,51,71,43,18,0.258503401,0.718309859,0.3271289540529251,-4.749430179595947,2.4913709070605754,101.56839517480584,113.44640989699404,99.78126221250125,103.75386484550565,96.58893134958198,90.2083221946619,-0.5170677304267883,0.378406286239624,-0.8674236625364988,1.482110370469676,112963,1990s,61,0.7049180327868853,0.010662664535753066,AL,AL,0,4,5,3,3,4,4,4,6,6,4,6,6,4,6,6,7,4.875,5,batter,125.9375,132,curtich01,Rookie of the Year,1992.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.003719911729689125
1988,Dave Gallagher,CHW,101,384,5,59,31,29,40,5,4,0.302593659,0.725,0.3406552009582519,0.9797686338424684,4.793347755539729,112.72186791065764,90.44226566485996,72.79578691777925,109.28544025122537,104.02753881131676,79.01081799502457,1.0562983751296997,0.9355605840682985,0.0835589052352216,1.9513064116438832,114533,1980s,9,0.5555555555555556,0.019319865461820625,AL,AL,0,5,3,5,4,3,6,7,5,6,3,6,6,7,2,4,6,4.875,5,batter,95.0,83,gallada01,Rookie of the Year,1988.0,AL,18.0,140.0,2.0,0.0,0.12857142857142856,1,0.010458399753759402
1978,Ozzie Smith,SDP,159,668,1,69,46,47,43,40,12,0.257627118,1.093023255,0.2883431306108832,12.101508140563965,-8.30724674719203,84.16320856156048,78.6007442653198,52.150669472602864,94.26425842819768,80.94536471476867,43.99133739607489,-0.1928762793540954,-1.1932541131973269,1.0076494769688245,2.714072563076969,122439,1970s,52,0.7692307692307693,0.01706963876149037,NL,AL,0,1,8,4,2,6,8,8,2,6,8,3,8,1,4,8,1,4.875,5,batter,116.1875,120,smithoz01,Rookie of the Year,1978.0,NL,8.0,24.0,8.0,0.0,0.3333333333333333,1,-0.0012130583607175812
1975,Jim Rice,BOS,144,613,22,92,102,36,122,10,5,0.308510638,0.295081967,0.3745755882302591,-10.071099281311035,17.811025067353665,125.7521887745239,64.94008606638442,154.85537434475998,106.65127776288708,129.5651388118823,150.8085241463899,1.6236597299575806,2.2146849632263184,-0.6263896958179476,2.9181825191312676,121140,1970s,15,0.6666666666666666,0.020265156382856024,AL,AL,0,11,2,10,11,3,2,2,3,3,2,10,2,2,3,2,10,4.875,3,batter,87.75,81,riceji01,Rookie of the Year,1975.0,AL,0.0,24.0,0.0,0.0,0.0,1,0.011275414791372087
1982,Cal Ripken Jr.,BAL,160,655,28,90,93,46,95,3,3,0.264214046,0.484210526,0.3474116191497216,11.434839725494385,11.579818998047736,115.6533966792686,83.2651109549186,115.54313338794266,96.67803081267688,118.03574854917464,152.35866435331346,0.8351137638092041,1.5225894451141355,-0.6931160475662856,4.560659847141467,121222,1980s,6,0.5,0.02850412404463417,AL,AL,1,10,3,8,8,9,2,2,1,3,3,3,3,5,3,2,14,4.9375,3,batter,86.5625,66,ripkeca01,Rookie of the Year,1982.0,AL,132.0,140.0,24.0,0.0,0.9428571428571428,1,0.005219461023807525
1983,Bill Doran,HOU,154,629,8,70,39,86,67,12,12,0.271028037,1.283582089,0.3336311908478432,14.591906547546388,7.780624669453772,114.1442887100813,150.58570815079355,79.76059617645724,111.99013714446048,93.45473361855308,73.73368379911645,-0.1961974203586578,0.9115919470787048,-1.1104632673829165,4.420205940001823,113472,1980s,24,0.5,0.028702635974037813,AL,AL,0,2,6,2,1,1,10,12,1,1,7,1,6,1,8,6,14,4.9375,4,batter,85.625,63,doranbi02,Rookie of the Year,1983.0,NL,7.0,120.0,0.0,0.0,0.058333333333333334,1,-0.0012740092231081676
1986,John Kruk,SDP,122,327,4,33,38,45,58,2,4,0.309352517,0.775862068,0.3742029356956482,-4.917235851287842,13.13742828575428,137.8446263375231,148.6083595950135,121.6553616714354,121.5770350987531,107.70446806978396,86.72432763778869,2.4350719451904297,1.952792406082153,0.4465812882578972,1.9526760186485992,117339,1980s,6,0.3333333333333333,0.01600554113646393,NL,AL,0,8,1,1,2,1,9,10,6,7,1,9,3,12,3,2,4,4.9375,2,batter,83.9375,54,krukjo01,Rookie of the Year,1986.0,NL,1.0,120.0,0.0,0.0,0.008333333333333333,1,0.019959606108118276
1977,Bump Wills,TEX,152,617,9,87,62,65,96,28,12,0.286506469,0.677083333,0.3422516983737597,16.486844539642334,9.190844306219574,110.9076592267584,125.54724979084276,120.02757970853568,109.21995575439932,101.28427924267098,89.14629084179369,2.0655627250671387,1.087764024734497,0.8104602294044767,4.728438430739306,124369,1970s,40,0.7,0.03110814757065333,AL,AL,0,12,5,5,9,3,6,6,2,2,5,1,6,3,5,6,4,5.0,2,batter,77.6875,54,willsbu01,Rookie of the Year,1977.0,AL,4.0,28.0,4.0,0.0,0.14285714285714285,1,0.01358922845438907
2001,Tsuyoshi Shinjo,NYM,123,438,10,46,56,25,70,4,5,0.2675,0.357142857,0.3139738941137309,10.012117862701416,-6.928694492483382,90.3203371981501,63.73872304167537,93.17771171395476,94.28024545126576,92.07446695635524,80.21846968809581,1.6201543807983398,-0.1860690116882324,1.696626253934629,1.7311137449214256,400101,2000s,9,0.4444444444444444,0.014074095487166061,NL,AL,0,8,6,5,7,6,5,4,5,4,6,2,7,7,3,5,1,5.0625,5,batter,138.625,144,shinjts01,Rookie of the Year,2001.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.01317198683575886
1984,Mike Young,BAL,123,470,17,59,52,58,110,6,2,0.251870324,0.527272727,0.3550188799784419,-6.0068559646606445,12.327129591469758,121.73349234540558,149.46696945290182,175.69373977502357,108.71280683020402,108.45676289513597,133.84642074367673,0.7286800742149353,0.4774680435657501,0.2391666403809644,2.24170936425578,124708,1980s,8,0.75,0.018225279384193334,AL,AL,0,9,3,3,6,3,4,3,7,7,3,8,4,6,5,5,5,5.0625,5,batter,97.3125,87,youngmi01,Rookie of the Year,1984.0,AL,3.0,140.0,0.0,0.0,0.02142857142857143,1,0.005924228245649881
2008,Denard Span,MIN,93,411,6,70,47,50,60,18,7,0.293948126,0.833333333,0.3626480017602443,2.3930370807647705,15.274308899050917,122.24326971794844,141.51798387758845,86.69552668319471,115.17160036573092,102.68400616419748,90.48133966141135,1.984786033630371,1.5265873670578003,0.540924189559504,3.177196697347999,452655,2000s,25,0.72,0.03416340534782794,AL,AL,0,4,4,5,1,1,10,14,5,3,5,7,3,13,1,3,3,5.125,2,batter,76.875,42,spande01,Rookie of the Year,2008.0,AL,3.0,140.0,0.0,0.0,0.02142857142857143,1,0.021341785307853453
1998,Brad Fullmer,WSN,140,547,13,58,73,39,70,6,6,0.273267326,0.557142857,0.3350414100272879,-10.427982807159424,-1.2495786724086344,100.23006591420362,79.16308753446101,77.64825540952933,96.3940350927735,105.00917436462632,110.85532467862116,0.5053317546844482,0.241362914443016,0.2199183524033158,0.5372437574979289,114485,1990s,12,0.5,0.003837455410699492,NL,AL,0,4,4,8,3,7,3,2,7,8,5,8,5,6,4,5,3,5.125,5,batter,135.8125,144,fullmbr01,Rookie of the Year,1998.0,NL,2.0,160.0,0.0,0.0,0.0125,1,0.0036095125334603445
1977,Steve Henderson,NYM,99,398,12,67,65,43,79,6,3,0.297142857,0.544303797,0.373929063178072,-3.4673080444335938,16.341961679932307,133.15689477204512,119.946637113257,153.6796194800069,110.37129131340151,116.989536833762,129.68262538074197,3.6633458137512207,1.9182759523391724,1.4068478618487092,2.6375363730383823,115751,1970s,9,0.6666666666666666,0.026641781545842246,NL,AL,0,16,2,6,12,2,2,4,5,3,2,8,3,12,1,3,1,5.125,3,batter,78.3125,55,hendest01,Rookie of the Year,1977.0,NL,9.0,24.0,9.0,0.0,0.375,1,0.03700349306819415
1992,Andy Stankiewicz,NYY,116,451,2,52,25,38,42,9,5,0.2675,0.904761904,0.317431826178018,8.516801357269287,-1.1374383984386744,98.23622312682586,95.02450106006708,66.35464820556841,102.9011380862438,90.25617233947574,63.65099203234674,-0.6874480843544006,-0.5934320688247681,-0.08439150527306,2.2969436633610174,122665,1990s,14,0.6428571428571429,0.01980123847725015,AL,AL,0,2,7,5,2,5,7,5,5,5,7,2,7,5,7,7,4,5.125,7,batter,119.6875,118,stankan01,Rookie of the Year,1992.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.005926276589262074
1978,Dave Revering,OAK,152,553,16,49,46,26,55,0,1,0.270633397,0.472727272,0.3193870001223498,-9.110973358154297,0.8803995114576284,101.95822436017424,55.40590636446608,84.1283889093314,92.8931613445236,107.77606057089888,116.50799700184756,-1.1545978784561155,-0.2506378591060638,-0.8096970372286394,1.0183343019333813,121092,1970s,1,0.0,0.006699567775877508,AL,AL,0,4,4,7,6,7,2,2,7,7,4,8,3,4,8,3,7,5.1875,6,batter,139.875,160,reverda01,Rookie of the Year,1978.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.0075960386740533915
2022,Julio Rodríguez,SEA,132,560,28,84,75,40,145,25,7,0.283757338,0.275862068,0.366144234113556,3.898212432861328,33.50716913469242,147.48633842750593,89.73017074699408,116.54030753262025,111.40829054867976,129.86178201656844,150.71296709495542,4.223504066467285,3.1937472820281982,0.759662512885988,5.778338858862546,677594,2020s,32,0.78125,0.04377529438532232,AL,AL,1,19,1,15,18,4,1,1,1,2,2,7,1,3,1,1,6,5.1875,2,batter,56.5,22,rodriju01,Rookie of the Year,2022.0,AL,148.0,150.0,29.0,0.0,0.9866666666666667,1,0.03199624292778246
2002,Brad Wilkerson,WSN,153,603,20,92,59,81,161,7,8,0.266272189,0.50310559,0.3629395439463146,-14.22760534286499,13.066616651932993,117.59723763267964,143.95133632205685,163.39350269283176,108.95170478383658,110.97982691477046,129.2594103039122,1.2641816139221191,1.731885313987732,-0.5469042255713157,1.846220561226344,150415,2000s,15,0.4666666666666667,0.012066801053766955,NL,AL,0,11,4,2,6,4,4,1,7,7,4,11,4,2,4,2,10,5.1875,4,batter,105.125,86,wilkebr01,Rookie of the Year,2002.0,NL,57.0,160.0,2.0,0.0,0.35625,1,0.00826262492759555
2011,Lucas Duda,NYM,100,347,10,38,50,33,57,1,0,0.292358803,0.578947368,0.3683510778944276,-15.656692504882812,12.706124174184728,136.27313520640718,112.94925970070727,89.63539002365654,113.31568090655348,119.46597401081934,131.3315166222548,2.4534800052642822,1.5816513299942017,0.7168253595657132,0.8114340557505282,446263,2010s,1,1.0,0.008114340557505283,NL,AL,0,9,1,2,4,1,1,3,9,9,1,17,1,16,1,2,6,5.1875,1,batter,87.8125,60,dudalu01,Rookie of the Year,2011.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.024534800052642823
1991,Leo Gomez,BAL,118,445,16,40,45,40,82,1,1,0.232736572,0.487804878,0.3183854764158075,7.779148697853088,-1.422644648142576,97.68741074314504,101.51838411643286,124.29197161641284,91.92438117176982,103.6454259015819,131.12116929915896,-0.9873564839363098,-0.0976798310875892,-0.8735695315794013,2.1139511447878743,114911,1990s,2,0.5,0.017914840210066733,AL,AL,0,9,3,6,6,8,2,1,4,4,4,2,5,6,9,4,10,5.1875,4,batter,128.25,140,gomezle02,Rookie of the Year,1991.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,-0.008367427829968728
1997,Andruw Jones,ATL,153,467,18,60,70,56,107,20,11,0.230576441,0.523364485,0.3294906371313593,24.843505144119263,-2.9397380869941943,96.232868095365,131.13806473851585,139.21849951230013,96.1063712930506,98.00585483442474,120.44125018251492,0.0479140430688858,0.5228463411331177,-0.4793323166955421,3.661659793898083,116662,1990s,31,0.6451612903225806,0.023932416953582242,NL,AL,0,10,6,2,4,7,7,2,4,4,7,1,6,5,4,5,9,5.1875,4,batter,112.5,112,jonesan01,Rookie of the Year,1997.0,NL,15.0,140.0,0.0,0.0,0.10714285714285714,1,0.0003131636801887961
1983,Andy Van Slyke,STL,101,364,8,51,38,46,64,21,7,0.262135922,0.71875,0.345436096864905,-0.4308428764343261,8.546177968978814,117.11175165977777,139.18498833565965,131.65665796443983,107.51614965297802,107.87115968749876,125.10864219611172,1.601193904876709,0.6384606957435608,0.9513176916640405,2.0692938214547594,123653,1980s,28,0.75,0.020488057638165934,NL,AL,0,10,5,4,4,2,6,7,5,4,5,5,5,9,3,8,1,5.1875,5,batter,94.3125,80,vanslan01,Rookie of the Year,1983.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.015853404998779297
1989,Junior Felix,TOR,110,454,9,62,46,33,101,18,12,0.257831325,0.326732673,0.319418735868108,-0.8237287998199463,-1.931351360189616,98.57800810167912,86.10494428112922,155.97657121970136,96.7031518013702,102.9783481239852,111.65874014535548,-0.2688435316085815,0.2152611762285232,-0.4746965281681083,1.2716446567303556,114053,1980s,30,0.6,0.011560405970275961,AL,AL,0,8,6,4,8,6,4,3,5,4,5,3,6,5,6,5,6,5.25,6,batter,135.9375,156,felixju01,Rookie of the Year,1989.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.002444032105532559
1995,Jon Nunnally,KCR,119,360,14,51,42,51,86,6,4,0.244224422,0.593023255,0.3600137153921643,6.679011344909668,4.508845834071508,110.93042848243348,147.54589906985686,155.57373161927677,103.64459849201292,110.52282269193672,145.33061901056763,0.9927160739898682,1.2288233041763306,-0.2069857526090028,2.315014246834018,119869,1990s,10,0.6,0.01945390123389931,AL,AL,0,15,4,2,5,4,4,1,6,7,3,2,6,12,3,2,8,5.25,3,batter,92.75,81,nunnajo01,Rookie of the Year,1995.0,AL,2.0,140.0,0.0,0.0,0.014285714285714285,1,0.0083421518822678
2009,Garrett Jones,PIT,82,358,21,45,44,40,76,10,2,0.29299363,0.526315789,0.3934398012501853,-5.049610376358032,20.65434857504182,142.22897983501846,120.488579055598,121.39757198634096,109.63415046302332,134.3146684500581,175.22673205056864,1.2371219396591189,2.906791925430298,-1.560300267427025,2.684409394050818,434540,2000s,12,0.8333333333333334,0.032736699927449,NL,AL,0,13,1,3,7,2,1,1,4,1,1,11,2,15,4,1,17,5.25,3,batter,86.5,63,jonesga02,Rookie of the Year,2009.0,NL,2.0,160.0,0.0,0.0,0.0125,1,0.015086852922672181
1995,Marty Cordova,MIN,137,579,24,81,84,52,111,20,7,0.27734375,0.468468468,0.3657349892553573,5.339832782745361,11.731448529399376,114.45482009650478,93.53717481954529,124.8489038938865,102.36336497825582,113.8906170283895,133.3719430671896,-0.1779517382383346,0.6831560730934143,-0.8580137140988958,3.612835843268613,112682,1990s,27,0.7407407407407407,0.026371064549405937,AL,AL,1,13,2,7,9,6,3,3,1,2,2,4,1,2,10,5,14,5.25,3,batter,91.75,79,cordoma01,Rookie of the Year,1995.0,AL,105.0,140.0,13.0,0.0,0.75,1,-0.0012989177973601067
1988,Ron Gant,ATL,146,618,19,85,60,46,118,19,10,0.259325044,0.389830508,0.3346188643983766,-10.203932523727415,7.214892203622025,111.42108491863613,89.89933478445737,136.97692344926045,98.94054835251684,116.62629419612604,149.64324835958587,0.514102041721344,1.1108531951904297,-0.6305821582501231,1.8450357542211424,114567,1980s,29,0.6551724137931034,0.012637231193295496,NL,AL,0,9,4,6,8,5,1,1,7,7,4,10,3,1,5,3,10,5.25,6,batter,109.5625,107,gantro01,Rookie of the Year,1988.0,NL,22.0,120.0,1.0,0.0,0.18333333333333332,1,0.0035212468611050957
1985,Ernest Riles,MIL,116,495,5,54,45,36,54,2,2,0.285714285,0.666666666,0.3229472893147381,-1.846728801727295,-0.816441790260884,99.60014910332062,84.23657835027895,80.08769730714843,103.77581630635876,93.00661245157616,63.39778119186848,0.3196112513542175,0.052550796419382,0.2529031377550272,1.4409729892239946,121208,1980s,4,0.5,0.012422180941586161,NL,AL,0,4,4,5,2,3,6,8,7,6,5,8,7,4,5,7,4,5.3125,4,batter,123.8125,132,rileser01,Rookie of the Year,1985.0,AL,29.0,140.0,0.0,0.0,0.20714285714285716,1,0.0027552694082260127
1975,Rick Manning,CLE,120,535,3,69,35,44,62,19,11,0.285416666,0.709677419,0.3267580890610191,1.583790302276611,1.0414673543886095,102.33904492874746,90.94309435755451,90.17057360002542,105.71117001368184,94.5310995333528,60.21359805834498,0.5253779292106628,-0.3399943709373474,0.8743349784832897,2.0688620639729947,118246,1970s,30,0.6333333333333333,0.017240517199774954,AL,AL,0,4,6,5,4,4,8,8,5,4,5,4,6,7,7,7,1,5.3125,4,batter,102.25,97,manniri01,Rookie of the Year,1975.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.004378149410088857
1978,Paul Molitor,MIL,125,556,6,73,45,19,54,30,12,0.272552783,0.351851851,0.3026465962094406,8.81367039680481,-5.966439921914535,88.03764706649176,40.27046583041952,82.15310525413483,92.11502431065612,96.79886909128965,80.77887743567564,-0.1688824892044067,-1.0392297506332395,0.8572551977248227,2.179941208861217,119236,1970s,42,0.7142857142857143,0.01743952967088974,NL,AL,0,3,6,8,8,8,4,4,6,5,7,4,6,3,3,7,3,5.3125,7,batter,131.0625,148,molitpa01,Rookie of the Year,1978.0,AL,3.0,28.0,3.0,0.0,0.10714285714285714,1,-0.0013510599136352538
1990,Hal Morris,CIN,107,336,7,50,36,21,32,9,3,0.339805825,0.65625,0.3875698189967309,-7.495315074920654,15.46734872014996,138.3181324551924,71.32153008452792,67.82320461338179,115.35005642943482,125.54862223814143,119.53510210631384,0.098285973072052,1.537728190422058,-1.441140281961926,2.0839864283122216,119406,1990s,12,0.75,0.019476508675815154,NL,AL,0,3,3,10,7,1,3,5,5,3,3,7,2,10,9,4,10,5.3125,2,batter,90.5625,75,morriha02,Rookie of the Year,1990.0,NL,13.0,120.0,0.0,0.0,0.10833333333333334,1,0.000918560496000486
2021,Wander Franco,TBR,70,308,7,53,39,24,37,2,1,0.288256227,0.648648648,0.3477663759674345,0.1098341941833496,12.784921242796292,125.88458629008107,91.9387128467588,52.51056905552236,109.75073659109805,111.28161635315476,102.70668924356316,1.417796611785889,1.3211976289749146,0.172886973895171,2.3504566450046327,677551,2020s,3,0.6666666666666666,0.033577952071494756,AL,AL,0,1,2,11,1,4,5,12,5,1,3,9,3,18,3,3,5,5.375,3,batter,81.0,57,francwa01,Rookie of the Year,2021.0,AL,30.0,150.0,2.0,0.0,0.2,1,0.020254237311226983
1997,Vladimir Guerrero,WSN,90,354,11,44,40,19,39,3,4,0.301538461,0.487179487,0.3611087409610098,-1.708275556564331,6.0961300516523576,116.030347744603,58.69592659308736,66.94087668275257,102.32199273238874,113.79760458042044,117.89220291125056,-0.3363436758518219,0.8678860068321228,-1.181007272192815,1.5412302391948782,115223,1990s,7,0.42857142857142855,0.017124780435498647,NL,AL,0,1,3,8,6,3,2,4,6,6,3,9,4,10,6,4,11,5.375,5,batter,115.4375,118,guerrvl01,Rookie of the Year,1997.0,NL,9.0,140.0,0.0,0.0,0.06428571428571428,1,-0.0037371519539091324
1974,Rick Burleson,BOS,114,415,4,36,44,21,34,3,3,0.283854166,0.617647058,0.3180982364902218,15.55143976211548,-3.6594404761828345,92.8886600012076,60.94889140754473,63.59208388003815,99.24859553051716,100.24371670653534,78.25941096576082,-0.5517022609710693,-0.6791914701461792,0.1223579901652327,2.6238377365146355,111737,1970s,6,0.5,0.023016120495742417,AL,AL,0,4,6,8,6,6,4,4,5,4,6,1,6,8,7,7,4,5.375,5,batter,116.5,124,burleri01,Rookie of the Year,1974.0,AL,1.0,24.0,1.0,0.0,0.041666666666666664,1,-0.004839493517290082
1978,Hosken Powell,MIN,121,437,3,55,31,45,31,11,5,0.24671916,1.451612903,0.3034346714997903,-2.91998291015625,-6.968020420522223,85.05081166224242,121.34976238365888,60.004700500565214,99.075258653717,86.65328319223129,70.10050686145888,-0.5325241684913635,-0.4355571269989013,-0.0802932691787259,0.4134387391925447,120715,1970s,16,0.6875,0.0034168490842359065,AL,AL,0,2,7,2,1,4,7,5,8,8,6,6,7,7,6,5,5,5.375,8,batter,130.3125,146,powelho01,Rookie of the Year,1978.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.004401026185879038
1990,John Olerud,TOR,111,421,14,43,48,57,75,0,2,0.265363128,0.76,0.3547248199654086,-8.70987606048584,9.36055811851266,121.52469159786648,153.15557518696238,121.201358360152,111.25005102685584,110.97766621024422,128.26754323656397,0.8889498114585876,1.394944190979004,-0.5244663081085409,1.4461567510795936,119976,1990s,2,0.0,0.013028439198915259,AL,AL,0,9,4,2,3,5,4,4,8,8,4,8,5,7,4,5,6,5.375,3,batter,93.0625,78,olerujo01,Rookie of the Year,1990.0,AL,13.0,140.0,0.0,0.0,0.09285714285714286,1,0.008008556859987276
2002,Mark Ellis,OAK,98,404,6,58,35,44,54,4,2,0.272463768,0.814814814,0.335261479208741,5.360305309295654,7.59216968236656,105.5502013155345,129.3512360586711,82.26567503942218,108.13282408606896,92.72118248984948,75.66061286645885,0.1186723858118057,0.0478547327220439,0.074041314096016,2.6673103419731303,407885,2000s,6,0.6666666666666666,0.027217452469113574,AL,AL,0,1,5,5,1,5,8,10,3,3,6,4,5,9,8,6,8,5.4375,5,batter,104.25,85,ellisma01,Rookie of the Year,2002.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.0012109427123653642
