Season,Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,MLBAMID,decade,sb_att,sb_pct,WAR/G,league,award_id,rookie_of_the_year,K%+_rank,wRC+_rank,BB%+_rank,BB/K_rank,OBP+_rank,SLG+_rank,ISO+_rank,WAR_rank,WAR/G_rank,wOBA_rank,Def_rank,Off_rank,PA_rank,WPA_rank,WPA/LI_rank,Clutch_rank,mean_rookie_rank,rookie_rank,pos,mean_mlb_rank,mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/G
2002,Geronimo Gil,BAL,125,450,12,33,45,21,88,2,2,0.232227488,0.238636363,0.2763362678590121,12.16212272644043,-22.788110796465393,66.9308292847292,55.42504403748898,120.35840650447074,81.31780032169732,85.27822022288204,81.00090996165274,-2.246340036392212,-2.0782766342163086,-0.2517913023664868,0.4635157661999742,282594,2000s,4,0.5,0.0037081261295997935,AL,AL,0,5,11,11,11,11,11,8,10,11,11,2,11,4,11,11,9,9.25,11,batter,200.625,242,gilge01,Rookie of the Year,2002.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.017970720291137696
2014,Ender Inciarte,ARI,118,447,4,54,27,25,53,19,3,0.277511961,0.471698113,0.3028280615268389,11.864957466721537,-7.711761636158174,86.16991468774363,71.46059820288784,59.27932304736031,99.45508537020866,90.72904284661456,58.460767509461654,0.345553994178772,-0.7750697731971741,1.10139742824271,1.9404740353263128,542255,2010s,22,0.8636363636363636,0.01644469521462977,NL,AL,0,2,13,13,4,8,14,18,7,8,11,4,17,7,6,15,1,9.25,8,batter,138.9375,151,inciaen01,Rookie of the Year,2014.0,NL,4.0,150.0,0.0,0.0,0.02666666666666667,1,0.0029284236794811184
2003,Ben Broussard,CLE,116,429,16,53,55,32,75,5,2,0.248704663,0.426666666,0.3247810686534306,-10.101488828659058,0.822689300129231,98.023104612577,90.30584498859828,111.31416045902785,93.49287633178557,103.3740566522432,120.83547320740692,0.5383759140968323,-0.5105502605438232,1.0182947212776552,0.5433302452689046,407777,2000s,7,0.7142857142857143,0.004683881424731936,AL,AL,0,11,11,5,8,11,6,6,13,13,10,16,9,11,5,12,2,9.3125,9,batter,147.9375,162,brousbe01,Rookie of the Year,2003.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0046411716732485545
2015,Matt Duffy,SFG,149,612,12,77,77,30,96,12,0,0.294938917,0.3125,0.3312482258335488,8.742762565612793,13.812197547579292,113.07232412420218,61.68235495457517,78.70450203433805,103.1782155376436,104.33065742074632,88.71194894565207,2.201184034347534,0.9762324690818788,1.251409266903258,4.400666311307761,622110,2010s,12,1.0,0.029534673230253432,NL,AL,0,5,11,24,16,12,12,20,2,4,13,5,6,2,4,10,3,9.3125,5,batter,86.0625,61,duffyma01,Rookie of the Year,2015.0,NL,70.0,150.0,0.0,0.0,0.4666666666666667,1,0.014773047210386135
2009,Dexter Fowler,COL,135,518,4,73,34,67,116,27,10,0.265588914,0.577586206,0.3424618267870802,-14.403265833854675,4.8152327515387725,96.82538648077504,139.48064982786005,128.05828000319946,107.15138663211484,96.30700153202284,90.13085627498413,-0.5647426843643188,0.4780783355236053,-1.047501757956213,0.6656091005713245,451594,2000s,37,0.7297297297297297,0.004930437782009811,NL,AL,0,14,8,1,5,5,10,9,14,14,7,17,7,4,12,7,16,9.375,8,batter,149.125,163,fowlede01,Rookie of the Year,2009.0,NL,1.0,160.0,0.0,0.0,0.00625,1,-0.004183279143439399
1990,Jim Leyritz,NYY,92,339,5,28,25,27,51,2,3,0.257425742,0.529411764,0.3155618005761053,-13.334705233573914,-2.81944996571007,95.11343742078128,90.0957108422604,102.35258038010396,101.19508049334932,91.95577744617472,77.05954113031618,-0.2809156477451324,-0.4333365261554718,0.160981643362701,-0.5096622343167441,117747,1990s,5,0.4,-0.005539806894747218,AL,AL,0,6,9,9,10,6,10,10,12,12,9,12,10,8,11,11,5,9.375,12,batter,152.125,182,leyriji01,Rookie of the Year,1990.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.003053430953751439
2019,Fernando Tatis Jr.,SDP,84,372,22,61,53,30,110,16,6,0.317365269,0.272727272,0.3983817087672148,-8.433928489685059,27.14288003889965,150.71388307778363,91.02264979778684,135.27919731644022,114.56007545154414,132.5221232713548,145.54881039604854,2.0898993015289307,2.392455577850342,-0.2802186225778325,2.9690118507381067,665487,2010s,22,0.7272727272727273,0.03534537917545365,NL,AL,0,26,2,12,17,3,2,3,7,3,2,21,3,20,5,3,21,9.375,5,batter,91.0,64,tatisfe02,Rookie of the Year,2019.0,NL,26.0,150.0,0.0,0.0,0.17333333333333334,1,0.024879753589630127
2015,Francisco Lindor,CLE,99,438,12,50,51,27,69,12,2,0.312820512,0.391304347,0.3577653387013603,10.795665740966797,12.21361849012292,125.68306076369338,80.14049103410397,79.53653915341849,110.85791744018692,116.65759460546316,107.61027278296882,0.2425038516521453,1.5210373401641846,-1.2584791323135478,3.961416826357679,596019,2010s,14,0.8571428571428571,0.040014311377350294,AL,AL,0,6,7,18,7,3,7,14,3,2,6,3,7,15,17,7,28,9.375,6,batter,85.4375,60,lindofr01,Rookie of the Year,2015.0,AL,109.0,150.0,13.0,0.0,0.7266666666666667,1,0.002449533855072175
2019,Cavan Biggio,TOR,100,430,16,66,48,71,123,14,0,0.234463276,0.577235772,0.3425743363120339,0.6904032081365585,10.887904637986292,114.647366503689,194.21168103562104,125.10463364124962,112.48969048318926,97.56536598745568,104.5932975528206,1.7145386934280396,1.5779844522476196,0.2372862393695125,2.6361617558842823,624415,2010s,14,1.0,0.026361617558842823,AL,AL,0,24,11,1,2,5,18,11,8,7,12,9,10,10,6,6,10,9.375,5,batter,93.1875,67,biggica01,Rookie of the Year,2019.0,AL,7.0,150.0,0.0,0.0,0.04666666666666667,1,0.017145386934280395
2009,Elvis Andrus,TEX,145,541,6,72,40,40,77,33,6,0.266666666,0.519480519,0.3132527369181916,18.30079698562622,-4.4003007561378435,80.59516791661775,83.9163586965209,81.74826179358868,97.82641541654765,86.91059577283788,65.62967308762663,-0.8060653209686279,-0.48299041390419,-0.4631202678059984,3.283192971265187,462101,2000s,39,0.8461538461538461,0.02264271014665646,AL,AL,0,3,15,10,9,10,15,16,2,3,12,1,12,2,16,12,13,9.4375,9,batter,147.75,160,andruel01,Rookie of the Year,2009.0,AL,65.0,160.0,8.0,0.0,0.40625,1,-0.005559071179093986
1983,Julio Franco,CLE,149,598,8,68,80,27,50,32,12,0.273214285,0.54,0.3086549310571818,-2.833333969116211,-6.607466477649945,88.40782448957194,55.174753464190374,66.09818955172445,93.39609339714428,96.71529528257204,84.5640383475993,-2.1583757400512695,-0.6342098116874695,-1.3783796491492897,1.110743425772358,212297,1980s,44,0.7272727272727273,0.0074546538642440135,AL,AL,0,1,10,14,8,11,9,11,10,10,9,7,9,2,14,11,15,9.4375,10,batter,161.5625,191,francju01,Rookie of the Year,1983.0,AL,78.0,140.0,8.0,0.0,0.5571428571428572,1,-0.0144857432218206
1977,Barry Bonnell,ATL,100,404,1,41,45,37,32,7,5,0.3,1.15625,0.3183431544778298,-4.186556652188301,-8.038504796965018,84.12880665430741,101.67707634077053,61.32546738929979,109.07741178984824,82.596779260893,27.580071586143244,0.4323483407497406,0.1312807202339172,0.2717153652557266,0.0908339870049791,111201,1970s,12,0.5833333333333334,0.0009083398700497911,NL,AL,0,2,13,8,1,5,13,16,13,13,10,9,13,11,8,8,8,9.4375,10,batter,136.0625,152,bonneba01,Rookie of the Year,1977.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.004323483407497406
2009,Everth Cabrera,SDP,103,438,2,59,31,46,88,25,8,0.254641909,0.522727272,0.3126960414998672,-4.917237758636475,-0.1421537944295616,95.20225765400654,113.25376307975344,114.89152613480628,100.8848892131424,85.47333474571963,67.88130782111583,0.9041564464569092,0.4066060483455658,0.5824685870996135,0.867773162945608,465784,2000s,33,0.7575757575757576,0.008424982164520466,NL,AL,0,11,9,5,8,9,16,15,11,11,13,10,9,7,5,9,3,9.4375,9,batter,150.0625,166,cabreev01,Rookie of the Year,2009.0,NL,1.0,160.0,0.0,0.0,0.00625,1,0.008778217926766108
2015,Maikel Franco,PHI,80,335,14,45,50,26,52,1,0,0.279605263,0.5,0.3597073358100456,-2.665227770805359,10.329805994973626,128.63825223237876,97.66066120834444,77.88221594131764,105.91091350711714,121.2003419294116,145.20898800471528,1.3245704174041748,1.653555393218994,-0.3659480482045332,1.9119371829996843,596748,2010s,1,1.0,0.023899214787496053,NL,AL,0,4,5,12,5,10,4,5,13,9,5,16,8,26,7,5,19,9.5625,7,batter,87.1875,68,francma02,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.016557130217552184
2006,Andre Ethier,LAD,126,441,11,50,55,34,77,5,5,0.308080808,0.441558441,0.360975646483871,-2.768519878387451,10.35107280219106,117.20375403836604,86.80255153131051,106.2866390502553,106.42842335066489,107.96556414812694,99.60664042723674,-0.7283859252929688,0.795612096786499,-1.5559382901905074,2.1557380913608784,444843,2000s,10,0.5,0.017109032471118082,NL,AL,0,9,3,15,11,2,6,11,9,8,3,12,6,15,16,8,20,9.625,9,batter,129.625,141,ethiean01,Rookie of the Year,2006.0,NL,4.0,160.0,0.0,0.0,0.025,1,-0.005780840676928323
1983,Dann Bilardello,CIN,109,320,9,27,38,15,49,2,1,0.238255033,0.306122448,0.2903122360744173,13.400088787078856,-9.122328916734787,75.33691665172624,51.62704066301023,114.65957824516936,82.49930950353908,99.80727514843272,119.13680746516911,-0.4601061642169952,-0.336248517036438,-0.110760248487956,1.4855384341875078,110992,1980s,3,0.6666666666666666,0.013628792974197319,NL,AL,0,6,12,15,13,13,8,8,8,8,12,2,12,13,9,9,6,9.625,11,batter,163.0625,195,bilarda01,Rookie of the Year,1983.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.00422115746988069
2008,Jacoby Ellsbury,BOS,145,609,9,98,47,41,80,50,11,0.279783393,0.5125,0.3228273234557156,18.810315370559692,2.116695321266774,90.53288852176436,78.31591285505444,78.01173795783214,99.8312508657598,93.47333730824802,74.3837456202605,-0.3570523858070373,-0.2435083091259002,-0.1154723452084036,4.184338705773831,453056,2000s,61,0.819672131147541,0.028857508315681592,AL,AL,0,2,16,15,8,11,15,19,3,4,15,1,9,1,13,15,8,9.6875,6,batter,128.25,123,ellsbja01,Rookie of the Year,2008.0,AL,26.0,140.0,0.0,0.0,0.18571428571428572,1,-0.002462430246945085
2000,Mike Lamb,TEX,138,538,6,65,47,34,60,0,2,0.277890466,0.566666666,0.3087650937871191,-14.266461610794067,-21.389088395044656,71.87276158207577,66.01446707388249,71.23682583268315,94.00641751706702,83.9791443121442,56.67580119500075,-2.066049814224243,-1.848283052444458,-0.2495480499042126,-1.6276110198092957,150286,2000s,2,0.0,-0.011794282752241272,AL,AL,0,3,12,9,6,10,12,11,12,12,11,11,11,5,12,11,7,9.6875,12,batter,188.875,226,lambmi01,Rookie of the Year,2000.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.014971375465393066
2016,Max Kepler,MIN,113,447,17,52,63,42,93,6,2,0.234848484,0.451612903,0.3132344641750069,6.629272937774658,-1.7841821061134198,92.66955503972764,117.15827147951072,100.71125510258832,96.16060159342148,100.09053059787476,113.81134915555069,-1.010495662689209,0.1043268516659736,-1.0558893551740012,2.0450606200878134,596146,2010s,8,0.75,0.018097881593697462,AL,AL,0,8,13,5,3,14,12,9,7,8,14,4,13,6,14,11,14,9.6875,8,batter,139.5,145,keplema01,Rookie of the Year,2016.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.008942439492824859
1982,Ryne Sandberg,CHC,156,687,7,103,54,36,90,32,12,0.270866141,0.4,0.3056400869058189,7.507084846496582,-8.952742196218328,86.21420587718906,62.473498015165696,103.94279287473648,94.86002431938716,96.31755938219408,83.7892713426114,-0.710192084312439,-0.5572260618209839,-0.10274118310363,2.212182860564238,121665,1980s,44,0.7272727272727273,0.01418065936259127,NL,AL,0,7,15,11,9,10,12,9,7,7,14,6,13,4,13,13,6,9.75,11,batter,138.1875,156,sandbry01,Rookie of the Year,1982.0,NL,9.0,120.0,1.0,0.0,0.075,1,-0.004552513360977173
2014,Kolten Wong,STL,113,433,12,52,42,21,71,20,4,0.248756218,0.295774647,0.2990115955296685,3.6629754304885864,-0.0024044350255802,89.82918847276247,61.9677264896572,81.97951465286381,91.2594509260622,98.11375504151452,100.12069421638168,-0.0721257179975509,0.406994491815567,-0.4793665312645803,1.8399313793538603,543939,2010s,24,0.8333333333333334,0.016282578578352747,NL,AL,0,4,11,15,10,16,10,12,9,9,12,8,7,8,7,5,13,9.75,9,batter,150.25,167,wongko01,Rookie of the Year,2014.0,NL,14.0,150.0,0.0,0.0,0.09333333333333334,1,-0.0006382806902438132
2006,Melky Cabrera,NYY,130,524,7,75,50,56,59,12,5,0.280434782,0.949152542,0.3329556668682616,-2.685145378112793,0.6995174619055384,98.38767742781272,128.96913937118845,69.75549838131897,105.94255561064682,89.38353387712696,68.25104701374723,0.893232524394989,0.0924825146794319,0.8110759826185667,1.5633010552039743,466320,2000s,17,0.7058823529411765,0.012025392732338264,AL,AL,0,2,15,2,1,3,17,19,13,13,15,11,12,10,7,14,2,9.75,10,batter,116.6875,115,cabreme01,Rookie of the Year,2006.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.006871019418422992
2023,James Outman,LAD,151,567,23,86,70,68,181,16,3,0.248447204,0.375690607,0.3443045728830061,4.471383690834045,15.80971712302292,117.64890093138044,136.09764185094,143.03809027013585,109.11159211594396,104.88202916995704,113.1647868948538,1.1952500343322754,0.6302467584609985,0.6765591481312623,3.947763118438759,681546,2020s,19,0.8421052631578947,0.026144126612177212,NL,AL,0,31,10,6,12,8,14,12,3,7,10,10,5,7,4,12,5,9.75,4,batter,90.0625,58,outmaja01,Rookie of the Year,2023.0,NL,20.0,150.0,0.0,0.0,0.13333333333333333,1,0.007915563141273348
2022,Seiya Suzuki,CHC,111,446,14,54,46,42,110,9,5,0.261964735,0.381818181,0.3341742985404641,-5.948469281196594,8.82999552365728,117.83616467829836,112.70294312326554,109.06408719820767,107.19370539867036,108.87107096131564,110.51337610568626,0.8572524189949036,0.952565371990204,-0.0749596890449585,1.9152086908295896,673548,2020s,14,0.6428571428571429,0.017254132349816122,NL,AL,0,16,7,8,8,7,7,12,9,8,8,18,8,11,7,6,16,9.75,6,batter,106.625,91,suzukse01,Rookie of the Year,2022.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.007722994765719852
2005,Ryan Church,WSN,102,301,9,41,42,24,70,3,2,0.287313432,0.342857142,0.3556858410437902,2.686837911605835,6.161874336115472,118.82089459372268,90.7585833694847,144.35989836480147,104.27576755595751,109.05448237076698,112.48129457987832,0.0229060109704732,0.9564357399940492,-0.9361782220149982,1.8705009882804895,425508,2000s,5,0.6,0.018338244983142054,NL,AL,0,19,3,16,19,4,4,5,8,5,3,11,5,23,8,4,20,9.8125,7,batter,138.9375,136,churcry01,Rookie of the Year,2005.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0002245687350046392
2006,Nick Markakis,BAL,147,542,16,72,62,43,72,2,0,0.291242362,0.597222222,0.3454562278825845,-2.932676315307617,4.534205125022185,105.63090798387924,95.74105941647002,82.29831304483412,103.1025091810258,102.3491021171974,96.53975864691984,0.6454280614852905,0.0617333203554153,0.5849121240593099,1.9696733439852696,455976,2000s,2,1.0,0.013399138394457616,AL,AL,0,5,9,12,5,9,13,13,10,11,10,13,9,8,10,15,5,9.8125,11,batter,117.4375,117,markani01,Rookie of the Year,2006.0,AL,7.0,140.0,1.0,0.0,0.05,1,0.004390667084933949
1995,Jason Bates,COL,116,368,8,42,46,42,70,3,6,0.267080745,0.6,0.3440493673660866,-4.457476496696472,-9.954210260927052,83.15256095228723,128.36726454298403,118.26707853167984,104.4393891921752,99.54481129269692,101.09529871244676,-0.8915880918502808,-0.5702102780342102,-0.3440130087252782,-0.1935241245747047,110676,1990s,9,0.3333333333333333,-0.0016683114187474543,NL,AL,0,11,12,6,4,2,6,8,14,14,7,13,13,11,13,12,12,9.875,11,batter,142.9375,172,batesja01,Rookie of the Year,1995.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.007686104240088627
1995,Bobby Higginson,DET,131,486,14,61,43,62,107,6,4,0.224390243,0.579439252,0.3206576231611494,-3.4183788299560547,-8.880451401876828,87.05009091440901,132.8663144855415,143.37975315381354,95.44313856313336,91.96034208108652,107.40287227550186,-0.6774082779884338,-0.458941102027893,-0.243209234052089,0.4310011264383467,115915,1990s,10,0.6,0.003290084934643868,AL,AL,0,14,10,5,6,11,10,6,12,12,12,12,11,6,11,11,9,9.875,11,batter,143.9375,175,higgibo02,Rookie of the Year,1995.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.005171055557163617
2013,Jedd Gyorko,SDP,125,525,23,62,63,33,123,1,1,0.248971193,0.268292682,0.3249532512126078,0.0751535892486572,5.956431045041347,109.85036707096704,78.64740011195418,123.48173766065156,93.23599477668093,110.92186461652472,136.7631090084401,-1.1902676820755005,0.4516381919384002,-1.5986861660001783,2.355485704554559,576397,2010s,2,0.5,0.01884388563643647,NL,AL,0,17,4,15,18,15,5,4,2,6,5,15,4,2,18,6,23,9.9375,8,batter,144.75,155,gyorkje01,Rookie of the Year,2013.0,NL,2.0,150.0,0.0,0.0,0.013333333333333334,1,-0.009522141456604004
2004,Aaron Miles,COL,134,566,6,75,47,29,53,12,7,0.293103448,0.547169811,0.3078348262365474,-0.8304293155670166,-19.104110106771504,69.53907655080191,56.635677021336974,57.29577135553847,96.44243283719952,84.18550361274852,44.632363953883825,-1.5647584199905396,-1.9588656425476072,0.388108142760015,-0.0826682807788915,425446,2000s,19,0.631578947368421,-0.0006169274684991904,NL,AL,0,1,13,13,5,11,14,14,11,11,13,6,14,2,13,14,4,9.9375,11,batter,186.1875,220,milesaa01,Rookie of the Year,2004.0,NL,6.0,160.0,0.0,0.0,0.0375,1,-0.011677301641720445
1993,Chuck Carr,MIA,142,613,4,75,41,49,74,58,22,0.266787658,0.662162162,0.3014024642631165,12.026182413101196,-11.90364921257088,80.90020838818704,93.85157885938524,83.41246681910069,97.19798632847372,80.00139076584071,44.75941254665051,-0.0485302172601223,-0.4599762260913849,0.4174872873051608,2.1748419406516555,112028,1990s,80,0.725,0.015315788314448278,NL,AL,0,6,15,8,4,12,16,17,7,9,15,4,15,2,12,13,5,10.0,11,batter,136.1875,146,carrch02,Rookie of the Year,1993.0,NL,18.0,140.0,0.0,0.0,0.12857142857142856,1,-0.00034176209338114295
2004,Luis Gonzalez,COL,102,351,12,42,40,15,67,1,5,0.291925465,0.223880597,0.3431283359653439,-12.868033550679684,-7.728288742438726,92.73615107968436,47.23812660723791,116.79676685691716,96.80872040978258,107.33161519173883,105.7486361352168,-0.5947635769844055,-0.1365379393100738,-0.5205066903772444,-0.8528447108643459,430840,2000s,6,0.16666666666666666,-0.008361222655532803,NL,AL,0,8,8,14,14,10,4,7,13,14,4,13,10,14,9,7,11,10.0,12,batter,192.875,228,gonzalu02,Rookie of the Year,2004.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.005831015460631426
2008,Kosuke Fukudome,CHC,150,590,10,79,58,81,104,12,4,0.257485029,0.778846153,0.327747786909805,-1.1145744323730469,-3.745744749005352,90.5237046084334,150.63057823006187,102.81704456854268,105.8206410596308,88.94228740684149,76.52482319554488,0.6928663849830627,-0.4671995639801025,1.1358957835043078,1.4037210422399449,493120,2000s,16,0.75,0.009358140281599632,NL,AL,0,8,17,3,2,5,18,17,10,14,12,12,16,2,6,17,1,10.0,7,batter,129.625,127,fukudko01,Rookie of the Year,2008.0,NL,4.0,160.0,0.0,0.0,0.025,1,0.004619109233220418
1977,Steve Staggs,TOR,72,331,2,37,28,36,37,5,9,0.257731958,0.972972972,0.316945880288031,-7.271605134010315,-6.190881429444456,90.28630061953248,129.61447884047885,86.23204969055172,102.48452349482864,88.21179981342844,71.7349420603689,-0.0259021148085594,-0.3427593111991882,0.3170851831404239,-0.218827885630544,122637,1970s,14,0.35714285714285715,-0.0030392761893131112,AL,AL,0,7,12,4,3,8,12,7,15,15,11,12,12,15,10,11,7,10.0625,11,batter,141.6875,163,staggst01,Rookie of the Year,1977.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.000359751594563325
2006,Prince Fielder,MIL,157,648,28,82,81,59,125,7,2,0.270650263,0.472,0.3535213959903034,-21.48004913330078,6.784178069972134,110.37174745684342,102.51069308856331,117.42526416219008,101.22268520921348,109.32992940449336,125.19349993510072,0.5958335399627686,1.3093193769454956,-0.7077135505498521,0.6747949623088105,425902,2000s,9,0.7777777777777778,0.004298057084769494,NL,AL,0,14,7,8,9,13,3,4,16,16,6,20,8,4,12,5,16,10.0625,12,batter,131.0625,143,fieldpr01,Rookie of the Year,2006.0,NL,2.0,160.0,0.0,0.0,0.0125,1,0.0037951180889348314
2009,Will Venable,SDP,95,324,12,38,38,25,89,6,1,0.255972696,0.280898876,0.3322851208969951,3.310847282409668,4.61974928253244,108.35162107458072,83.20777596767482,157.0812805691644,95.3135640496464,104.31702193677236,117.91191631547812,-0.5901340246200562,0.4662615358829498,-1.0393040373582694,1.8098984041098531,461416,2000s,7,0.8571428571428571,0.01905156214852477,NL,AL,0,17,7,11,16,14,7,4,7,6,8,4,8,16,13,8,15,10.0625,11,batter,153.5625,174,venabwi01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.006211937101263749
1982,Dave Hostetler,TEX,113,466,22,53,67,42,113,2,2,0.232057416,0.371681415,0.323453422499012,-12.862708568572998,-0.1428029547395661,100.43612115717768,106.85870562435368,193.17653172461044,91.62473904378416,107.62141464477892,145.31177262150885,-0.4571424126625061,0.1405419260263443,-0.5817121165545018,0.196486065973238,116171,1980s,4,0.5,0.001738814743126,AL,AL,0,15,8,5,12,14,6,3,15,15,6,15,7,10,11,8,12,10.125,12,batter,146.5,175,hosteda01,Rookie of the Year,1982.0,AL,3.0,140.0,0.0,0.0,0.02142857142857143,1,-0.004045508076659346
