Season,Name,Team,G,IP,SO,ERA,ERA-,FIP,FIP-,E-F,K/BB+,HR/9+,AVG+,WHIP+,K%+,BB%+,K-BB%,WPA,WPA/LI,Clutch,SV,BS,SD,MD,WAR,MLBAMID,decade,WAR/IP,IP/G,SD_pct,pos,league,award_id,rookie_of_the_year,ERA-_rank,FIP-_rank,HR/9+_rank,WHIP+_rank,AVG+_rank,BB%+_rank,MD_rank,WAR_rank,WAR/IP_rank,IP_rank,K%+_rank,WPA_rank,WPA/LI_rank,K/BB+_rank,K-BB%_rank,SD_rank,SD_pct_rank,Clutch_rank,mean_rookie_rank,rookie_rank,mlb_rank,mean_mlb_rank,key_bbref,awardID,yearID,lgID,pointsWon,pointsMax,votesFirst,unanimous,vote_share,vote_getter,WPA/IP
2023,Scott McGough,ARI,62,68.0,84,4.897059922400064,110.433244234858,4.828570124352346,113.95321901436544,0.0684897980477181,112.60054100988228,150.98743368738818,90.92790762028052,97.18949650324676,129.21858091144185,114.75840430668065,0.18835616,0.7615341544151306,0.0116137182340025,0.5672046850448208,9,5.0,25,11,-0.1599743217229843,543518,2020s,-0.002352563554749769,1.096774193548387,0.6944444444444444,relief,NL,NL,0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.5,0.6363636363636364,0.3181818181818182,0.06818181818181818,0.09090909090909091,0.13636363636363635,0.8181818181818182,0.9090909090909091,0.7727272727272727,0.2727272727272727,0.6363636363636364,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.9090909090909091,0.4987373737373737,12,99,0.4483640081799592,mcgousc01,Rookie of the Year,2023.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.011199031682575451
1991,Doug Simons,NYM,41,58.2,37,4.448864118496301,122.79186230083788,3.230730764974252,86.76779223508933,1.218133353522049,118.92056097015616,62.1777708271309,89.94720559453285,87.79902957781333,96.50536136652686,81.15112166602212,0.08130081,-0.673471987247467,0.2826019525527954,-1.359258494562562,1,0.0,5,7,0.4333903789520263,122253,1990s,0.007446570085086362,1.4195121951219514,0.4166666666666667,relief,NL,NL,0,0.18181818181818182,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.7272727272727273,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4595959595959596,8,69,0.4481627296587926,simondo01,Rookie of the Year,1991.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.011571683629681563
1988,John Costello,STL,36,49.2,38,1.8120803513412629,51.701610628391336,3.5340004627073567,101.54155241750836,-1.7219201113660938,79.81653423153729,82.5581920957253,95.967923100755,110.04143319040531,117.91703782870027,147.73510677141005,0.06074766,0.5254979729652405,0.3124397099018097,0.2051162550933361,1,0.0,9,8,0.075378194451332,112714,1980s,0.0015320771229945527,1.3666666666666667,0.5294117647058824,relief,NL,NL,0,0.875,0.375,0.375,0.375,0.375,0.125,0.5,0.375,0.375,0.5,0.625,0.5,0.5,0.375,0.625,0.5,0.375,0.75,0.4722222222222222,6,61,0.44689542483660133,costejo01,Rookie of the Year,1988.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.010680853109049603
1993,Jerry Spradlin,CIN,37,49.0,24,3.4897956466833895,85.38957190539517,3.6210007330716967,86.53950981013023,-0.1312050863883072,141.81764179034667,84.65839068543269,92.8496202767231,79.69531074127778,80.97610250691666,57.09874955634815,0.07772021,-0.4874279499053955,0.6587712168693542,-1.5818010116345866,2,0.0,3,7,0.3696604669094085,122609,1990s,0.0075440911614165,1.3243243243243243,0.3,relief,NL,NL,0,0.45454545454545453,0.6363636363636364,0.2727272727272727,0.9090909090909091,0.5454545454545454,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.8181818181818182,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.4747474747474747,8,72,0.4453781512605042,spradje01,Rookie of the Year,1993.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.009947509181742765
1974,Jim Todd,CHC,37,63.0,34,3.714286164091342,95.64729622406182,4.197267419608926,109.13275951651156,-0.4829812555175845,72.75850099902269,108.46768854232414,93.80389981158643,101.7818490156993,94.65725197507273,130.0978575736422,0.00740741,0.8829280138015747,0.2327202707529068,1.1114175915695172,3,0.0,8,8,-0.1067680716514587,123374,1970s,-0.0016947312960548999,1.7027027027027026,0.5,relief,NL,NL,0,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.6428571428571429,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.6428571428571429,0.8571428571428571,0.5952380952380952,4,50,0.445138888888889,toddji01,Rookie of the Year,1974.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.014014730377802773
2019,Tanner Rainey,WSN,52,48.1,74,3.9103458563300446,87.76714946853976,4.372630470176169,97.44330731069648,-0.4622846138461245,71.95030863665652,82.10130112364712,75.4579290033045,109.6571865490656,149.1184242213147,207.25195340766817,0.1682243,0.1054301261901855,0.1714508235454559,-0.05262814363462,0,3.0,11,6,0.1678062826395034,663432,2010s,0.0034886961047713803,0.925,0.6470588235294118,relief,NL,NL,0,0.52,0.52,0.4,0.28,0.88,0.04,0.88,0.48,0.48,0.3,0.92,0.48,0.32,0.24,0.64,0.56,0.64,0.64,0.5122222222222222,13,100,0.44361277445109787,raineta01,Rookie of the Year,2019.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.002191894515388472
1979,Dan Quisenberry,KCR,32,40.0,13,3.149999699592619,73.89112228643451,4.232165384292617,103.31135320280116,-1.0821656846999974,136.10479543252436,124.94805759653543,102.09342241131058,87.42939629902033,68.01573303809407,49.97306228251786,0.03680982,-0.7138779759407043,0.0523836500942707,-0.5495040018581331,5,0.0,12,9,0.0498805716633796,120858,1970s,0.00124701429158449,1.25,0.5714285714285714,relief,AL,AL,0,0.65,0.15,0.15,0.95,0.25,0.95,0.65,0.15,0.15,0.15,0.15,0.15,0.25,0.95,0.35,0.4,0.45,0.35,0.40277777777777785,9,58,0.44327485380116954,quiseda01,Rookie of the Year,1979.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.01784694939851761
1990,Scott Radinsky,CHW,62,52.1,46,4.815288847187992,122.616357990399,3.477089134617514,90.71187917405908,1.3381997125704783,76.84389676826238,21.472708880200823,92.79536316277245,116.2650686323972,132.0470601132921,171.83805767652524,0.04219409,0.6290560364723206,-0.4643921554088592,1.131317976167753,4,0.0,13,11,0.4033645391464233,120877,1990s,0.0077421216726760705,0.8403225806451613,0.5416666666666666,relief,AL,AL,0,0.16666666666666666,0.8333333333333334,1.0,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,0.6666666666666666,1.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.6666666666666666,1.0,0.7083333333333335,2,74,0.44260789715335164,radinsc01,Rookie of the Year,1990.0,AL,1.0,140.0,0.0,0.0,0.007142857142857143,1,0.01207401221635932
2023,Lucas Erceg,OAK,50,55.0,68,4.745455532862341,115.07899720786176,3.3095858253920403,79.98579894707493,1.4358697074703004,69.46945230344387,13.366993849764375,100.4551329621128,121.82585816340352,116.8021855833472,168.13460476415804,0.12749004,0.400760293006897,0.1502778530120849,0.1609721851787172,0,2.0,20,9,0.8119544386863708,668674,2020s,0.014762807976115833,1.1,0.6896551724137931,relief,AL,AL,0,0.09090909090909091,0.7272727272727273,1.0,0.045454545454545456,0.36363636363636365,0.045454545454545456,0.18181818181818182,0.6818181818181818,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.5454545454545454,0.36363636363636365,0.045454545454545456,0.2727272727272727,0.8181818181818182,0.6818181818181818,0.6818181818181818,0.4747474747474747,15,101,0.4412065439672801,erceglu01,Rookie of the Year,2023.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.007286550781943581
2007,Brian Wolfe,TOR,38,45.1,22,2.9779415105866276,66.26861245473124,4.4307817449206865,99.06221983805898,-1.452840234334059,122.12372086397792,98.6503374254526,83.31502470341472,70.31511266204569,74.42532389797198,60.94256045188566,0.07471264,-0.2077319920063018,0.5020925402641296,-0.7468722191016601,0,2.0,10,6,0.2209311872720718,430582,2000s,0.0048986959483829666,1.186842105263158,0.625,relief,AL,AL,0,0.75,0.25,0.15,0.85,0.7,1.0,0.6,0.35,0.35,0.375,0.25,0.25,0.5,0.7,0.45,0.55,0.65,0.15,0.4930555555555556,12,96,0.4394409937888199,wolfebr01,Rookie of the Year,2007.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.004606030864884741
1979,Dave Patterson,LAD,36,53.0,34,5.26415132228573,143.84078525539147,3.920844858182463,102.66020572464738,1.3433064641032662,96.40395749329844,115.20849633941636,112.61567915160308,117.9468947793734,106.73387244688138,110.71523538212573,0.05042017,0.7314280271530151,-0.5690883994102478,1.3306504171242397,6,0.0,12,7,0.0783971101045608,120287,1970s,0.0014791907566898263,1.4722222222222223,0.631578947368421,relief,NL,NL,0,0.1,0.3,0.3,0.1,0.1,0.4,0.9,0.3,0.3,0.3,0.7,0.7,0.1,0.1,0.7,0.4,0.8,1.0,0.42222222222222217,6,59,0.43859649122807026,patteda03,Rookie of the Year,1979.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.013800528814207833
2016,Deolis Guerra,LAA,44,53.1,36,3.206249847114093,78.80136196385494,3.76531035333872,89.57523549439045,-0.5590605062246268,194.55414405355455,82.86425538354028,97.1163268530282,83.67340750744545,78.19240216931497,40.19055867675114,0.13181818,-0.299232006072998,0.1461417376995086,-0.6618231243654302,0,4.0,7,6,0.4015481770038605,500610,2010s,0.007562112561277975,1.2068181818181818,0.5384615384615384,relief,AL,AL,0,0.42857142857142855,0.19047619047619047,0.3333333333333333,0.6666666666666666,0.19047619047619047,1.0,0.8333333333333334,0.19047619047619047,0.19047619047619047,0.2857142857142857,0.047619047619047616,0.19047619047619047,0.14285714285714285,0.8095238095238095,0.19047619047619047,0.09523809523809523,0.23809523809523808,0.23809523809523808,0.3478835978835979,17,89,0.43783068783068785,guerrde01,Rookie of the Year,2016.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.005635254351657212
2012,Jared Hughes,PIT,66,75.2,50,2.854626797920542,74.63971620838188,4.045994361005253,106.80238240173787,-1.1913675630847105,91.00131795805063,86.02420887902996,90.09921047223489,87.69153218505475,78.81777274486545,86.61168425107485,0.0886076,0.4904519617557525,0.1760609447956085,0.3409190816150224,2,2.0,18,10,-0.0052783763967454,453172,2010s,-7.019117548863563e-05,1.1393939393939394,0.6428571428571429,relief,NL,NL,0,0.6470588235294118,0.23529411764705882,0.4117647058823529,0.7058823529411765,0.6470588235294118,0.7058823529411765,0.17647058823529413,0.23529411764705882,0.23529411764705882,0.9411764705882353,0.11764705882352941,0.6470588235294118,0.35294117647058826,0.5,0.23529411764705882,0.6470588235294118,0.5882352941176471,0.7647058823529411,0.4885620915032679,11,86,0.4374999999999999,hugheja02,Rookie of the Year,2012.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.006521967576539262
1991,Bob Scanlan,CHC,27,41.2,19,3.240000791015818,83.76945861000338,3.8877309762879033,101.08065996324596,-0.6477301852720854,74.15316832716161,87.54631321063702,80.6316542380545,83.02906372124751,71.29224889697107,96.1418861878665,0.02923977,0.1342039704322815,0.623806893825531,-0.5227936791088389,1,0.0,9,7,0.1259786039590835,121743,1990s,0.0030577331058029974,1.5259259259259261,0.5625,relief,NL,NL,0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.9090909090909091,0.8181818181818182,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.44949494949494945,9,73,0.4372265966754155,scanlbo01,Rookie of the Year,1991.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.003257377923113628
2009,Daniel Herrera,CIN,70,61.2,44,3.064865939222201,71.62892944540408,3.988975963843423,91.43930447495518,-0.9241100246212216,90.9164113443638,73.50334881388054,105.07537872959604,102.36808871818523,91.92500156836228,101.109360509121,0.07633588,0.1720560938119888,-0.0932246148586273,0.2978970500206637,0,0.0,15,10,0.2570822238922119,502609,2000s,0.0042006899328792795,0.8742857142857143,0.6,relief,NL,NL,0,0.7586206896551724,0.5862068965517241,0.5517241379310345,0.3103448275862069,0.06896551724137931,0.6896551724137931,0.2413793103448276,0.5172413793103449,0.4827586206896552,0.7931034482758621,0.2413793103448276,0.4827586206896552,0.27586206896551724,0.3793103448275862,0.27586206896551724,0.7241379310344828,0.5,0.7586206896551724,0.4798850574712643,17,99,0.43372011251758086,herreda01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0028113740818952416
1986,Mitch Williams,TEX,80,98.0,90,3.581632931894803,84.00778400360612,4.750603295703186,113.74358841892204,-1.1689703638083833,66.89046465140585,72.01854139466926,77.76350640902189,109.3415126174578,137.61204043195158,205.7274236696258,0.02528736,0.5189139246940613,0.1690119057893753,0.2482955225142819,8,0.0,18,14,-0.4698246121406555,124329,1980s,-0.004794128695312812,1.225,0.5625,relief,AL,AL,0,0.42857142857142855,0.14285714285714285,0.5,0.2857142857142857,0.9285714285714286,0.07142857142857142,0.25,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.9285714285714286,0.5714285714285714,0.5,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.5,0.7142857142857143,0.43452380952380953,10,69,0.4333872707659115,willimi02,Rookie of the Year,1986.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.005295040047898584
2009,Ryan Perry,DET,53,61.2,60,3.794594985817058,83.61151969825158,4.524110933461285,101.50227008754142,-0.7295159476442272,77.91087958799906,91.81820296202474,91.37056613209596,108.62134848002536,124.8887547269671,160.2969371000738,0.08058608,0.2699880003929138,0.0680720955133438,0.3299492240995735,0,3.0,12,6,0.195923238992691,543634,2000s,0.0032013601142596567,1.1547169811320754,0.6666666666666666,relief,AL,AL,0,0.5517241379310345,0.3448275862068966,0.3793103448275862,0.20689655172413793,0.4482758620689655,0.10344827586206896,0.6379310344827587,0.41379310344827586,0.3793103448275862,0.7931034482758621,0.7586206896551724,0.5862068965517241,0.41379310344827586,0.27586206896551724,0.41379310344827586,0.5689655172413793,0.7586206896551724,0.8275862068965517,0.4923371647509578,16,100,0.4324894514767933,perryry01,Rookie of the Year,2009.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.004411568633871141
2015,Hansel Robles,NYM,57,54.0,61,3.6666677027575743,98.60747338110848,3.9113717475546377,101.23450115642594,-0.2447040447970629,126.69808605979908,136.5940905880145,74.8285832230696,78.41519528973477,135.83612464209958,107.21244858401428,0.19815668,0.0252640936523675,-0.154704287648201,0.1756094046506444,0,4.0,16,11,0.1560840606689453,570663,2010s,0.0028904455679434316,0.9473684210526315,0.5925925925925926,relief,NL,NL,0,0.15789473684210525,0.3157894736842105,0.2631578947368421,0.7894736842105263,1.0,0.2631578947368421,0.23684210526315788,0.3684210526315789,0.3684210526315789,0.47368421052631576,0.7368421052631579,0.3684210526315789,0.2631578947368421,0.5263157894736842,0.631578947368421,0.5789473684210527,0.3684210526315789,0.7894736842105263,0.4722222222222221,12,85,0.43136070853462155,robleha01,Rookie of the Year,2015.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.00046785358615495374
2016,Matt Bowman,STL,59,67.2,52,3.458128598688225,84.80198492701346,3.309121983636054,81.20820269767285,0.1490066150521709,102.85135574205653,47.92537078453417,90.76598472466443,87.97248078673357,86.83670496144752,84.42933220024645,0.113879,-0.9247640371322632,0.5080989003181458,-1.4874553591392252,0,1.0,13,12,0.6854848861694336,621199,2010s,0.010200667948949905,1.1389830508474577,0.52,relief,NL,NL,0,0.2857142857142857,0.38095238095238093,0.7142857142857143,0.47619047619047616,0.38095238095238093,0.42857142857142855,0.19047619047619047,0.38095238095238093,0.23809523809523808,0.7380952380952381,0.09523809523809523,0.09523809523809523,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.35714285714285715,0.09523809523809523,0.047619047619047616,0.31481481481481466,19,95,0.43065003779289496,bowmama01,Rookie of the Year,2016.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.013761369600182488
2009,Evan Meek,PIT,41,47.0,42,3.446808790394299,83.29126385165742,3.714105085983384,88.34573177589878,-0.2672962955890847,71.82111492744296,38.57621522712303,80.62008404343835,97.26092382961804,117.89542159034052,164.15147886510624,0.06666667,0.0772439837455749,0.6626788973808289,-0.5412529220365218,0,1.0,4,4,0.3332844972610473,457425,2000s,0.0070911595161924955,1.146341463414634,0.5,relief,NL,NL,0,0.5862068965517241,0.6896551724137931,0.9310344827586207,0.5172413793103449,0.8275862068965517,0.06896551724137931,0.8793103448275862,0.6206896551724138,0.6206896551724138,0.27586206896551724,0.5517241379310345,0.41379310344827586,0.7931034482758621,0.1724137931034483,0.1724137931034483,0.10344827586206896,0.1724137931034483,0.20689655172413793,0.47796934865900387,18,102,0.43020393811533053,meekev01,Rookie of the Year,2009.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0016434890158632956
1995,Mike James,LAA,46,55.2,36,3.880240761839602,81.151952815785,4.77395616438241,99.52692379909476,-0.8937154025428078,86.5327479983323,89.5348122000121,88.64817760379637,91.86802323728811,98.88963730636236,114.28001267016026,0.04219409,0.2677299678325653,0.5091146230697632,-0.0895440535530578,1,0.0,7,8,0.1429706066846847,116480,1990s,0.0025900472225486356,1.2,0.4666666666666667,relief,AL,AL,0,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5,0.5714285714285714,0.7857142857142857,0.5714285714285714,0.42857142857142855,0.32142857142857145,0.35714285714285715,0.5,0.5853174603174602,6,73,0.42979797979797973,jamesmi01,Rookie of the Year,1995.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0048501805766769076
2017,Keynan Middleton,LAA,64,58.1,63,3.8571431934590534,90.31068823282423,4.374782657483169,99.62534555065108,-0.5176394640241155,135.48329995641112,129.69557213609338,104.60087089126168,100.35839923387124,118.6900401383876,87.60491894910564,0.18292683,0.8196099996566772,0.2903506755828857,0.4643655412964049,3,2.0,16,12,0.1191815361380577,641871,2010s,0.0020513173173503907,0.9078125,0.5714285714285714,relief,AL,AL,0,0.5909090909090909,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.3181818181818182,0.5454545454545454,0.1590909090909091,0.4090909090909091,0.3181818181818182,0.7727272727272727,0.6363636363636364,0.8636363636363636,0.6363636363636364,0.7727272727272727,0.7727272727272727,0.9772727272727273,0.6136363636363636,0.9090909090909091,0.5795454545454545,9,95,0.4259856630824373,middlke01,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.014106884675674307
1999,Masao Kida,DET,49,64.2,50,6.262887583134851,127.35689698799015,4.370967699756992,88.07134406370216,1.8919198833778583,99.37948003520629,71.12457993023611,104.35191668701754,107.1803414454431,108.9549655834662,109.63527239653182,0.06849315,0.1553520858287811,-0.6932785511016846,1.0649382753445171,1,0.0,7,7,0.4441106021404266,150196,1990s,0.0069176106252402895,1.3102040816326532,0.5,relief,AL,AL,0,0.06666666666666667,0.6,0.4,0.2,0.26666666666666666,0.4666666666666667,0.7333333333333333,0.6,0.6,0.6,0.5333333333333333,0.4666666666666667,0.13333333333333333,0.5333333333333333,0.6,0.36666666666666664,0.4666666666666667,1.0,0.47962962962962963,10,96,0.4258620689655172,kidama01,Rookie of the Year,1999.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.002419814421009051
1997,Will Cunnane,SDP,46,57.0,54,4.421052631578948,111.87488113955231,3.4250011092738104,82.58463200442596,0.9960515223051374,108.8153816773264,49.08322532603437,113.23181020352668,116.77449567041351,117.13030793071349,107.64132146525648,0.11153846,-0.512764036655426,-0.0246292445808649,-0.8641282444206649,0,0.0,6,7,0.5642244815826416,112940,1990s,0.00989867511548494,1.2391304347826086,0.46153846153846156,relief,NL,NL,0,0.38461538461538464,0.9230769230769231,0.9230769230769231,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.46153846153846156,0.8461538461538461,0.38461538461538464,0.46153846153846156,0.7692307692307693,0.8461538461538461,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.5683760683760685,7,91,0.4238095238095238,cunnawi01,Rookie of the Year,1997.0,NL,0.0,0.0,0.0,0.0,0.0,0,-0.008995860292200456
2018,Tim Hill,KCR,70,45.2,42,4.532848482337416,103.89186017668476,3.510796675859198,84.41161055003548,1.0220518064782178,112.59730410656864,64.70959281529105,102.02074888753924,100.13468199778907,96.00133669907218,85.26077401909544,0.14141414,-0.0045400173403322,0.2728765606880188,-0.2766603018685946,2,2.0,16,13,0.5386697053909302,657612,2010s,0.011917471358206418,0.6457142857142858,0.5517241379310345,relief,AL,AL,0,0.23076923076923078,0.5769230769230769,0.5769230769230769,0.4230769230769231,0.3076923076923077,0.8076923076923077,0.07692307692307693,0.5384615384615384,0.6538461538461539,0.11538461538461539,0.38461538461538464,0.2692307692307692,0.38461538461538464,0.6538461538461539,0.5384615384615384,0.5,0.23076923076923078,0.38461538461538464,0.42521367521367526,19,103,0.42289886039886043,hillti01,Rookie of the Year,2018.0,AL,0.0,0.0,0.0,0.0,0.0,0,-0.00010044286151177434
2011,Hector Noesí,NYY,28,51.2,42,4.006451218492942,95.52169768687824,3.876999105171665,92.27480939361315,0.1294521133212773,98.12166723842904,88.2600237530812,105.6449855273068,106.6636236939837,103.97543091900462,105.96582302079838,0.10313901,0.513439953327179,0.1811389774084091,0.4861377650024649,0,0.0,7,3,0.2005838602781295,456051,2010s,0.003917653521057217,1.8285714285714287,0.7,relief,AL,AL,0,0.34615384615384615,0.5,0.46153846153846156,0.19230769230769232,0.11538461538461539,0.7692307692307693,0.8653846153846154,0.4230769230769231,0.4230769230769231,0.46153846153846156,0.23076923076923078,0.46153846153846156,0.38461538461538464,0.4230769230769231,0.2692307692307692,0.23076923076923078,0.6153846153846154,0.7307692307692307,0.4391025641025641,16,89,0.4221466364323507,noesihe01,Rookie of the Year,2011.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.010028124088421464
2017,Wandy Peralta,CIN,69,64.2,57,3.7577343232360985,84.62598905111598,4.162794965861384,94.22308036138188,-0.4050606426252852,95.52782930126732,90.38595042895578,88.41545038077415,88.11578755152316,99.83257927165688,104.5062719319168,0.12547529,0.2209299951791763,0.7610509395599365,-0.5055178152349473,0,2.0,15,13,0.4450755715370178,593974,2010s,0.006932641301199654,0.9304347826086957,0.5357142857142857,relief,NL,NL,0,0.6363636363636364,0.6363636363636364,0.5909090909090909,0.7272727272727273,0.7727272727272727,0.45454545454545453,0.09090909090909091,0.7727272727272727,0.7272727272727273,0.8636363636363636,0.3181818181818182,0.6363636363636364,0.9090909090909091,0.3181818181818182,0.36363636363636365,0.8863636363636364,0.36363636363636365,0.36363636363636365,0.5795454545454546,8,96,0.4216845878136201,peralwa01,Rookie of the Year,2017.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.0034412771834762663
2005,Matt Guerrier,MIN,43,71.2,46,3.3906988776269524,78.25026795794628,3.954915218755696,94.06134771623069,-0.564216341128744,93.90473170167856,70.36604571990492,97.28517336797574,97.34794120555247,94.44340704055736,100.57363597321805,0.07189543,-0.0056440513581037,0.8814071416854858,-0.8920651283544861,0,0.0,5,8,0.3287838101387024,407825,2000s,0.004617750142397506,1.6558139534883722,0.38461538461538464,relief,AL,AL,0,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.7272727272727273,0.5,0.7272727272727273,0.5454545454545454,0.5454545454545454,0.5,0.6818181818181818,0.36363636363636365,0.5909090909090909,0.8181818181818182,0.5454545454545454,0.5,0.1590909090909091,0.045454545454545456,0.045454545454545456,0.5012626262626261,12,86,0.4202127659574468,guerrma02,Rookie of the Year,2005.0,AL,0.0,0.0,0.0,0.0,0.0,0,-7.927038424302949e-05
2017,Danny Barnes,TOR,60,66.0,62,3.54545536514175,81.238953298926,4.581882447732348,102.97335959177003,-1.0364270825905977,99.99957852635268,114.62994137455176,79.4966618773589,81.87749368285264,108.43129667080014,108.43174890417184,0.14339623,0.1912780553102493,0.5617508292198181,-0.3985615006828308,0,4.0,14,12,0.2059973180294037,592130,2010s,0.0031211714852939954,1.1,0.5384615384615384,relief,AL,AL,0,0.7727272727272727,0.3181818181818182,0.3181818181818182,0.8181818181818182,0.8636363636363636,0.4090909090909091,0.1590909090909091,0.5,0.5,0.9545454545454546,0.4090909090909091,0.5909090909090909,0.7727272727272727,0.45454545454545453,0.45454545454545453,0.7727272727272727,0.4318181818181818,0.5,0.5555555555555556,11,99,0.41899641577060925,barneda02,Rookie of the Year,2017.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.0028981523531855955
2004,Jon Leicester,CHC,32,41.2,35,3.887999169433771,89.15229465348233,4.633269051727368,103.50552568564748,-0.7452698822935964,117.21218499110384,135.96247920667207,96.9267503872225,95.25990738911302,115.75246629284078,98.7546334986871,0.11428572,0.394511878490448,0.2060053795576095,0.2576834682845644,0,2.0,8,5,-0.00254463031888,425484,2000s,-6.176287181747572e-05,1.2875,0.6153846153846154,relief,NL,NL,0,0.4782608695652174,0.391304347826087,0.2608695652173913,0.6086956521739131,0.391304347826087,0.6086956521739131,0.8043478260869565,0.391304347826087,0.391304347826087,0.08695652173913043,0.5217391304347826,0.5217391304347826,0.43478260869565216,0.6086956521739131,0.5652173913043478,0.2608695652173913,0.5652173913043478,0.6956521739130435,0.47705314009661837,12,96,0.41648148148148145,leicejo01,Rookie of the Year,2004.0,NL,0.0,0.0,0.0,0.0,0.0,0,0.009575531031321553
2015,Trevor Gott,LAA,48,47.2,27,3.0209796656851955,77.86238002932583,3.7419854882282686,94.28479284328954,-0.7210058225430731,63.76099428367065,35.64024565004132,93.83588845343142,95.98381100101112,66.53349072930172,104.34826924081102,0.05445545,0.4425338804721832,0.4158996045589447,-0.0859079364803642,0,4.0,19,6,0.1611417382955551,641627,2010s,0.003414019879143116,0.9833333333333334,0.76,relief,AL,AL,0,0.47368421052631576,0.42105263157894735,0.8421052631578947,0.21052631578947367,0.3684210526315789,0.42105263157894735,0.7631578947368421,0.42105263157894735,0.42105263157894735,0.21052631578947367,0.05263157894736842,0.631578947368421,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.7631578947368421,0.868421052631579,0.7368421052631579,0.4605263157894737,13,90,0.41646537842190023,gotttr01,Rookie of the Year,2015.0,AL,0.0,0.0,0.0,0.0,0.0,0,0.00937571780661405
